ic001,ald001,am001,ptsa,IIO029A,yield,reaction_plate_id,diluted_plate_id,vial_id,is_outlier
0.27,0.12,0.15,0.08151724137931034,0.0007935304179588728,0.006612753482990605,37,48,36,0
0.18,0.18,0.3,0.09144827586206897,-1.010477530061259e-11,-5.6137640558958834e-11,37,48,37,0
0.3,0.24,0.15,0.10137931034482756,0.009171414366669055,0.06114276244446036,37,48,38,0
0.3,0.15,0.18,0.1510344827586207,0.01003145977108525,0.06687639847390169,37,48,39,0
0.3,0.24,0.12,0.3,0.003604418029363904,0.030036816911365862,37,48,40,0
0.27,0.15,0.12,0.25034482758620685,0.003859718782242904,0.032164323185357536,37,48,42,0
0.3,0.18,0.12,0.1510344827586207,0.010955429958947315,0.0912952496578943,37,48,43,0
0.18,0.12,0.27,0.07158620689655172,1.1978121455920794e-11,9.981767879933995e-11,37,48,44,0
0.12,0.24,0.24,0.2702068965517241,0.0032838035616707863,0.02736502968058989,37,48,45,0
0.3,0.18,0.27,0.2602758620689655,0.01543682930781061,0.08576016282117005,37,48,46,0
0.3,0.15,0.3,0.08151724137931034,-5.693099012780959e-12,-3.795399341853973e-11,37,48,47,0
0.21,0.12,0.3,0.13117241379310346,5.878908468746097e-11,4.899090390621748e-10,37,48,48,0
0.15,0.27,0.12,0.3,0.0013259276118973782,0.011049396765811485,37,48,49,0
0.15,0.24,0.12,0.1113103448275862,0.005215795559105904,0.0434649629925492,37,48,50,0
0.3,0.21,0.15,0.02193103448275862,-1.5034388867583948e-11,-1.0022925911722631e-10,37,48,51,0
0.3,0.24,0.12,0.2602758620689655,0.0052733882452286355,0.04394490204357198,37,48,52,0
0.12,0.3,0.3,0.1510344827586207,0.0007182148126002254,0.005985123438335212,37,48,53,0
0.3,0.27,0.12,0.2900689655172414,0.0015290356954695372,0.012741964128912807,39,49,0,0
0.3,0.12,0.21,0.2602758620689655,2.2794677778746717e-10,1.8995564815622266e-09,39,49,1,0
0.18,0.18,0.24,0.041793103448275866,5.075268438027899e-09,2.819593576682167e-08,39,49,2,0
0.3,0.12,0.18,0.13117241379310346,0.005117711864075846,0.04264759886729872,39,49,3,0
0.12,0.3,0.3,0.2702068965517241,0.006369370174479553,0.053078084787329616,39,49,4,0
0.24,0.12,0.21,0.1113103448275862,0.00012257101795393302,0.0010214251496161086,39,49,5,0
0.12,0.24,0.12,0.09144827586206897,0.001752279904836729,0.014602332540306075,39,49,6,0
0.12,0.12,0.18,0.12124137931034484,0.0006948933520228406,0.005790777933523672,39,49,7,0
0.3,0.18,0.24,0.2702068965517241,0.009898534975662787,0.054991860975904375,39,49,8,0
0.18,0.3,0.18,0.23048275862068965,0.005463032342636922,0.030350179681316238,39,49,9,0
0.3,0.3,0.24,0.2702068965517241,0.019423524539850343,0.08093135224937642,39,49,10,0
0.21,0.21,0.12,0.12124137931034484,0.008826690428836959,0.07355575357364133,39,49,11,0
0.24,0.18,0.24,0.2602758620689655,0.009434580399228048,0.052414335551266934,39,49,12,0
0.24,0.3,0.3,0.09144827586206897,-8.09425311177831e-12,-3.372605463240962e-11,39,49,13,0
0.15,0.15,0.12,0.2801379310344828,0.0013830052933130805,0.01152504411094234,39,49,14,0
0.21,0.3,0.12,0.2900689655172414,2.0678694510243057e-11,1.7232245425202543e-10,39,49,15,0
0.3,0.15,0.3,0.2106206896551724,0.0065012700696096964,0.04334180046406465,39,49,16,0
0.3,0.21,0.21,0.1510344827586207,0.008649001499338945,0.04118572142542355,39,49,17,0
0.18,0.18,0.18,0.041793103448275866,1.2160117860396534e-05,6.755621033553629e-05,39,49,18,0
0.18,0.18,0.3,0.10137931034482756,2.883800339764797e-10,1.6021112998693315e-09,39,49,19,0
0.12,0.18,0.24,0.061655172413793084,8.956883334485298e-11,7.464069445404416e-10,39,49,20,0
0.3,0.21,0.24,0.2602758620689655,0.014231399064844741,0.06776856697545114,39,49,21,0
0.21,0.12,0.15,0.2702068965517241,0.0019847662801529067,0.016539719001274218,39,49,22,0
0.24,0.18,0.18,0.25034482758620685,0.005130536528159058,0.02850298071199477,39,49,23,0
0.18,0.12,0.12,0.3,0.0010787784463064359,0.008989820385886966,39,49,24,0
0.12,0.12,0.27,0.07158620689655172,3.2903631038181037e-10,2.741969253181753e-09,39,49,25,0
0.21,0.12,0.27,0.02193103448275862,9.06490852401646e-11,7.554090436680382e-10,39,49,26,0
0.18,0.12,0.15,0.3,0.0011725078331332286,0.00977089860944357,39,49,27,0
0.15,0.18,0.12,0.1113103448275862,0.00494740073866581,0.04122833948888175,39,49,28,0
0.3,0.12,0.12,0.1510344827586207,0.007687898738418218,0.06406582282015183,39,49,29,0
0.12,0.12,0.15,0.17089655172413792,0.0026152401906368197,0.021793668255306826,39,49,31,0
0.3,0.21,0.18,0.13117241379310346,0.009198675701734507,0.05110375389852506,39,49,32,0
0.15,0.27,0.12,0.08151724137931034,0.003148344576124037,0.026236204801033645,39,49,33,0
0.21,0.12,0.15,0.25034482758620685,0.004048714478567788,0.033739287321398234,39,49,34,0
0.3,0.3,0.24,0.061655172413793084,0.0012274956220862704,0.005114565092026129,39,49,35,0
0.24,0.12,0.21,0.2900689655172414,0.003775410864305871,0.03146175720254893,39,49,36,0
0.3,0.12,0.18,0.1510344827586207,0.009661129448978822,0.08050941207482352,39,49,37,0
0.24,0.3,0.24,0.3,0.009293153095123288,0.038721471229680365,39,49,38,0
0.24,0.21,0.12,0.10137931034482756,0.008913705620359706,0.0742808801696642,39,49,39,0
0.24,0.24,0.18,0.2602758620689655,0.0070730218454323575,0.039294565807957545,39,49,40,0
0.3,0.21,0.3,0.08151724137931034,2.795461189691007e-10,1.3311719950909555e-09,39,49,41,0
0.3,0.27,0.21,0.2801379310344828,0.008071593240271867,0.038436158287008894,39,49,42,0
0.12,0.3,0.12,0.10137931034482756,0.003370948082925002,0.028091234024375016,39,49,43,0
0.12,0.18,0.12,0.3,0.0008736888402119928,0.0072807403350999425,39,49,44,0
0.15,0.12,0.18,0.1510344827586207,0.0032106356714532826,0.02675529726211069,39,49,45,0
0.12,0.27,0.12,0.1510344827586207,0.003891850325221351,0.032432086043511256,39,49,46,0
0.3,0.12,0.12,0.1907586206896552,0.009034527070269664,0.07528772558558053,39,49,48,0
0.3,0.12,0.27,0.2900689655172414,0.008219729578230837,0.06849774648525699,39,49,49,0
0.3,0.24,0.15,0.061655172413793084,0.0022865037346086804,0.015243358230724537,39,49,50,0
0.12,0.12,0.21,0.13117241379310346,0.00044821850265102737,0.003735154188758562,39,49,51,0
0.12,0.15,0.12,0.09144827586206897,0.0013934215064273032,0.011611845886894194,39,49,52,0
0.12,0.15,0.12,0.07158620689655172,0.0007205470910017229,0.006004559091681024,39,49,53,0
0.3,0.15,0.18,0.09144827586206897,0.0011628795524497287,0.0077525303496648575,40,47,0,0
0.24,0.3,0.3,0.12124137931034484,0.0017502218066774208,0.007292590861155921,40,47,1,0
0.3,0.21,0.24,0.1907586206896552,0.013749297817511934,0.06547284675005682,40,47,2,0
0.12,0.18,0.12,0.2900689655172414,0.0005784691063087286,0.004820575885906072,40,47,3,0
0.12,0.12,0.24,0.07158620689655172,2.812385030862997e-09,2.3436541923858312e-08,40,47,4,0
0.15,0.12,0.12,0.23048275862068965,0.0016143861179286794,0.013453217649405666,40,47,5,0
0.24,0.21,0.12,0.2702068965517241,0.0024009809384750464,0.020008174487292054,40,47,6,0
0.3,0.24,0.24,0.25034482758620685,0.0184789041290838,0.07699543387118248,40,47,7,0
0.24,0.12,0.27,0.2702068965517241,0.009021913196724187,0.07518260997270157,40,47,8,0
0.15,0.12,0.12,0.25034482758620685,0.0015350615117509724,0.012792179264591438,40,47,9,0
0.12,0.3,0.3,0.02193103448275862,2.0134480026575398e-10,1.6778733355479494e-09,40,47,10,0
0.15,0.12,0.24,0.041793103448275866,1.1896065904681506e-10,9.913388253901257e-10,40,47,11,0
0.3,0.3,0.12,0.2801379310344828,0.0035209871936899796,0.029341559947416506,40,47,12,0
0.3,0.21,0.12,0.09144827586206897,0.011830618774964522,0.09858848979137104,40,47,13,0
0.24,0.24,0.3,0.1113103448275862,0.0005140323188167836,0.0021418013284032647,40,47,14,0
0.3,0.18,0.12,0.1113103448275862,0.012809368069934952,0.10674473391612464,40,47,15,0
0.3,0.15,0.12,0.2106206896551724,0.0068908283001203035,0.057423569167669185,40,47,16,0
0.27,0.12,0.27,0.02193103448275862,3.802818544080023e-08,3.169015453400019e-07,40,47,17,0
0.3,0.12,0.12,0.10137931034482756,0.008466453520401544,0.07055377933667953,40,47,18,0
0.27,0.12,0.21,0.1510344827586207,0.0018308873110167707,0.01525739425847309,40,47,19,0
0.3,0.24,0.21,0.061655172413793084,-1.5271338366354335e-11,-7.27206588874016e-11,40,47,20,0
0.3,0.18,0.18,0.2602758620689655,-1.084204853522732e-11,-6.023360297348513e-11,40,47,21,0
0.12,0.12,0.12,0.2702068965517241,0.0007138342788036348,0.005948618990030289,40,47,22,0
0.3,0.27,0.3,0.2602758620689655,0.01758892074701401,0.06514415091486671,40,47,23,0
0.3,0.24,0.24,0.1113103448275862,0.0025446508561085147,0.010602711900452146,40,47,24,0
0.12,0.12,0.18,0.02193103448275862,1.7719637301068074e-09,1.4766364417556733e-08,40,47,25,0
0.21,0.27,0.12,0.13117241379310346,0.00906498705127994,0.07554155876066616,40,47,26,0
0.27,0.12,0.24,0.041793103448275866,3.273428129398055e-09,2.7278567744983787e-08,40,47,27,0
0.3,0.21,0.3,0.02193103448275862,1.2214879734772693e-09,5.8166093975108056e-09,40,47,28,0
0.3,0.18,0.24,0.1113103448275862,0.0007741911608048648,0.004301062004471471,40,47,29,0
0.18,0.24,0.12,0.13117241379310346,0.006735202844622429,0.056126690371853576,40,47,30,0
0.27,0.12,0.18,0.1510344827586207,0.00720618826348987,0.0600515688624156,40,47,31,0
0.18,0.18,0.3,0.2702068965517241,0.007746407361879973,0.04303559645488875,40,47,32,0
0.3,0.18,0.12,0.041793103448275866,0.0009925262135490978,0.008271051779575815,40,47,33,0
0.24,0.18,0.12,0.09144827586206897,0.005837531162322864,0.048646093019357205,40,47,34,0
0.18,0.12,0.12,0.061655172413793084,0.000663709086985079,0.005530909058208992,40,47,35,0
0.15,0.3,0.12,0.1510344827586207,0.005257888772083088,0.04381573976735907,40,47,36,0
0.18,0.24,0.3,0.061655172413793084,2.6207733116583605e-09,1.4559851731435335e-08,40,47,37,0
0.3,0.3,0.3,0.041793103448275866,1.4285266375652224e-11,4.7617554585507424e-11,40,47,38,0
0.3,0.3,0.27,0.02193103448275862,8.345302766574531e-10,3.0908528765090856e-09,40,47,39,0
0.15,0.12,0.18,0.3,0.0012463028425297089,0.010385857021080913,40,47,40,0
0.12,0.12,0.21,0.1113103448275862,7.299595380391164e-05,0.000608299615032597,40,47,41,0
0.12,0.18,0.24,0.1907586206896552,0.0024701062292240106,0.02058421857686676,40,47,42,0
0.21,0.3,0.12,0.2702068965517241,0.002866085363758625,0.023884044697988542,40,47,43,0
0.3,0.18,0.3,0.07158620689655172,-1.0531759921889958e-11,-5.85097773438331e-11,40,47,44,0
0.3,0.24,0.21,0.17089655172413792,0.013029172790063114,0.0620436799526815,40,47,45,0
0.18,0.12,0.27,0.10137931034482756,-5.597883066263008e-12,-4.664902555219173e-11,40,47,46,0
0.18,0.12,0.18,0.25034482758620685,0.002424872804752303,0.02020727337293586,40,47,47,0
0.3,0.24,0.15,0.07158620689655172,0.002663995563750941,0.017759970425006277,40,47,48,0
0.15,0.12,0.24,0.08151724137931034,1.9096277120871894e-09,1.5913564267393246e-08,40,47,49,0
0.3,0.27,0.3,0.1907586206896552,0.007467923755482059,0.027658976872155776,40,47,50,0
0.18,0.24,0.18,0.23048275862068965,0.00501017661257645,0.027834314514313608,40,47,51,0
0.18,0.12,0.27,0.17089655172413792,0.0005143509963122186,0.0042862583026018215,40,47,52,0
0.3,0.15,0.12,0.07158620689655172,0.0020583205101282506,0.017152670917735417,40,47,53,0
0.3,0.3,0.12,0.041793103448275866,0.0023143492034275693,0.01928624336189641,50,47,0,0
0.15,0.27,0.12,0.1510344827586207,0.00421634708871122,0.03513622573926017,50,47,1,0
0.12,0.3,0.24,0.3,0.00275936487650862,0.0229947073042385,50,47,2,0
0.3,0.24,0.27,0.1510344827586207,0.0019113347881577075,0.007963894950657116,50,47,3,0
0.15,0.12,0.18,0.23048275862068965,0.002768748448969575,0.023072903741413128,50,47,4,0
0.3,0.3,0.27,0.08151724137931034,0.0014992715833397775,0.005552857716073251,50,47,5,0
0.15,0.12,0.12,0.1907586206896552,0.0020365782972278455,0.016971485810232046,50,47,6,0
0.12,0.18,0.3,0.23048275862068965,0.001956444512349802,0.016303704269581682,50,47,7,0
0.18,0.12,0.24,0.3,0.00395180666126889,0.03293172217724075,50,47,8,0
0.12,0.24,0.3,0.061655172413793084,-1.3490750479519705e-11,-1.1242292066266423e-10,50,47,9,0
0.24,0.24,0.12,0.2801379310344828,0.0030708416879150035,0.025590347399291696,50,47,10,0
0.12,0.21,0.12,0.09144827586206897,0.0013899456559181495,0.01158288046598458,50,47,11,0
0.24,0.12,0.12,0.2702068965517241,0.0011367332636550902,0.009472777197125751,50,47,12,0
0.3,0.3,0.24,0.08151724137931034,0.0015479737493349598,0.006449890622228999,50,47,13,0
0.3,0.21,0.27,0.2602758620689655,0.0183668848678892,0.08746135651375812,50,47,14,0
0.24,0.24,0.3,0.041793103448275866,6.239986089044859e-11,2.599994203768692e-10,50,47,15,0
0.12,0.27,0.12,0.09144827586206897,0.002214708841025491,0.01845590700854576,50,47,16,0
0.12,0.24,0.12,0.02193103448275862,0.00015542640151419932,0.0012952200126183275,50,47,17,0
0.18,0.18,0.12,0.1510344827586207,0.004668331460720578,0.03890276217267148,50,47,18,0
0.12,0.18,0.12,0.1510344827586207,0.002319707195718387,0.019330893297653227,50,47,19,0
0.12,0.24,0.24,0.23048275862068965,0.005063847882443526,0.04219873235369605,50,47,20,0
0.18,0.24,0.3,0.07158620689655172,9.75421589074068e-11,5.419008828189266e-10,50,47,21,0
0.3,0.24,0.12,0.08151724137931034,0.008598035921984897,0.07305043710771877,50,47,22,0
0.3,0.15,0.15,0.2801379310344828,0.006657489748010342,0.044383264986735615,50,47,23,0
0.3,0.18,0.24,0.25034482758620685,0.017238741969190452,0.09577078871772474,50,47,24,0
0.24,0.15,0.12,0.07158620689655172,0.0017896027864365265,0.014913356553637718,50,47,25,0
0.21,0.3,0.12,0.2106206896551724,0.005431713467304054,0.045264278894200455,50,47,26,0
0.18,0.12,0.15,0.08151724137931034,0.0005154692595656495,0.0042955771630470785,50,47,27,0
0.15,0.27,0.12,0.1113103448275862,0.0052193454149428884,0.04349454512452407,50,47,28,0
0.12,0.12,0.12,0.3,0.0006171738756112253,0.0051431156300935435,50,47,29,0
0.3,0.12,0.12,0.2106206896551724,0.00828880480054133,0.06907337333784441,50,47,30,0
0.27,0.27,0.12,0.12124137931034484,0.015453938487992772,0.15166254676882013,50,47,31,0
0.18,0.24,0.3,0.2900689655172414,0.010522675370410656,0.05845930761339254,50,47,32,0
0.24,0.18,0.24,0.3,0.006931115329241357,0.038506196273563095,50,47,33,0
0.3,0.12,0.3,0.3,0.012794619626939771,0.1066218302244981,50,47,34,0
0.21,0.15,0.12,0.1510344827586207,0.006477734881456375,0.053981124012136464,50,47,35,0
0.18,0.12,0.27,0.25034482758620685,0.004079326449016181,0.033994387075134844,50,47,36,0
0.15,0.12,0.12,0.09144827586206897,0.0010948957499956084,0.009124131249963405,50,47,37,0
0.3,0.27,0.3,0.2801379310344828,0.019446456000359533,0.0720239111124427,50,47,38,0
0.24,0.3,0.24,0.12124137931034484,0.003475911012829527,0.014482962553456363,50,47,39,0
0.3,0.27,0.12,0.09144827586206897,0.012261708566569857,0.10218090472141546,50,47,40,0
0.21,0.12,0.21,0.1510344827586207,0.0014437292833516598,0.012031077361263829,50,47,41,0
0.3,0.21,0.24,0.3,0.010876645803424154,0.05179355144487693,50,47,42,0
0.24,0.15,0.12,0.12124137931034484,0.009032196166116271,0.07526830138430228,50,47,43,0
0.24,0.18,0.3,0.2801379310344828,0.009623754162792916,0.053465300904405086,50,47,44,0
0.18,0.18,0.18,0.17089655172413792,0.006525919130640887,0.03625510628133826,50,47,45,0
0.24,0.12,0.18,0.25034482758620685,0.0055718442410260405,0.04643203534188367,50,47,46,0
0.27,0.12,0.18,0.3,0.004794192401452887,0.03995160334544074,50,47,47,0
0.24,0.18,0.18,0.08151724137931034,0.0010875517914778264,0.006041954397099036,50,47,48,0
0.3,0.21,0.15,0.1510344827586207,0.015676137090115116,0.10450758060076744,50,47,49,0
0.3,0.18,0.27,0.25034482758620685,0.015247583690909162,0.08470879828282868,50,47,50,0
0.18,0.18,0.3,0.23048275862068965,0.0027274844394164976,0.015152691330091657,50,47,51,0
0.3,0.18,0.27,0.3,0.007964308930990363,0.044246160727724235,50,47,52,0
0.21,0.12,0.12,0.23048275862068965,0.003566875122328377,0.02972395935273648,50,47,53,0
0.24,0.18,0.18,0.07158620689655172,0.0006325379166985118,0.003514099537213954,51,48,0,0
0.18,0.24,0.3,0.1907586206896552,0.0014421044068310591,0.008011691149061442,51,48,1,0
0.18,0.12,0.18,0.2900689655172414,0.001983699324182519,0.016530827701520992,51,48,2,0
0.12,0.24,0.24,0.1510344827586207,0.0019543752440664983,0.01628646036722082,51,48,3,0
0.24,0.15,0.12,0.1907586206896552,0.00610781837572001,0.05089848646433342,51,48,4,0
0.24,0.15,0.12,0.02193103448275862,3.1097823347896446e-07,2.5914852789913714e-06,51,48,5,0
0.3,0.24,0.27,0.17089655172413792,0.006405564009153175,0.02668985003813823,51,48,6,0
0.24,0.24,0.3,0.08151724137931034,7.026290812969225e-11,2.927621172070511e-10,51,48,7,0
0.24,0.12,0.3,0.13117241379310346,7.477371462436621e-10,6.231142885363851e-09,51,48,8,0
0.21,0.21,0.12,0.3,0.0016984449949587574,0.01415370829132298,51,48,9,0
0.3,0.15,0.24,0.25034482758620685,0.013441202986019436,0.08960801990679625,51,48,10,0
0.3,0.15,0.15,0.1113103448275862,0.006504534503898657,0.04336356335932437,51,48,11,0
0.24,0.18,0.3,0.13117241379310346,-7.571579869308355e-12,-4.206433260726864e-11,51,48,12,0
0.18,0.24,0.24,0.25034482758620685,0.010218553000988482,0.05676973889438047,51,48,13,0
0.18,0.15,0.12,0.13117241379310346,0.004787653983377869,0.03989711652814891,51,48,14,0
0.3,0.18,0.21,0.1907586206896552,0.014262708624539988,0.07923727013633326,51,48,15,0
0.3,0.3,0.18,0.09144827586206897,0.007111919210134183,0.039510662278523234,51,48,16,0
0.3,0.27,0.24,0.1113103448275862,0.028132152053041967,0.01900063387855421,51,48,17,0
0.3,0.3,0.15,0.25034482758620685,0.0074799460921245705,0.04986630728083047,51,48,18,0
0.24,0.15,0.12,0.23048275862068965,0.0030351155444532287,0.025292629537110242,51,48,19,0
0.3,0.24,0.3,0.10137931034482756,7.195927850217127e-05,0.0002998303270923803,51,48,20,0
