ic001,ald001,am001,ptsa,IIO029A,yield,reaction_plate_id,diluted_plate_id,vial_id,is_outlier,v3_model_yield
0.27,0.3,0.12,0.1113103448275862,0.0151397788505639,0.1261648237546996,55,49,46,0,0.12580880944810147
0.24,0.12,0.18,0.0219310344827586,1.1030669537075656e-09,9.192224614229716e-09,55,49,47,0,5.8945823621012834e-05
0.24,0.3,0.18,0.1510344827586207,0.0116472553345341,0.0647069740807455,55,49,48,0,0.08503607209617273
0.12,0.18,0.24,0.1708965517241379,0.0016556355648076,0.0137969630400638,55,49,49,0,0.011885093056357236
0.3,0.15,0.15,0.0219310344827586,2.342225228696205e-09,1.56148348579747e-08,55,49,50,0,0.0004035984563301366
0.3,0.24,0.24,0.2602758620689655,0.0161108846571564,0.0671286860714851,55,49,51,0,0.06460367382088271
0.27,0.27,0.12,0.3,0.0040226063002074,0.0335217191683951,55,49,52,0,2.650608060028021e-07
0.18,0.18,0.12,0.2900689655172414,0.001699053836875,0.0141587819739586,55,49,53,0,2.0210795491355824e-07
0.21,0.24,0.12,0.0715862068965517,0.0019284022438337,0.0160700186986147,56,47,0,0,0.04215636718069959
0.27,0.12,0.27,0.1510344827586207,6.856814392634424e-11,5.71401199386202e-10,56,47,1,0,0.0007725427477886888
0.27,0.12,0.12,0.1907586206896552,0.0080979440957536,0.067482867464614,56,47,2,0,0.01391457921456901
0.12,0.18,0.18,0.2702068965517241,0.0024800007490435,0.0206666729086962,56,47,3,0,1.9294962890918644e-07
0.24,0.18,0.3,0.2602758620689655,0.0074569566229956,0.0414275367944203,56,47,4,0,0.06066954425146001
0.12,0.24,0.12,0.1113103448275862,0.0041862406067279,0.0348853383893992,56,47,5,0,0.04774880424443917
0.12,0.3,0.3,0.0417931034482758,1.8757257645328888e-09,1.5631048037774074e-08,56,47,6,0,0.00037448475155323936
0.21,0.12,0.18,0.2106206896551724,0.0064788760478892,0.0539906337324106,56,47,7,0,0.03384908861770985
0.15,0.12,0.24,0.2304827586206896,0.0051849134871968,0.0432076123933068,56,47,8,0,0.053971618910641415
0.12,0.12,0.12,0.061655172413793,0.000248554481768,0.0020712873480673,56,47,9,0,0.0026528402999547625
0.27,0.12,0.24,0.061655172413793,1.4646517730174038e-10,1.22054314418117e-09,56,47,10,0,7.951373290736336e-05
0.12,0.3,0.12,0.2304827586206896,0.0018066624344537,0.0150555202871147,56,47,11,0,9.927515087980236e-08
0.24,0.21,0.12,0.061655172413793,0.0024235262705084,0.0201960522542372,56,47,12,0,0.026642198005606493
0.24,0.15,0.12,0.1510344827586207,0.0076507424791521,0.0637561873262681,56,47,13,0,0.05434114600172352
0.3,0.21,0.18,0.3,0.0093585982885125,0.0519922127139583,56,47,14,0,0.013739122350970365
0.21,0.12,0.21,0.1311724137931034,0.000956094508459,0.0079674542371586,56,47,15,0,0.004134047462268774
0.18,0.12,0.24,0.2702068965517241,0.0057978439135964,0.048315365946637,56,47,16,0,0.02562386753299141
0.21,0.21,0.12,0.1013793103448275,0.0084478965550524,0.0703991379587706,56,47,17,0,0.08945769906770161
0.21,0.12,0.24,0.061655172413793,1.6224245939264687e-10,1.352020494938724e-09,56,47,18,0,6.241855507644475e-05
0.18,0.12,0.21,0.2304827586206896,0.0063843493352002,0.0532029111266691,56,47,19,0,0.034219161522107557
0.18,0.12,0.27,0.2900689655172414,0.0075959855279545,0.0632998793996212,56,47,20,0,0.03469618477726845
0.24,0.12,0.12,0.2801379310344828,0.0023560029807918,0.0196333581732656,56,47,21,0,1.274515481423135e-06
0.12,0.21,0.12,0.2106206896551724,0.0023480191254512,0.019566826045427,56,47,22,0,1.3150259928191799e-07
0.3,0.27,0.15,0.1013793103448275,0.0099850184554654,0.0665667897031031,56,47,23,0,0.07702062041924851
0.24,0.24,0.24,0.2602758620689655,0.0166169058798734,0.0692371078328059,56,47,24,0,0.048467384152581325
0.15,0.12,0.21,0.2702068965517241,0.0043714139366263,0.0364284494718861,56,47,25,0,9.21680066931868e-05
0.3,0.18,0.15,0.1212413793103448,0.0121541280552179,0.0810275203681194,56,47,26,0,0.08899502270882992
0.3,0.15,0.3,0.2602758620689655,0.009483444033311,0.0632229602220738,56,47,27,0,0.07681416660032232
0.3,0.27,0.24,0.0219310344827586,-1.5485800364648467e-11,0.0,56,47,28,0,0.00032683637648456347
0.21,0.12,0.15,0.0914482758620689,0.0012041248498593,0.0100343737488277,56,47,29,0,0.0072523923510202015
0.3,0.15,0.18,0.1113103448275862,0.002394503373981,0.0159633558265403,56,47,30,0,0.015177419495449724
0.18,0.21,0.12,0.1907586206896552,0.0053759510079602,0.0447995917330021,56,47,31,0,0.016536206177963177
0.18,0.21,0.12,0.0815172413793103,0.0029766131485539,0.0248051095712831,56,47,32,0,0.04856175332166844
0.24,0.27,0.12,0.2602758620689655,0.0053706915021357,0.0447557625177976,56,47,33,0,0.004273414199471713
0.3,0.3,0.18,0.061655172413793,0.0030049174272885,0.0166939857071584,56,47,34,0,0.007599489623797425
0.12,0.27,0.12,0.1311724137931034,0.0054830642282426,0.0456922019020224,56,47,35,0,0.03624310317175299
0.27,0.3,0.12,0.2304827586206896,0.0063386065016965,0.0528217208474712,56,47,36,0,0.04260383366950549
0.24,0.3,0.12,0.0715862068965517,0.0056636896864037,0.0471974140533649,56,47,37,0,0.04517525270843184
0.18,0.12,0.21,0.0715862068965517,1.461480860652044e-10,1.2179007172100362e-09,56,47,38,0,0.0001574884984316992
0.3,0.18,0.27,0.0715862068965517,3.6244238986866834e-12,2.013568832603713e-11,56,47,39,0,0.0001984432482537725
0.24,0.18,0.18,0.2602758620689655,0.0074477047028647,0.0413761372381376,56,47,40,0,0.015280767080664247
0.12,0.3,0.18,0.2702068965517241,0.0038616945901974,0.0321807882516453,56,47,41,0,7.493563210960495e-05
0.24,0.3,0.12,0.2106206896551724,0.0078964281841634,0.0658035682013617,56,47,42,0,0.04321619908367004
0.24,0.12,0.21,0.2702068965517241,0.0071918011008697,0.0599316758405811,56,47,43,0,0.01616126733011672
0.18,0.24,0.3,0.0417931034482758,1.199060879906658e-09,6.661449332814768e-09,56,47,44,0,9.8016182848527e-05
0.24,0.12,0.12,0.1510344827586207,0.0068018029858245,0.0566816915485377,56,47,45,0,0.041445150791509816
0.27,0.12,0.18,0.2602758620689655,0.0073217984818777,0.0610149873489812,56,47,46,0,0.005499295203755519
0.27,0.18,0.12,0.0914482758620689,0.0079198905791896,0.0659990881599135,56,47,47,0,0.09118275349179047
0.12,0.12,0.24,0.1708965517241379,0.0007461871193512,0.0062182259945937,56,47,48,0,0.004970315522877123
0.27,0.12,0.27,0.2801379310344828,0.0127959998356557,0.1066333319637982,56,47,49,0,0.0713742068319145
0.24,0.12,0.3,0.2702068965517241,0.0058126474600001,0.0484387288333344,56,47,50,0,0.07189769941359389
0.3,0.21,0.3,0.2801379310344828,0.017464029077964,0.0831620432284001,56,47,51,0,0.09058337779764754
0.18,0.3,0.12,0.1708965517241379,0.0070667478088869,0.0588895650740581,56,47,52,0,0.04161583828401384
0.3,0.12,0.24,0.0417931034482758,3.597912139165201e-09,2.9982601159710014e-08,56,47,53,0,5.393993870773371e-05
0.18,0.18,0.12,0.2304827586206896,0.0025335029665655,0.0211125247213794,57,48,0,0,2.1915521855731377e-07
0.27,0.3,0.12,0.2503448275862068,0.006301808016171,0.0525150668014251,57,48,1,0,0.02736469967878413
0.3,0.12,0.12,0.0715862068965517,0.0020352250895039,0.0169602090791994,57,48,2,0,0.022123630127785232
0.27,0.21,0.12,0.061655172413793,0.0024963087512122,0.0208025729267686,57,48,3,0,0.02983559719078119
0.12,0.3,0.24,0.061655172413793,0.0004602690406519,0.0038355753387659,57,48,4,0,0.0015518494491121649
0.12,0.18,0.12,0.1311724137931034,0.0030935852748227,0.0257798772901895,57,48,5,0,0.030541465077449946
0.3,0.21,0.12,0.2900689655172414,0.0019373361372602,0.0161444678105023,57,48,6,0,3.418228579289963e-07
0.18,0.12,0.18,0.1113103448275862,0.0008006614164604,0.006672178470504,57,48,7,0,0.004683457414523374
0.15,0.12,0.3,0.3,0.0056760578375753,0.0473004819797945,57,48,8,0,0.04600963978326645
0.3,0.21,0.12,0.1907586206896552,0.0098507161514255,0.0820893012618794,57,48,9,0,0.06352649114929246
0.15,0.12,0.27,0.0815172413793103,-1.5430760476357696e-11,0.0,57,48,10,0,4.217227562379849e-05
0.24,0.12,0.18,0.1113103448275862,0.0011450106564743,0.0095417554706196,57,48,11,0,0.006123848410104202
0.18,0.15,0.12,0.2801379310344828,0.0018134074527056,0.0151117287725473,57,48,12,0,2.1916733561755604e-07
0.12,0.3,0.12,0.1907586206896552,0.0023709132120772,0.0197576101006437,57,48,13,0,0.004389516885863887
0.21,0.24,0.12,0.1311724137931034,0.0082601122509468,0.06883426875789,57,48,14,0,0.08549651293759583
0.3,0.12,0.15,0.1510344827586207,0.0087664255183734,0.0730535459864455,57,48,15,0,0.08830993484123265
0.3,0.15,0.12,0.0219310344827586,-8.665046414046768e-12,0.0,57,48,16,0,0.0012514929842943627
0.27,0.3,0.12,0.0219310344827586,0.0009985917322436,0.0083215977686971,57,48,17,0,0.005618554032294627
0.18,0.24,0.3,0.2304827586206896,0.0056238178878515,0.0312434327102864,57,48,18,0,0.030522168680881305
0.27,0.27,0.12,0.1510344827586207,0.0125967449129336,0.1049728742744471,57,48,19,0,0.10527883501219717
0.18,0.12,0.3,0.0417931034482758,-1.0990709080821119e-11,0.0,57,48,20,0,1.773013088822514e-05
0.21,0.12,0.18,0.2801379310344828,0.0043025135578566,0.0358542796488054,57,48,21,0,3.088488065610604e-07
0.12,0.12,0.12,0.2900689655172414,0.0007805874135756,0.0065048951131306,57,48,22,0,1.4851553278311325e-07
0.3,0.12,0.3,0.1013793103448275,1.8059389167655872e-10,1.504949097304656e-09,57,48,23,0,7.679196913076192e-05
0.15,0.12,0.24,0.3,0.0019436285343076,0.0161969044525641,57,48,24,0,0.00020114747272489118
0.12,0.12,0.24,0.2503448275862068,0.003146026646314,0.0262168887192837,57,48,25,0,0.023493269250772886
0.18,0.27,0.12,0.1708965517241379,0.0068508134574063,0.0570901121450532,57,48,26,0,0.03880111019159652
0.12,0.12,0.27,0.1013793103448275,-1.4432806807923806e-11,0.0,57,48,27,0,5.1526456299401266e-05
0.18,0.15,0.12,0.1113103448275862,0.0047030461961588,0.0391920516346569,57,48,28,0,0.06861266512130973
0.24,0.24,0.3,0.0715862068965517,8.813448445358756e-10,3.672270185566149e-09,57,48,29,0,0.00029905253973259256
0.3,0.27,0.27,0.2304827586206896,0.0185793236068427,0.0688123096549732,57,48,30,0,0.07119864593645014
0.12,0.12,0.24,0.2602758620689655,0.0035498536819998,0.0295821140166653,57,48,31,0,0.015683352278563673
0.21,0.12,0.24,0.2801379310344828,0.0049372680926573,0.0411439007721444,57,48,32,0,0.02541301253721774
0.3,0.18,0.21,0.2106206896551724,0.0172646784852136,0.0959148804734093,57,48,33,0,0.08317407597320788
0.3,0.27,0.18,0.1708965517241379,0.0198958898825804,0.1232066147722804,57,48,34,0,0.11506024034203986
0.21,0.15,0.12,0.0815172413793103,0.0024179472826646,0.0201495606888718,57,48,35,0,0.04099152943798026
0.24,0.24,0.24,0.0715862068965517,0.0005738507466441,0.0023910447776839,57,48,36,0,0.00112011716644233
0.15,0.12,0.15,0.1113103448275862,0.0014524962366352,0.0121041353052939,57,48,37,0,0.019738900274918404
0.18,0.3,0.12,0.0815172413793103,0.0051087915321881,0.0425732627682344,57,48,38,0,0.0535082922426195
0.3,0.21,0.27,0.0417931034482758,2.0615410901408838e-10,9.816862334004207e-10,57,48,39,0,0.00012719780408734945
0.12,0.12,0.24,0.2304827586206896,0.0035008414351871,0.0291736786265595,57,48,40,0,0.040706039171485485
0.12,0.3,0.18,0.2106206896551724,0.0054244419797797,0.0452036831648311,57,48,41,0,0.024111426287456546
0.27,0.12,0.3,0.1311724137931034,2.719255398899357e-11,2.2660461657494639e-10,57,48,42,0,0.00012012541946622999
0.3,0.18,0.12,0.2702068965517241,0.0036546418484147,0.0304553487367894,57,48,43,0,3.898839678208225e-07
0.15,0.12,0.24,0.1212413793103448,6.914629349827017e-11,5.762191124855848e-10,57,48,44,0,0.0004277904137590077
0.12,0.3,0.24,0.2304827586206896,0.0074163101164332,0.0618025843036108,57,48,45,0,0.04869718590947374
0.3,0.3,0.21,0.1907586206896552,0.0194970764070748,0.0928432209860706,57,48,46,0,0.10507004929603075
0.12,0.12,0.18,0.0815172413793103,3.0192957976938592e-05,0.0002516079831411,57,48,47,0,0.0007608060224347622
0.24,0.24,0.24,0.2900689655172414,0.0082085248213248,0.0342021867555203,57,48,48,0,0.03353557159569071
0.18,0.12,0.27,0.0914482758620689,4.696092967244414e-10,3.913410806037012e-09,57,48,49,0,6.165961512403129e-05
0.24,0.27,0.12,0.1013793103448275,0.0105805810158635,0.0881715084655293,57,48,50,0,0.10822949620595995
0.27,0.12,0.15,0.0914482758620689,0.0015856406452694,0.0132136720439117,57,48,51,0,0.00981738386131535
0.3,0.15,0.18,0.2106206896551724,0.0101824169154004,0.0678827794360027,57,48,52,0,0.05937244556138633
0.21,0.21,0.12,0.2106206896551724,0.006179651321456,0.0514970943454672,57,48,53,0,0.01382458656405427
0.3,0.21,0.12,0.2503448275862068,0.0028353809722062,0.0236281747683854,35,49,0,0,0.011531759374667572
0.18,0.24,0.18,0.2602758620689655,0.0021214233637286,0.0117856853540478,35,49,1,0,0.009931213614363952
0.21,0.12,0.27,0.0417931034482758,1.7283717717667313e-11,1.4403098098056098e-10,35,49,2,0,2.6977248517478893e-05
0.3,0.24,0.21,0.1311724137931034,0.0017046943606711,0.0081175921936722,35,49,3,0,0.03686927372956504
0.15,0.15,0.12,0.1510344827586207,0.00204332477889,0.0170277064907501,35,49,4,0,0.02281578775088726
0.24,0.12,0.3,0.1708965517241379,4.96785800785991e-09,4.139881673216592e-08,35,49,5,0,0.00040733139757603723
0.3,0.18,0.21,0.1212413793103448,0.0020642355449777,0.0114679752498761,35,49,6,0,0.008716927285852492
0.3,0.27,0.12,0.0417931034482758,0.0018314285744329,0.0152619047869414,35,49,7,0,0.014882452118301208
0.15,0.12,0.3,0.0417931034482758,1.3403521101199054e-10,1.116960091766588e-09,35,49,8,0,1.4811285859239094e-05
0.3,0.27,0.27,0.1113103448275862,0.0016345250702163,0.0060537965563569,35,49,9,0,0.0029035740332691512
0.12,0.3,0.24,0.1311724137931034,0.0015707446086025,0.0130895384050213,35,49,10,0,0.007918132180160088
0.24,0.3,0.24,0.1907586206896552,0.0077328212205298,0.0322200884188742,35,49,11,0,0.055941163536656735
0.18,0.3,0.18,0.0219310344827586,-9.855612243041654e-12,0.0,35,49,12,0,0.0008562562347529402
0.3,0.12,0.3,0.2801379310344828,0.008890406272421,0.074086718936842,35,49,13,0,0.10282220023008579
0.24,0.3,0.3,0.1013793103448275,0.0010804930223737,0.0045020542598906,35,49,14,0,0.001772578938513875
0.24,0.3,0.24,0.0417931034482758,0.0001626782672943,0.0006778261137263,35,49,15,0,0.0008766539704652719
0.18,0.12,0.18,0.0815172413793103,3.486781551739334e-05,0.0002905651293116,35,49,16,0,0.0010753596608853852
0.3,0.12,0.24,0.2503448275862068,0.0081031686342526,0.0675264052854391,35,49,17,0,0.07843248151505387
0.27,0.12,0.18,0.0219310344827586,7.339493353694097e-11,6.116244461411746e-10,35,49,18,0,6.549255160031503e-05
0.21,0.24,0.12,0.1907586206896552,0.0032480321985466,0.0270669349878888,35,49,19,0,0.03384721686338895
0.3,0.21,0.21,0.1113103448275862,0.0018746738678809,0.0089270184184808,35,49,20,0,0.007722601134287161
0.21,0.12,0.18,0.0417931034482758,-1.4410058247548267e-11,0.0,35,49,21,0,0.00013853943870355365
0.3,0.12,0.24,0.1510344827586207,0.0012874089081664,0.0107284075680538,35,49,22,0,0.003974684622052821
0.3,0.27,0.18,0.2702068965517241,0.010161095870115,0.0564505326117503,35,49,23,0,0.045304243024906245
0.18,0.12,0.15,0.2602758620689655,0.0018710041840154,0.0155917015334621,35,49,24,0,3.149246129349439e-07
0.18,0.24,0.24,0.1212413793103448,0.001501498505026,0.0083416583612558,35,49,25,0,0.004456397091081348
0.24,0.12,0.21,0.1510344827586207,0.0013815340708142,0.011512783923452,35,49,26,0,0.019475593433379613
0.21,0.18,0.12,0.0417931034482758,0.0004523926277931,0.0037699385649425,35,49,27,0,0.00433593059364049
0.3,0.15,0.27,0.3,0.0080826779356224,0.0538845195708162,35,49,28,0,0.06024549068763903
0.21,0.27,0.12,0.1013793103448275,0.0047683146778957,0.0447140780322251,35,49,29,0,0.09613778241427641
0.15,0.12,0.15,0.0815172413793103,0.00034696990338,0.0028914158615007,35,49,30,0,0.002923754018975737
0.18,0.12,0.27,0.1113103448275862,3.520857320268997e-09,2.9340477668908304e-08,35,49,31,0,9.82542927127612e-05
0.18,0.3,0.18,0.1907586206896552,0.0086517691105122,0.0480653839472903,35,49,32,0,0.05115247708235634
0.12,0.24,0.24,0.3,0.0021679203354117,0.0180660027950979,35,49,33,0,0.005772409289814306
0.12,0.12,0.21,0.2900689655172414,0.0015637889403937,0.0130315745032809,35,49,34,0,2.939124079063522e-07
0.27,0.12,0.18,0.2702068965517241,0.0059494267568248,0.0495785563068735,35,49,35,0,4.0655477763799704e-07
0.21,0.12,0.27,0.2503448275862068,0.0053131592271278,0.0442763268927324,35,49,36,0,0.07209984831271231
0.18,0.24,0.12,0.3,0.0012782317430916,0.0106519311924305,35,49,37,0,1.713563019918002e-07
0.18,0.15,0.12,0.1510344827586207,0.0026703056787756,0.0222525473231304,35,49,38,0,0.033449190411323215
0.24,0.12,0.18,0.1212413793103448,0.0011712766446877,0.0097606387057308,35,49,39,0,0.013363461357483225
0.3,0.3,0.27,0.1907586206896552,0.0099876648146186,0.036991351165254,35,49,40,0,0.04872701701475581
0.3,0.27,0.3,0.2900689655172414,0.0199305921521534,0.0738170079709385,35,49,41,0,0.08095081221432884
0.27,0.12,0.18,0.1113103448275862,0.000906394397499,0.0075532866458252,35,49,42,0,0.006798172137425269
0.27,0.24,0.12,0.061655172413793,0.0023976931694407,0.0199807764120058,35,49,43,0,0.031616726318626324
0.21,0.12,0.18,0.2602758620689655,0.0023796642003629,0.0198305350030247,35,49,44,0,3.160292892230537e-07
0.15,0.15,0.12,0.2304827586206896,0.0016420641112319,0.0136838675935997,35,49,45,0,1.9201230230188476e-07
0.24,0.18,0.3,0.2503448275862068,0.005290849183478,0.0293936065748782,35,49,46,0,0.0517652399022484
0.24,0.3,0.18,0.2503448275862068,0.0064490391963651,0.0358279955353621,35,49,47,0,0.04056252097837963
0.18,0.24,0.18,0.0815172413793103,0.0012847693539521,0.0071376075219563,35,49,48,0,0.004805641251478209
0.18,0.3,0.3,0.0715862068965517,0.0001091846617229,0.0006065814540162,35,49,49,0,0.0008896891000013235
0.3,0.27,0.12,0.1013793103448275,0.0103065019383724,0.0858875161531036,35,49,50,0,0.12286546411989245
0.15,0.18,0.12,0.1013793103448275,0.0023659856959865,0.0197165474665542,35,49,51,0,0.05257980212893563
0.3,0.15,0.24,0.1510344827586207,0.0015993645484566,0.0106624303230444,35,49,52,0,0.007189090515657421
0.3,0.3,0.24,0.0715862068965517,0.0013784683845908,0.0057436182691287,35,49,53,0,0.0025701695812103465
0.3,0.21,0.12,0.1311724137931034,0.0091492768440654,0.1007287745611817,46,47,0,0,0.12033703977546031
0.3,0.24,0.27,0.2801379310344828,0.0085104205041823,0.0354600854340932,46,47,1,0,0.07052161528145333
0.18,0.12,0.12,0.1013793103448275,0.0018262969707675,0.0152191414230633,46,47,2,0,0.0488659051972706
0.3,0.27,0.3,0.1708965517241379,0.0047688213353615,0.0176623012420797,46,47,3,0,0.00850975604714621
0.3,0.27,0.24,0.1212413793103448,0.0038274837150186,0.0159478488125777,46,47,4,0,0.008893134415587948
0.3,0.15,0.3,0.061655172413793,2.4587131156266587e-10,1.6391420770844391e-09,46,47,5,0,5.392533104430485e-05
0.18,0.18,0.12,0.2801379310344828,0.0015476085223006,0.0128967376858386,46,47,6,0,2.0342618910803438e-07
0.3,0.21,0.3,0.2503448275862068,0.0108351770258895,0.0515960810756647,46,47,7,0,0.06816229128910814
0.3,0.24,0.18,0.0914482758620689,0.0034975806190434,0.01943100343913,46,47,8,0,0.020482432696261064
0.21,0.12,0.3,0.3,0.0058504553625638,0.0487537946880317,46,47,9,0,0.06742317805828345
0.12,0.24,0.3,0.1510344827586207,0.0007044314516178,0.005870262096815,46,47,10,0,0.003156821463011637
0.15,0.12,0.18,0.1311724137931034,0.0011521234614952,0.0096010288457934,46,47,11,0,0.014024975208255484
0.24,0.27,0.12,0.2702068965517241,0.0027599420610766,0.0229995171756389,46,47,12,0,2.3510320210325162e-07
0.27,0.12,0.27,0.2304827586206896,0.0050545599299165,0.0421213327493044,46,47,13,0,0.06291457903932884
0.3,0.3,0.12,0.1212413793103448,0.0177065843575897,0.1475548696465808,46,47,14,0,0.13570202196628717
0.3,0.3,0.18,0.1907586206896552,0.0182456363384025,0.1013646463244584,46,47,15,0,0.10498687865464706
0.18,0.12,0.12,0.0715862068965517,0.0008448807445408,0.0070406728711738,46,47,16,0,0.008580496828920717
0.18,0.12,0.24,0.1013793103448275,1.903528879325908e-09,1.5862740661049232e-08,46,47,17,0,0.00017792770729974146
0.18,0.18,0.24,0.1013793103448275,0.0003005506289449,0.0016697257163608,46,47,18,0,0.0011161998911977562
0.3,0.15,0.21,0.0715862068965517,6.47718445269944e-10,4.318122968466293e-09,46,47,19,0,0.0006851906715414153
0.3,0.24,0.27,0.2106206896551724,0.0100948558046397,0.0420618991859988,46,47,20,0,0.05748697517403064
0.15,0.24,0.12,0.1907586206896552,0.0024232541423758,0.020193784519799,46,47,21,0,0.00988765182556671
0.15,0.12,0.3,0.1113103448275862,2.1131959400512215e-10,1.7609966167093515e-09,46,47,22,0,4.587706524865453e-05
0.3,0.12,0.18,0.0219310344827586,5.168648677431377e-10,4.307207231192813e-09,46,47,23,0,7.19150012093378e-05
0.12,0.12,0.12,0.2801379310344828,0.0007009520586528,0.0058412671554404,46,47,24,0,1.5136075991923345e-07
0.3,0.3,0.12,0.061655172413793,0.0044525352839266,0.0371044606993885,46,47,25,0,0.03637592808868376
0.18,0.24,0.12,0.2503448275862068,0.0023028863124219,0.0191907192701825,46,47,26,0,1.8264170520998001e-07
0.24,0.12,0.27,0.1311724137931034,4.3772777837666997e-10,3.64773148647225e-09,46,47,27,0,0.00024785717357055163
0.24,0.12,0.18,0.2304827586206896,0.0057807224753304,0.0481726872944205,46,47,28,0,0.024302592069794293
0.15,0.27,0.12,0.1311724137931034,0.0057756124265577,0.0481301035546482,46,47,29,0,0.05366685956724587
0.18,0.12,0.21,0.2106206896551724,0.0053566141316336,0.0446384510969471,46,47,30,0,0.05475046722361699
0.15,0.12,0.24,0.1708965517241379,0.0009842118449529,0.0082017653746075,46,47,31,0,0.0065942631354847445
0.3,0.27,0.21,0.2900689655172414,0.0084092560484728,0.0400440764212993,46,47,32,0,0.04441854303956915
0.3,0.15,0.24,0.2801379310344828,0.0099191668455685,0.0661277789704567,46,47,33,0,0.05178633586977152
0.15,0.3,0.12,0.0219310344827586,0.0004735310068291,0.0039460917235761,46,47,34,0,0.0025038732895420494
0.12,0.3,0.18,0.2304827586206896,0.0040347565377057,0.0336229711475478,46,47,35,0,0.01283683052826014
0.24,0.12,0.27,0.0715862068965517,-1.4186008920160236e-11,0.0,46,47,36,0,5.526803918896944e-05
0.3,0.3,0.12,0.1708965517241379,0.0108194338599308,0.0901619488327574,46,47,37,0,0.10965193600551612
0.15,0.27,0.12,0.2900689655172414,0.0014856519317381,0.0123804327644849,46,47,38,0,1.273542384989131e-07
0.21,0.24,0.12,0.1510344827586207,0.0057867498530133,0.0482229154417777,46,47,39,0,0.0672084775460542
0.3,0.24,0.24,0.2801379310344828,0.0114902540097709,0.0478760583740454,46,47,40,0,0.05384319595574463
0.24,0.12,0.3,0.3,0.0090926850214584,0.0757723751788201,46,47,41,0,0.07692325331517122
0.27,0.21,0.12,0.0815172413793103,0.0045958126584217,0.0382984388201812,46,47,42,0,0.07643570151506236
0.3,0.3,0.15,0.061655172413793,0.0031993178451068,0.0213287856340459,46,47,43,0,0.017069382736818167
0.27,0.27,0.12,0.0219310344827586,0.0007371325358953,0.0061427711324615,46,47,44,0,0.00479932565949118
0.12,0.15,0.12,0.2702068965517241,0.0008853988373726,0.0073783236447724,46,47,45,0,1.423294973125376e-07
0.21,0.12,0.21,0.1212413793103448,0.0004665137065095,0.0038876142209126,46,47,46,0,0.0025391384043305884
0.3,0.3,0.24,0.1311724137931034,0.0057470108393772,0.0239458784974052,46,47,47,0,0.022669488043278764
0.15,0.21,0.12,0.2900689655172414,0.0011293222560096,0.0094110188000803,46,47,48,0,1.529623603851783e-07
0.24,0.12,0.24,0.1113103448275862,7.268924329168233e-12,6.057436940973527e-11,46,47,49,0,0.0003665342263702641
0.3,0.21,0.18,0.2801379310344828,0.0084393730398408,0.0468854057768936,46,47,50,0,0.024904706911360965
0.3,0.21,0.12,0.3,0.0033852071225583,0.0282100593546531,46,47,51,0,3.380607324348633e-07
0.3,0.24,0.27,0.2602758620689655,0.0171608199890497,0.0715034166210407,46,47,52,0,0.08513309789781454
0.27,0.12,0.15,0.0219310344827586,1.2495848077539897e-08,1.041320673128325e-07,46,47,53,0,0.00015886462367023597
0.3,0.24,0.3,0.2801379310344828,0.0147141406663026,0.0613089194429275,50,48,0,0,0.08591601421035526
0.12,0.12,0.12,0.1212413793103448,0.0021939959204128,0.0182832993367734,50,48,1,0,0.031102388230640602
0.18,0.3,0.12,0.2900689655172414,0.0010627627165437,0.0088563559711983,50,48,2,0,1.471429842550061e-07
0.3,0.3,0.21,0.2106206896551724,0.0216974464514622,0.1033211735783914,50,48,3,0,0.09794070419792504
0.24,0.3,0.12,0.0914482758620689,0.006891796203708,0.0574316350309004,50,48,4,0,0.08573357093531048
0.24,0.3,0.24,0.0219310344827586,9.828270540911112e-06,4.095112725379631e-05,50,48,5,0,0.00039269624899701365
0.18,0.24,0.3,0.2503448275862068,0.0053112084346816,0.0295067135260091,50,48,6,0,0.04300872821333518
0.18,0.12,0.3,0.0715862068965517,6.816461123166158e-11,5.68038426930513e-10,50,48,7,0,2.9296572892850955e-05
0.15,0.12,0.27,0.2503448275862068,0.0038209941329766,0.0318416177748054,50,48,8,0,0.048508353074866936
0.15,0.12,0.27,0.2602758620689655,0.0046432115948392,0.0386934299569933,50,48,9,0,0.05477612668665321
0.3,0.15,0.15,0.0815172413793103,0.0015392751851451,0.0102618345676341,50,48,10,0,0.009812167712576465
0.18,0.12,0.21,0.061655172413793,1.6478042355650027e-08,1.373170196304169e-07,50,48,11,0,0.00010650477777633469
0.21,0.18,0.12,0.0715862068965517,0.0017926978680873,0.014939148900728,50,48,12,0,0.0354701160396613
0.24,0.3,0.24,0.1113103448275862,0.002771229878348,0.0115467911597833,50,48,13,0,0.005922007307525462
0.18,0.18,0.12,0.0715862068965517,0.0012974272612195,0.0108118938434964,50,48,14,0,0.027319062488653158
0.24,0.3,0.3,0.0417931034482758,4.68474439874295e-10,1.9519768328095622e-09,50,48,15,0,0.000350701474425656
0.3,0.24,0.18,0.0219310344827586,4.927651951423133e-09,2.7375844174572964e-08,50,48,16,0,0.0008464290869178112
0.18,0.3,0.18,0.1708965517241379,0.0084767326775519,0.0470929593197331,50,48,17,0,0.06278465559183792
0.15,0.21,0.12,0.0715862068965517,0.001428321804158,0.0119026817013167,50,48,18,0,0.024665955513991485
0.21,0.12,0.15,0.0715862068965517,0.0004933455985819,0.0041112133215163,50,48,19,0,0.002413203717223469
0.3,0.27,0.3,0.1311724137931034,0.0020651362151179,0.0076486526485848,50,48,20,0,0.0028074307502163197
