Yield,[Alcohol](mM),[HBr](mM),Temperature(°C),spectrum_dir
0.9426909076398452,8.601666666666667,68.6,36.0,C:\
0.9497246114740348,8.601666666666667,68.6,46.0,C:\
0.9463475159669892,8.601666666666667,68.6,55.99999999999999,C:\
0.9451735041241018,8.601666666666667,68.6,66.0,C:\
4.683790689654483e-06,11.461333333333332,0.0,6.0,C:\
3.722194266542488e-06,11.461333333333332,0.0,16.0,C:\
7.248213531911556e-05,11.461333333333332,0.0,26.0,C:\
2.3279470016879685e-06,11.461333333333332,0.0,36.0,C:\
2.540541824611354e-06,11.461333333333332,0.0,46.0,C:\
2.4795549165762622e-06,11.461333333333332,0.0,55.99999999999999,C:\
1.1253594752165092e-06,11.461333333333332,0.0,66.0,C:\
0.2803589094991527,11.461333333333332,11.433333333333332,6.0,C:\
0.3007199724509128,11.461333333333332,11.433333333333332,16.0,C:\
0.4086146068154496,11.461333333333332,11.433333333333332,26.0,C:\
0.7085205306580049,11.461333333333332,11.433333333333332,36.0,C:\
0.9016215452405104,11.461333333333332,11.433333333333332,46.0,C:\
0.9473366480958392,11.461333333333332,11.433333333333332,55.99999999999999,C:\
0.9172555474805896,11.461333333333332,11.433333333333332,66.0,C:\
0.2590146316320115,11.461333333333332,22.866666666666664,6.0,C:\
0.3953310647329314,11.461333333333332,22.866666666666664,16.0,C:\
0.7129308059974868,11.461333333333332,22.866666666666664,26.0,C:\
0.8878180320694982,11.461333333333332,22.866666666666664,36.0,C:\
0.9371994288099228,11.461333333333332,22.866666666666664,46.0,C:\
0.9370873262476233,11.461333333333332,22.866666666666664,55.99999999999999,C:\
0.9294142435191922,11.461333333333332,22.866666666666664,66.0,C:\
0.3212533084690935,11.461333333333332,34.3,6.0,C:\
0.5241040389172077,11.461333333333332,34.3,16.0,C:\
0.808625733506478,11.461333333333332,34.3,26.0,C:\
0.923810750888218,11.461333333333332,34.3,36.0,C:\
0.9332137551000608,11.461333333333332,34.3,46.0,C:\
0.9377049890229608,11.461333333333332,34.3,55.99999999999999,C:\
0.9296864762079192,11.461333333333332,34.3,66.0,C:\
0.452416001178245,11.461333333333332,45.73333333333333,6.0,C:\
0.6410274699627746,11.461333333333332,45.73333333333333,16.0,C:\
0.8760481500773224,11.461333333333332,45.73333333333333,26.0,C:\
0.9331835155341532,11.461333333333332,45.73333333333333,36.0,C:\
0.9394909034345424,11.461333333333332,45.73333333333333,46.0,C:\
0.9363930719294205,11.461333333333332,45.73333333333333,55.99999999999999,C:\
0.931614764697643,11.461333333333332,45.73333333333333,66.0,C:\
0.531608498417225,11.461333333333332,57.16666666666666,6.0,C:\
0.7053905516755428,11.461333333333332,57.16666666666666,16.0,C:\
0.9193394115072518,11.461333333333332,57.16666666666666,26.0,C:\
0.9344585778913156,11.461333333333332,57.16666666666666,36.0,C:\
0.9406706374640424,11.461333333333332,57.16666666666666,46.0,C:\
0.9352167500628124,11.461333333333332,57.16666666666666,55.99999999999999,C:\
0.9342213202841402,11.461333333333332,57.16666666666666,66.0,C:\
0.6668879351994808,11.461333333333332,68.6,6.0,C:\
0.7920131505436124,11.461333333333332,68.6,16.0,C:\
0.8769584981873721,11.461333333333332,68.6,26.0,C:\
0.9362563372173908,11.461333333333332,68.6,36.0,C:\
0.9409948949803744,11.461333333333332,68.6,46.0,C:\
0.9366337859506414,11.461333333333332,68.6,55.99999999999999,C:\
0.9314937398479736,11.461333333333332,68.6,66.0,C:\
0.0401869241174722,14.320999999999998,0.0,6.0,C:\
0.0319364268071227,14.320999999999998,0.0,16.0,C:\
0.0170780032769576,14.320999999999998,0.0,26.0,C:\
0.0199737852746004,14.320999999999998,0.0,36.0,C:\
0.0217978488552938,14.320999999999998,0.0,46.0,C:\
0.0212745811843437,14.320999999999998,0.0,55.99999999999999,C:\
0.0096555842974145,14.320999999999998,0.0,66.0,C:\
0.2897830032076682,14.320999999999998,11.433333333333332,6.0,C:\
0.3125603669338604,14.320999999999998,11.433333333333332,16.0,C:\
0.4036561459204848,14.320999999999998,11.433333333333332,26.0,C:\
0.7037388450307578,14.320999999999998,11.433333333333332,36.0,C:\
0.8978801083687842,14.320999999999998,11.433333333333332,46.0,C:\
0.9361630644126366,14.320999999999998,11.433333333333332,55.99999999999999,C:\
0.917855945076732,14.320999999999998,11.433333333333332,66.0,C:\
0.2893433731741881,14.320999999999998,22.866666666666664,6.0,C:\
0.3966060352750683,14.320999999999998,22.866666666666664,16.0,C:\
0.7024369784143247,14.320999999999998,22.866666666666664,26.0,C:\
0.8837240069429868,14.320999999999998,22.866666666666664,36.0,C:\
0.9321489111983988,14.320999999999998,22.866666666666664,46.0,C:\
0.9292994593136694,14.320999999999998,22.866666666666664,55.99999999999999,C:\
0.925359904089346,14.320999999999998,22.866666666666664,66.0,C:\
0.3545054441650579,14.320999999999998,34.3,6.0,C:\
0.509341626893238,14.320999999999998,34.3,16.0,C:\
0.7764717133667064,14.320999999999998,34.3,26.0,C:\
0.9206116075103236,14.320999999999998,34.3,36.0,C:\
0.9320173394623584,14.320999999999998,34.3,46.0,C:\
0.9296230083852608,14.320999999999998,34.3,55.99999999999999,C:\
0.9261528634025572,14.320999999999998,34.3,66.0,C:\
0.4688596892199829,14.320999999999998,45.73333333333333,6.0,C:\
0.6512860399921796,14.320999999999998,45.73333333333333,16.0,C:\
0.8852378013417401,14.320999999999998,45.73333333333333,26.0,C:\
0.93151559618897,14.320999999999998,45.73333333333333,36.0,C:\
0.93177264495464,14.320999999999998,45.73333333333333,46.0,C:\
0.9372342062703826,14.320999999999998,45.73333333333333,55.99999999999999,C:\
0.9310951982830604,14.320999999999998,45.73333333333333,66.0,C:\
0.5479100403522958,14.320999999999998,57.16666666666666,6.0,C:\
0.7156610900062852,14.320999999999998,57.16666666666666,16.0,C:\
0.8813208839551792,14.320999999999998,57.16666666666666,26.0,C:\
0.9308616097944932,14.320999999999998,57.16666666666666,36.0,C:\
0.93620397092817,14.320999999999998,57.16666666666666,46.0,C:\
0.9352319155727532,14.320999999999998,57.16666666666666,55.99999999999999,C:\
0.9318156615830184,14.320999999999998,57.16666666666666,66.0,C:\
0.6301559546318658,14.320999999999998,68.6,6.0,C:\
0.7713743483904296,14.320999999999998,68.6,16.0,C:\
0.9014490972969846,14.320999999999998,68.6,26.0,C:\
0.9358536528385176,14.320999999999998,68.6,36.0,C:\
0.936701507867302,14.320999999999998,68.6,46.0,C:\
0.9337942682103654,14.320999999999998,68.6,55.99999999999999,C:\
0.9294364676702944,14.320999999999998,68.6,66.0,C:\
0.0803691644442548,17.180666666666664,0.0,6.0,C:\
0.0638691314199789,17.180666666666664,0.0,16.0,C:\
0.0340835244185961,17.180666666666664,0.0,26.0,C:\
0.0399452426021992,17.180666666666664,0.0,36.0,C:\
0.043593157168763,17.180666666666664,0.0,46.0,C:\
0.0425466828137708,17.180666666666664,0.0,55.99999999999999,C:\
0.0193100432353538,17.180666666666664,0.0,66.0,C:\
0.3023571210078831,17.180666666666664,11.433333333333332,6.0,C:\
0.3227988289890109,17.180666666666664,11.433333333333332,16.0,C:\
0.4003772441755694,17.180666666666664,11.433333333333332,26.0,C:\
0.7051654861044603,17.180666666666664,11.433333333333332,36.0,C:\
0.8944140473079111,17.180666666666664,11.433333333333332,46.0,C:\
0.9268668077740354,17.180666666666664,11.433333333333332,55.99999999999999,C:\
0.9166831747026406,17.180666666666664,11.433333333333332,66.0,C:\
0.3115381295162289,17.180666666666664,22.866666666666664,6.0,C:\
0.3920674699573591,17.180666666666664,22.866666666666664,16.0,C:\
0.7200296799490866,17.180666666666664,22.866666666666664,26.0,C:\
0.8812131263834591,17.180666666666664,22.866666666666664,36.0,C:\
0.9284847831128292,17.180666666666664,22.866666666666664,46.0,C:\
0.926119486707524,17.180666666666664,22.866666666666664,55.99999999999999,C:\
0.9243819600309624,17.180666666666664,22.866666666666664,66.0,C:\
0.3824663428055131,17.180666666666664,34.3,6.0,C:\
0.5282086177950923,17.180666666666664,34.3,16.0,C:\
0.7860207729860167,17.180666666666664,34.3,26.0,C:\
0.9179136817592344,17.180666666666664,34.3,36.0,C:\
0.9327054646882698,17.180666666666664,34.3,46.0,C:\
0.930980098959894,17.180666666666664,34.3,55.99999999999999,C:\
0.9265671114684764,17.180666666666664,34.3,66.0,C:\
0.4994587277026168,17.180666666666664,45.73333333333333,6.0,C:\
0.6523520046054279,17.180666666666664,45.73333333333333,16.0,C:\
0.8561787127360926,17.180666666666664,45.73333333333333,26.0,C:\
0.9293557797306792,17.180666666666664,45.73333333333333,36.0,C:\
0.9240606017475104,17.180666666666664,45.73333333333333,46.0,C:\
0.9379215693538944,17.180666666666664,45.73333333333333,55.99999999999999,C:\
0.9265477256746352,17.180666666666664,45.73333333333333,66.0,C:\
0.5665730969983815,17.180666666666664,57.16666666666666,6.0,C:\
0.7168891373253398,17.180666666666664,57.16666666666666,16.0,C:\
0.8607151582923408,17.180666666666664,57.16666666666666,26.0,C:\
0.9263321760409522,17.180666666666664,57.16666666666666,36.0,C:\
0.9310116876449772,17.180666666666664,57.16666666666666,46.0,C:\
0.931859044246878,17.180666666666664,57.16666666666666,55.99999999999999,C:\
0.930743935194132,17.180666666666664,57.16666666666666,66.0,C:\
0.593423974064251,17.180666666666664,68.6,6.0,C:\
0.750735546237247,17.180666666666664,68.6,16.0,C:\
0.9259396964065972,17.180666666666664,68.6,26.0,C:\
0.9354509684596444,17.180666666666664,68.6,36.0,C:\
0.9324081207542296,17.180666666666664,68.6,46.0,C:\
0.9309547504700894,17.180666666666664,68.6,55.99999999999999,C:\
0.9273791954926156,17.180666666666664,68.6,66.0,C:\
0.0401892664223109,20.04033333333333,0.0,6.0,C:\
0.0319382882296795,20.04033333333333,0.0,16.0,C:\
0.017043746663652,20.04033333333333,0.0,26.0,C:\
0.0199749494516287,20.04033333333333,0.0,36.0,C:\
0.0217991193483203,20.04033333333333,0.0,46.0,C:\
0.0212758211785841,20.04033333333333,0.0,55.99999999999999,C:\
0.0096561470755399,20.04033333333333,0.0,66.0,C:\
0.3303147530734587,20.04033333333333,11.433333333333332,6.0,C:\
0.3591443905856278,20.04033333333333,11.433333333333332,16.0,C:\
0.4145387304229956,20.04033333333333,11.433333333333332,26.0,C:\
0.6931684454173552,20.04033333333333,11.433333333333332,36.0,C:\
0.8871439397796714,20.04033333333333,11.433333333333332,46.0,C:\
0.9289048919554904,20.04033333333333,11.433333333333332,55.99999999999999,C:\
0.91151822166271,20.04033333333333,11.433333333333332,66.0,C:\
0.3463026085938177,20.04033333333333,22.866666666666664,6.0,C:\
0.4067202727809422,20.04033333333333,22.866666666666664,16.0,C:\
0.6737196582842155,20.04033333333333,22.866666666666664,26.0,C:\
0.8786203906895356,20.04033333333333,22.866666666666664,36.0,C:\
0.922988297553177,20.04033333333333,22.866666666666664,46.0,C:\
0.9280630763082928,20.04033333333333,22.866666666666664,55.99999999999999,C:\
0.9229331274846956,20.04033333333333,22.866666666666664,66.0,C:\
0.3973772774807079,20.04033333333333,34.3,6.0,C:\
0.5296191630897783,20.04033333333333,34.3,16.0,C:\
0.8081522091851969,20.04033333333333,34.3,26.0,C:\
0.9152939182395492,20.04033333333333,34.3,36.0,C:\
0.9300747696117302,20.04033333333333,34.3,46.0,C:\
0.9305242924883734,20.04033333333333,34.3,55.99999999999999,C:\
0.9288452169715056,20.04033333333333,34.3,66.0,C:\
0.507474111809238,20.04033333333333,45.73333333333333,6.0,C:\
0.6602827122987709,20.04033333333333,45.73333333333333,16.0,C:\
0.8529319191556812,20.04033333333333,45.73333333333333,26.0,C:\
0.9260189076231784,20.04033333333333,45.73333333333333,36.0,C:\
0.9218579899027584,20.04033333333333,45.73333333333333,46.0,C:\
0.9331726112933189,20.04033333333333,45.73333333333333,55.99999999999999,C:\
0.9252322837891324,20.04033333333333,45.73333333333333,66.0,C:\
0.5583244990536596,20.04033333333333,57.16666666666666,6.0,C:\
0.7076489922792554,20.04033333333333,57.16666666666666,16.0,C:\
0.87508209404046,20.04033333333333,57.16666666666666,26.0,C:\
0.9259546780989144,20.04033333333333,57.16666666666666,36.0,C:\
0.9289215729490464,20.04033333333333,57.16666666666666,46.0,C:\
0.9280502546331676,20.04033333333333,57.16666666666666,55.99999999999999,C:\
0.9287274102637302,20.04033333333333,57.16666666666666,66.0,C:\
0.604043961272783,20.04033333333333,68.6,6.0,C:\
0.7528552324389135,20.04033333333333,68.6,16.0,C:\
0.9251051788918307,20.04033333333333,68.6,26.0,C:\
0.9328705176948686,20.04033333333333,68.6,36.0,C:\
0.930120132950698,20.04033333333333,68.6,46.0,C:\
0.9282801109633728,20.04033333333333,68.6,55.99999999999999,C:\
0.9275682245288716,20.04033333333333,68.6,66.0,C:\
0.0,22.9,0.0,6.0,C:\
0.0,22.9,0.0,16.0,C:\
0.0,22.9,0.0,26.0,C:\
-3.784251428339928e-18,22.9,0.0,36.0,C:\
0.0,22.9,0.0,46.0,C:\
-1.2305465553022473e-17,22.9,0.0,55.99999999999999,C:\
0.0,22.9,0.0,66.0,C:\
0.3598549472660305,22.9,11.433333333333332,6.0,C:\
0.3957022827964588,22.9,11.433333333333332,16.0,C:\
0.4292057988521257,22.9,11.433333333333332,26.0,C:\
0.6868061268930732,22.9,11.433333333333332,36.0,C:\
0.8807043610767651,22.9,11.433333333333332,46.0,C:\
0.929403538937902,22.9,11.433333333333332,55.99999999999999,C:\
0.9092542245943492,22.9,11.433333333333332,66.0,C:\
0.3781311731681699,22.9,22.866666666666664,6.0,C:\
0.4334324462759058,22.9,22.866666666666664,16.0,C:\
0.6553008654836254,22.9,22.866666666666664,26.0,C:\
0.8772671855869718,22.9,22.866666666666664,36.0,C:\
0.9204540613327152,22.9,22.866666666666664,46.0,C:\
0.9278647373331044,22.9,22.866666666666664,55.99999999999999,C:\
0.9219178089981248,22.9,22.866666666666664,66.0,C:\
0.4416775305559007,22.9,34.3,6.0,C:\
0.5464206447878042,22.9,34.3,16.0,C:\
0.7624311859027795,22.9,34.3,26.0,C:\
0.9119980799492386,22.9,34.3,36.0,C:\
0.9251728084366752,22.9,34.3,46.0,C:\
0.9310407204086402,22.9,34.3,55.99999999999999,C:\
0.9260920370966266,22.9,34.3,66.0,C:\
0.5156636565674447,22.9,45.73333333333333,6.0,C:\
0.6732466275803752,22.9,45.73333333333333,16.0,C:\
0.8463394282606151,22.9,45.73333333333333,26.0,C:\
0.9236227416082036,22.9,45.73333333333333,36.0,C:\
0.9201622177329832,22.9,45.73333333333333,46.0,C:\
0.9296611439211472,22.9,45.73333333333333,55.99999999999999,C:\
0.9238804001802272,22.9,45.73333333333333,66.0,C:\
0.56186203707865,22.9,57.16666666666666,6.0,C:\
0.7034614266419378,22.9,57.16666666666666,16.0,C:\
0.9065699593831666,22.9,57.16666666666666,26.0,C:\
0.9266666678463276,22.9,57.16666666666666,36.0,C:\
0.9269014081333596,22.9,57.16666666666666,46.0,C:\
0.9259222732019272,22.9,57.16666666666666,55.99999999999999,C:\
0.9261496899761484,22.9,57.16666666666666,66.0,C:\
0.6146694686454297,22.9,68.6,6.0,C:\
0.7549775717634938,22.9,68.6,16.0,C:\
0.9242677090435804,22.9,68.6,26.0,C:\
0.9302898130519875,22.9,68.6,36.0,C:\
0.9278323789311852,22.9,68.6,46.0,C:\
0.9256054906777136,22.9,68.6,55.99999999999999,C:\
0.9277575154328372,22.9,68.6,66.0,C:\
