reactions,[SN10H01](mM),[HBr](mM),Temperature,yield,reactions,DMF,SN1OH01,SN1OH01_dil_x_100,HBr,HBr_dil_x_10,HBr_dil_x_10000,vial_id,reaction_plate_id,diluted_plate_id,craic_folder,is_outlier,craic_folder_undil,pc#SN1OH01,pc#SN1Br01s1,pc#carbocat,yield#SN1Br01,yield#SN1Br01s1,run_name,spectrum_dir
23,5.7421750106042,47.31105551578,36.0,0.9613041782753472,23,335.7484468,95.285,0,68.96655323,0.0,0.0,23,46,60,2023-07-06_17-20-33__plate0000060__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-11-51__plate0000046__simple_reactions_2023-07-06-run01,0.0002221981804865,2.064419494290223e-05,0.0101931269986142,0.9577089909276816,0.0035951873476655,simple-reactions/2023-07-06-run01/,C:\
24,22.900000037709997,21.29123448256,36.0,0.8694684354135372,24,88.96321504,380.0,0,31.03678496,0.0,0.0,24,46,60,2023-07-06_17-20-33__plate0000060__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-11-51__plate0000046__simple_reactions_2023-07-06-run01,0.0029891728342512,2.1235546633606468e-05,0.0211250960855263,0.8685411189682746,0.0009273164452626,simple-reactions/2023-07-06-run01/,C:\
25,22.900000037709997,68.6,36.0,0.9302898130519875,25,20.0,380.0,0,100.0,0.0,0.0,25,46,60,2023-07-06_17-20-33__plate0000060__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-11-51__plate0000046__simple_reactions_2023-07-06-run01,0.0015963632838978,2.199930215298873e-05,0.0143959398663735,0.929329144837378,0.0009606682146096,simple-reactions/2023-07-06-run01/,C:\
26,5.7421750106042,33.11842586192,36.0,0.9417006276412604,26,356.4374113,95.285,0,48.27758872,0.0,0.0,26,46,60,2023-07-06_17-20-33__plate0000060__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-11-51__plate0000046__simple_reactions_2023-07-06-run01,0.0003347651990453,0.0033539464260248,0.005694157806964,0.3576107278558016,0.5840898997854588,simple-reactions/2023-07-06-run01/,C:\
27,11.4614500207076,42.5801789642251,36.0,0.9325160877659138,27,247.7397683,190.19,0,62.07023173,0.0,0.0,27,46,60,2023-07-06_17-20-33__plate0000060__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-11-51__plate0000046__simple_reactions_2023-07-06-run01,0.0007734634871799,0.0025967054154253,0.0143388973673424,0.7059561489235001,0.2265599388424136,simple-reactions/2023-07-06-run01/,C:\
28,11.4614500207076,56.77280862064,36.0,0.9347096755540674,28,227.0508038,190.19,0,82.75919624,0.0,0.0,28,46,60,2023-07-06_17-20-33__plate0000060__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-11-51__plate0000046__simple_reactions_2023-07-06-run01,0.000748321790368,0.0002970109048124,0.01517620510187,0.9087957724861851,0.025913903067882,simple-reactions/2023-07-06-run01/,C:\
29,22.900000037709997,42.5801789642251,36.0,0.9204489313480296,29,57.92976827,380.0,0,62.07023173,0.0,0.0,29,46,60,2023-07-06_17-20-33__plate0000060__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-11-51__plate0000046__simple_reactions_2023-07-06-run01,0.0018217194753121,0.0002946044635996,0.0156112726305855,0.9075841076325246,0.012864823715505,simple-reactions/2023-07-06-run01/,C:\
30,22.900000037709997,54.40737034614,36.0,0.9267794020588837,30,40.68896451,380.0,0,79.31103549,0.0,0.0,30,46,60,2023-07-06_17-20-33__plate0000060__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-11-51__plate0000046__simple_reactions_2023-07-06-run01,0.0016767516957803,2.185126080494171e-05,0.0173833164141543,0.9258251985319502,0.0009542035269333,simple-reactions/2023-07-06-run01/,C:\
31,11.4614500207076,44.945617241280004,36.0,0.934803249984258,31,244.29160750000003,190.19,0,65.51839248,0.0,0.0,31,46,60,2023-07-06_17-20-33__plate0000060__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-11-51__plate0000046__simple_reactions_2023-07-06-run01,0.000747249291803,2.0607181111546897e-05,0.0090782558547358,0.9330052941344548,0.0017979558498032,simple-reactions/2023-07-06-run01/,C:\
32,17.180725031728,0.0,36.0,0.0399475705492009,32,214.905,285.095,0,0.0,0.0,0.0,32,46,60,2023-07-06_17-20-33__plate0000060__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-11-51__plate0000046__simple_reactions_2023-07-06-run01,0.0164943968047872,2.503823297577947e-06,0.0148545345530258,0.0398018361117307,0.0001457344374701,simple-reactions/2023-07-06-run01/,C:\
33,17.180725031728,59.13824689514,36.0,0.9297463243786416,33,128.697643,285.095,0,86.20735699,0.0,0.0,33,46,60,2023-07-06_17-20-33__plate0000060__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-11-51__plate0000046__simple_reactions_2023-07-06-run01,0.0012070090832222,2.0605701033084725e-05,0.0120067467463784,0.9285469744678152,0.0011993499108262,simple-reactions/2023-07-06-run01/,C:\
34,17.180725031728,33.11842586192,36.0,0.9157522843856368,34,166.6274113,285.095,0,48.27758872,0.0,0.0,34,46,60,2023-07-06_17-20-33__plate0000060__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-11-51__plate0000046__simple_reactions_2023-07-06-run01,0.0014474368363189,2.061576118330043e-05,0.0149241370506293,0.9145523489260964,0.0011999354595405,simple-reactions/2023-07-06-run01/,C:\
36,11.4614500207076,54.40737034614,36.0,0.9326627614588072,36,230.4989645,190.19,0,79.31103549,0.0,0.0,36,46,60,2023-07-06_17-20-33__plate0000060__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-11-51__plate0000046__simple_reactions_2023-07-06-run01,0.0007717823940414,2.6313043155187367e-05,0.011855856606745,0.9303669748778164,0.002295786580991,simple-reactions/2023-07-06-run01/,C:\
37,11.4614500207076,37.849302410920004,36.0,0.9314358298713348,37,254.6360898,190.19,0,55.17391022,0.0,0.0,37,46,60,2023-07-06_17-20-33__plate0000060__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-11-51__plate0000046__simple_reactions_2023-07-06-run01,0.0007858448090624,2.085315177015661e-05,0.0136820566745286,0.929616413328527,0.0018194165428079,simple-reactions/2023-07-06-run01/,C:\
38,11.4614500207076,18.925796208060003,36.0,0.8631328961397065,38,282.2213758,190.19,0,27.58862421,0.0,0.0,38,46,60,2023-07-06_17-20-33__plate0000060__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-11-51__plate0000046__simple_reactions_2023-07-06-run01,0.0015686954702482,2.1588558511527293e-05,0.0130002860976191,0.8612493160975434,0.001883580042163,simple-reactions/2023-07-06-run01/,C:\
39,5.7421750106042,66.23456171887649,36.0,0.9543013587873924,39,308.1631608,95.285,0,96.55183925,0.0,0.0,39,46,60,2023-07-06_17-20-33__plate0000060__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-11-51__plate0000046__simple_reactions_2023-07-06-run01,0.0002624095955371,2.060061781850539e-05,0.0109987840329114,0.9507137603974825,0.00358759838991,simple-reactions/2023-07-06-run01/,C:\
40,22.900000037709997,49.676493792266996,36.0,0.9241780591483472,40,47.58528602,380.0,0,72.41471398,0.0,0.0,40,46,60,2023-07-06_17-20-33__plate0000060__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-11-51__plate0000046__simple_reactions_2023-07-06-run01,0.0017363224485357,0.0031542256021009,0.0181636665802335,0.7864389501268891,0.1377391090214579,simple-reactions/2023-07-06-run01/,C:\
41,17.180725031728,52.0419320674766,36.0,0.9302900195311232,41,139.0421253,285.095,0,75.86287474,0.0,0.0,41,46,60,2023-07-06_17-20-33__plate0000060__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-11-51__plate0000046__simple_reactions_2023-07-06-run01,0.0011976680061873,2.060029493927776e-05,0.0201077146119777,0.929090984280577,0.0011990352505463,simple-reactions/2023-07-06-run01/,C:\
42,5.7421750106042,18.925796208060003,36.0,0.8665756261153386,42,377.1263758,95.285,0,27.58862421,0.0,0.0,42,46,60,2023-07-06_17-20-33__plate0000060__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-11-51__plate0000046__simple_reactions_2023-07-06-run01,0.000766146105434,0.0003214654379862,0.0117966892441279,0.8105924076604502,0.0559832184548883,simple-reactions/2023-07-06-run01/,C:\
43,17.180725031728,23.65667275706,36.0,0.8863641226574238,43,180.4200543,285.095,0,34.48494571,0.0,0.0,43,46,60,2023-07-06_17-20-33__plate0000060__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-11-51__plate0000046__simple_reactions_2023-07-06-run01,0.0019523467621276,0.0013104744289696,0.0214502977450831,0.8100882712770625,0.0762758513803612,simple-reactions/2023-07-06-run01/,C:\
44,17.180725031728,7.0986048279900995,36.0,0.4825099429370984,44,204.5571796,285.095,0,10.34782045,0.0,0.0,44,46,60,2023-07-06_17-20-33__plate0000060__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-11-51__plate0000046__simple_reactions_2023-07-06-run01,0.0088908543752728,0.008929884275048,0.0288465296090304,-0.0372518401275276,0.5197617830646261,simple-reactions/2023-07-06-run01/,C:\
46,22.900000037709997,16.560357933560002,36.0,0.8069540856160399,46,95.85953654,380.0,0,24.14046346,0.0,0.0,46,46,60,2023-07-06_17-20-33__plate0000060__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-11-51__plate0000046__simple_reactions_2023-07-06-run01,0.0044207514471145,0.0002357004761835,0.0233694648051184,0.7966614884207628,0.0102925971952771,simple-reactions/2023-07-06-run01/,C:\
47,22.900000037709997,56.77280862064,36.0,0.927073648614518,47,37.24080376,380.0,0,82.75919624,0.0,0.0,47,46,60,2023-07-06_17-20-33__plate0000060__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-11-51__plate0000046__simple_reactions_2023-07-06-run01,0.0016700134496445,0.0079690284664224,0.014697214410298,0.5790811397716028,0.3479925088429153,simple-reactions/2023-07-06-run01/,C:\
48,17.180725031728,21.29123448256,36.0,0.8709428451467812,48,183.868215,285.095,0,31.03678496,0.0,0.0,48,46,60,2023-07-06_17-20-33__plate0000060__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-11-51__plate0000046__simple_reactions_2023-07-06-run01,0.0022172954908659,2.072156879342609e-05,0.0200032010512784,0.8697367511806899,0.0012060939660912,simple-reactions/2023-07-06-run01/,C:\
49,22.900000037709997,52.0419320674766,36.0,0.9269272561431912,49,44.13712526,380.0,0,75.86287474,0.0,0.0,49,46,60,2023-07-06_17-20-33__plate0000060__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-11-51__plate0000046__simple_reactions_2023-07-06-run01,0.0016733658372438,0.0016392475671061,0.0174370285247623,0.8553443930758164,0.0715828630673747,simple-reactions/2023-07-06-run01/,C:\
50,11.4614500207076,23.65667275706,36.0,0.8913864691315463,50,275.32505430000003,190.19,0,34.48494571,0.0,0.0,50,46,60,2023-07-06_17-20-33__plate0000060__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-11-51__plate0000046__simple_reactions_2023-07-06-run01,0.0012448685555217,2.0980116649571508e-05,0.0131610693190057,0.8895559750305952,0.0018304941009509,simple-reactions/2023-07-06-run01/,C:\
52,17.180725031728,16.560357933560002,36.0,0.8309589293818042,52,190.7645365,285.095,0,24.14046346,0.0,0.0,52,46,60,2023-07-06_17-20-33__plate0000060__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-11-51__plate0000046__simple_reactions_2023-07-06-run01,0.002904248153302,0.000899667068455,0.0239389824422454,0.7785940223821545,0.0523649069996497,simple-reactions/2023-07-06-run01/,C:\
53,17.180725031728,49.676493792266996,36.0,0.9257392667441504,53,142.490286,285.095,0,72.41471398,0.0,0.0,53,46,60,2023-07-06_17-20-33__plate0000060__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-11-51__plate0000046__simple_reactions_2023-07-06-run01,0.0012758532386467,2.1004234591055438e-05,0.0189917368152238,0.924516720282722,0.0012225464614285,simple-reactions/2023-07-06-run01/,C:\
54,22.900000037709997,0.0022900000001200003,36.0,0.0,54,86.61807579999999,380.0,0,0.0,0.0,33.3819242,0,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0259461048972546,2.073739613074712e-05,0.0289332484742729,-0.1339232422719869,0.0009055631482325,simple-reactions/2023-07-06-run01/,C:\
55,22.900000037709997,4.7331665518346,36.0,0.2293689940241928,55,51.00340304,380.0,0,0.0,68.99659696,0.0,1,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0176474500676712,2.0956002922788185e-05,0.0519974335031232,0.2284538847278529,0.0009151092963399,simple-reactions/2023-07-06-run01/,C:\
56,5.7421750106042,63.869123451,36.0,0.9532045584898764,56,311.6113215,95.285,0,93.1036785,0.0,0.0,2,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0002687076148227,2.088568191433025e-05,0.0149887126321905,0.949567316177016,0.0036372423128603,simple-reactions/2023-07-06-run01/,C:\
58,17.180725031728,30.75298758742,36.0,0.9142104235226388,58,170.075572,285.095,0,44.82942797,0.0,0.0,4,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0014739271239869,6.977747578354378e-06,0.0172478202191312,0.9138042853901824,0.0004061381324564,simple-reactions/2023-07-06-run01/,C:\
59,5.7421750106042,49.676493792266996,36.0,0.941315438626607,59,332.300286,95.285,0,72.41471398,0.0,0.0,5,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0003369770218063,0.0009953085452384,0.0116263657561433,0.7679824169997673,0.1733330216268396,simple-reactions/2023-07-06-run01/,C:\
60,5.7421750106042,37.849302410920004,36.0,0.9448469515029252,60,349.5410898,95.285,0,55.17391022,0.0,0.0,6,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0003166984567942,2.0608751087910423e-05,0.013111074677535,0.9412579367040492,0.0035890147988762,simple-reactions/2023-07-06-run01/,C:\
61,17.180725031728,44.945617241280004,36.0,0.930483113555272,61,149.3866075,285.095,0,65.51839248,0.0,0.0,7,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.001194350510997,2.103600429398931e-05,0.0149869009242773,0.9292587179458665,0.0012243956094055,simple-reactions/2023-07-06-run01/,C:\
62,11.4614500207076,14.1949196522,36.0,0.8126925208029204,62,289.1176973000001,190.19,0,20.6923027,0.0,0.0,8,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0021468153111932,0.0107227657465028,0.0124583004319467,-0.1228580184197031,0.9355505392226235,simple-reactions/2023-07-06-run01/,C:\
63,5.7421750106042,2.367728275584,36.0,0.0534203991913411,63,370.2000106,95.285,0,0.0,34.51498944,0.0,9,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0054354257283328,2.06025306016752e-05,0.0384716502646206,0.0498324676902398,0.0035879315011013,simple-reactions/2023-07-06-run01/,C:\
64,22.900000037709997,35.483864138549,36.0,0.914839968405606,64,68.27425053,380.0,0,51.72574947,0.0,0.0,10,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.001950164726918,2.061330421572194e-05,0.0212025049677357,0.913939824118282,0.0009001442873238,simple-reactions/2023-07-06-run01/,C:\
65,11.4614500207076,63.869123451,36.0,0.9400740941311424,65,216.7063215,190.19,0,93.1036785,0.0,0.0,11,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0006868377750203,2.060211363137177e-05,0.0189077503291024,0.9382765804138216,0.0017975137173207,simple-reactions/2023-07-06-run01/,C:\
66,5.7421750106042,52.0419320674766,36.0,0.9467465838083748,66,328.8521253,95.285,0,75.86287474,0.0,0.0,12,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0003057904356298,2.0876355234736414e-05,0.0120974821111526,0.9431109657368356,0.0036356180715393,simple-reactions/2023-07-06-run01/,C:\
67,11.4614500207076,40.21474069228,36.0,0.9331348287167972,67,251.187929,190.19,0,58.62207098,0.0,0.0,13,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0007663718187731,2.060174910754554e-05,0.0132445210959696,0.931337346803886,0.0017974819129111,simple-reactions/2023-07-06-run01/,C:\
69,17.180725031728,28.3875493117845,36.0,0.9047096234168146,69,173.52373280000003,285.095,0,41.38126722,0.0,0.0,15,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0016371577580163,2.084156356345853e-05,0.0209613141221846,0.9034965451836268,0.0012130782331879,simple-reactions/2023-07-06-run01/,C:\
70,17.180725031728,54.40737034614,36.0,0.9309450293354182,70,135.5939645,285.095,0,79.31103549,0.0,0.0,16,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0011864144629673,2.065067639156949e-05,0.0227673275547725,0.9297430616445854,0.0012019676908329,simple-reactions/2023-07-06-run01/,C:\
71,11.4614500207076,52.0419320674766,36.0,0.9368208046458316,71,233.9471253,190.19,0,75.86287474,0.0,0.0,17,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0007241251897989,0.0068873637874266,0.0077024123541764,0.3359052332349467,0.6009155714108848,simple-reactions/2023-07-06-run01/,C:\
72,11.4614500207076,2.367728275584,36.0,0.0295145388978029,72,275.2950106,190.19,0,0.0,34.51498944,0.0,18,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.011123170606689,2.078100400023113e-05,0.0436713855086876,0.0277014171753686,0.0018131217224343,simple-reactions/2023-07-06-run01/,C:\
74,22.900000037709997,23.65667275706,36.0,0.8811789344046603,74,85.51505429,380.0,0,34.48494571,0.0,0.0,20,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0027210024068861,2.0612371179641207e-05,0.0256270831717417,0.88027883086127,0.0009001035433902,simple-reactions/2023-07-06-run01/,C:\
75,11.4614500207076,28.3875493117845,36.0,0.9207019685294652,75,268.42873280000003,190.19,0,41.38126722,0.0,0.0,21,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0009088704243491,2.060108491247732e-05,0.0118903253254423,0.9189045445667628,0.0017974239627025,simple-reactions/2023-07-06-run01/,C:\
76,22.900000037709997,2.367728275584,36.0,0.0758406075757302,76,85.48501056,380.0,0,0.0,34.51498944,0.0,22,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0211632501234821,2.0600046153635248e-05,0.0489412939575891,0.0749410422430816,0.0008995653326485,simple-reactions/2023-07-06-run01/,C:\
77,17.180725031728,0.0022900000001200003,36.0,0.0462256709430812,77,181.5230758,285.095,0,0.0,0.0,33.3819242,23,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0163865344882091,2.0626634836959587e-05,0.0224244965120976,0.0450251025851726,0.0012005683579086,simple-reactions/2023-07-06-run01/,C:\
78,11.4614500207076,0.0022900000001200003,36.0,0.0,78,276.4280758,190.19,0,0.0,0.0,33.3819242,24,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0126409387589204,2.1137529571262487e-05,0.0177265414884938,-0.104753435767249,0.0018442282201938,simple-reactions/2023-07-06-run01/,C:\
79,22.900000037709997,9.4640431032,36.0,0.6302367325283605,79,106.2040188,380.0,0,13.7959812,0.0,0.0,25,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.008467578839891,0.0010996963803812,0.0351373945226377,0.5822150566130605,0.0480216759153,simple-reactions/2023-07-06-run01/,C:\
80,22.900000037709997,44.945617241280004,36.0,0.9238094838785142,80,54.48160752,380.0,0,65.51839248,0.0,0.0,26,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0017447628222296,0.004468406369231,0.0131023142309016,0.7286825685324018,0.1951269153461124,simple-reactions/2023-07-06-run01/,C:\
81,5.7421750106042,7.0986048279900995,36.0,0.5322596764174596,81,394.3671796,95.285,0,10.34782045,0.0,0.0,27,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0026858467969904,2.1415804701733983e-05,0.0190227685215279,0.5285301132003045,0.0037295632171551,simple-reactions/2023-07-06-run01/,C:\
82,5.7421750106042,28.3875493117845,36.0,0.9304830592373518,82,363.3337328,95.285,0,41.38126722,0.0,0.0,28,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.000399178440005,7.4813783816775665e-06,0.0121452131636689,0.9291801769028863,0.0013028823344654,simple-reactions/2023-07-06-run01/,C:\
83,22.900000037709997,11.8294813788829,36.0,0.6981717110350695,83,102.755858,380.0,0,17.24414195,0.0,0.0,29,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0069118678300612,0.0012676763432604,0.0323300245821926,0.6428146655800718,0.0553570454549977,simple-reactions/2023-07-06-run01/,C:\
84,11.4614500207076,66.23456171887649,36.0,0.9358431091233482,84,213.2581608,190.19,0,96.55183925,0.0,0.0,30,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.000735330998149,2.062469198397773e-05,0.0151977055911556,0.9340436254672648,0.0017994836560831,simple-reactions/2023-07-06-run01/,C:\
85,22.900000037709997,30.75298758742,36.0,0.908810866162114,85,75.17057203,380.0,0,44.82942797,0.0,0.0,31,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0020882311685351,2.2499518540240947e-05,0.0244575707360164,0.907828354437182,0.0009825117249318,simple-reactions/2023-07-06-run01/,C:\
86,17.180725031728,18.925796208060003,36.0,0.8512965765160209,86,187.3163758,285.095,0,27.58862421,0.0,0.0,32,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0025548326298482,2.133776642717209e-05,0.0241172815492901,0.8500546169135985,0.0012419596024223,simple-reactions/2023-07-06-run01/,C:\
87,11.4614500207076,4.7331665518346,36.0,0.132809144733019,87,240.813403,190.19,0,0.0,68.99659696,0.0,33,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.009939264646256,0.0008822071424312,0.0551946759343429,0.0558374578330427,0.0769716868999763,simple-reactions/2023-07-06-run01/,C:\
88,5.7421750106042,26.02211103156,36.0,0.9248363524936948,88,366.7818935,95.285,0,37.93310646,0.0,0.0,34,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0004316028184079,1.7397445121388966e-06,0.0163419407830753,0.9245333759196682,0.0003029765740265,simple-reactions/2023-07-06-run01/,C:\
89,5.7421750106042,54.40737034614,36.0,0.9434616137101032,89,325.4039645000001,95.285,0,79.31103549,0.0,0.0,35,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0003246533088677,0.0021385494635834,0.0013857182642891,0.5710331419541561,0.3724284717559472,simple-reactions/2023-07-06-run01/,C:\
90,5.7421750106042,40.21474069228,36.0,0.9451382539197666,90,346.092929,95.285,0,58.62207098,0.0,0.0,36,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0003150257473611,2.119380475121574e-05,0.0144308858787261,0.9414473520030976,0.0036909019166689,simple-reactions/2023-07-06-run01/,C:\
92,17.180725031728,47.31105551578,36.0,0.927096060339463,92,145.9384468,285.095,0,68.96655323,0.0,0.0,38,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0012525425408369,2.0606572109149147e-05,0.0195343913192246,0.9258966597277664,0.0011994006116966,simple-reactions/2023-07-06-run01/,C:\
93,11.4614500207076,11.8294813788829,36.0,0.7193139088637613,93,292.565858,190.19,0,17.24414195,0.0,0.0,39,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0032170696051944,7.414675909682512e-06,0.0249608923225803,0.7186669858395376,0.0006469230242237,simple-reactions/2023-07-06-run01/,C:\
94,22.900000037709997,37.849302410920004,36.0,0.915220606592132,94,64.82608978,380.0,0,55.17391022,0.0,0.0,40,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0019414481124313,0.0008007873624487,0.0241467634116566,0.8802517261969347,0.0349688803951973,simple-reactions/2023-07-06-run01/,C:\
95,22.900000037709997,14.1949196522,36.0,0.7730872536888083,95,99.3076973,380.0,0,20.6923027,0.0,0.0,41,51,61,2023-07-06_18-35-42__plate0000061__simple_reactions_2023-07-06-run01_dil,0,2023-07-06_16-51-12__plate0000051__simple_reactions_2023-07-06-run01,0.0051963018996028,1.945663858055343e-05,0.0303593210903232,0.7722376188177791,0.0008496348710291,simple-reactions/2023-07-06-run01/,C:\
