Wavelength,bkg,ref1_c1,ref1_c2,ref1_c3,ref1_c4,ref1_c5,ref2_c1,ref2_c2,ref2_c3,ref2_c4,ref2_c5,ref3_c1,ref3_c2,ref3_c3,ref3_c4,ref3_c5
271,0.006722222222222226,0.002777777777777774,0.013777777777777774,0.024277777777777773,0.029777777777777778,0.03777777777777777,-0.009222222222222225,-0.013222222222222225,-0.011222222222222227,-0.001222222222222226,-0.007222222222222226,0.004277777777777774,0.009277777777777774,0.02977777777777777,0.040777777777777774,0.05177777777777778
272,0.006444444444444448,0.0020555555555555527,0.013555555555555553,0.02305555555555555,0.029055555555555557,0.03805555555555555,-0.009444444444444446,-0.013944444444444447,-0.012444444444444445,-0.0034444444444444488,-0.007944444444444448,0.004555555555555551,0.009555555555555553,0.03005555555555555,0.041055555555555553,0.05255555555555555
273,0.007074074074074078,0.0009259259259259221,0.012925925925925922,0.02242592592592592,0.028925925925925924,0.03842592592592592,-0.011574074074074077,-0.014574074074074076,-0.013574074074074075,-0.006074074074074078,-0.01057407407407408,0.003425925925925921,0.009925925925925923,0.029425925925925918,0.04092592592592592,0.05342592592592592
274,0.008296296296296302,-0.00029629629629630144,0.011203703703703698,0.021703703703703697,0.027703703703703703,0.036203703703703696,-0.012296296296296302,-0.0167962962962963,-0.0147962962962963,-0.006796296296296301,-0.012796296296296302,0.0017037037037036986,0.0092037037037037,0.030203703703703698,0.0417037037037037,0.0537037037037037
275,0.008388888888888894,-0.0013888888888888944,0.010611111111111106,0.020611111111111104,0.02511111111111111,0.032611111111111105,-0.01288888888888889,-0.017888888888888895,-0.014888888888888892,-0.0063888888888888945,-0.013888888888888892,0.0036111111111111066,0.010111111111111109,0.031111111111111107,0.043111111111111114,0.05611111111111111
276,0.00896296296296297,-0.004962962962962969,0.009037037037037033,0.018037037037037032,0.021537037037037028,0.028537037037037034,-0.014462962962962969,-0.01846296296296297,-0.016462962962962967,-0.00796296296296297,-0.015462962962962967,0.003037037037037031,0.010037037037037034,0.03153703703703703,0.043537037037037034,0.05753703703703703
277,0.008685185185185192,-0.004185185185185192,0.00931481481481481,0.01631481481481481,0.019814814814814806,0.02581481481481481,-0.01468518518518519,-0.01818518518518519,-0.01618518518518519,-0.009685185185185193,-0.01518518518518519,0.0033148148148148086,0.011314814814814805,0.03231481481481481,0.04481481481481481,0.059814814814814814
278,0.008074074074074079,-0.0030740740740740798,0.01092592592592592,0.01642592592592592,0.020425925925925917,0.027425925925925923,-0.014074074074074076,-0.016574074074074078,-0.016074074074074077,-0.01057407407407408,-0.013574074074074079,0.004425925925925922,0.01342592592592592,0.033925925925925915,0.04742592592592592,0.062425925925925926
279,0.007481481481481486,-0.0004814814814814864,0.012018518518518515,0.018518518518518517,0.023018518518518515,0.03051851851851852,-0.012981481481481486,-0.015981481481481485,-0.015981481481481485,-0.009481481481481487,-0.011981481481481485,0.005018518518518515,0.014018518518518513,0.03551851851851851,0.05051851851851851,0.06451851851851852
280,0.006592592592592596,0.001407407407407404,0.013407407407407401,0.021407407407407403,0.026407407407407407,0.0344074074074074,-0.012092592592592596,-0.016092592592592596,-0.015592592592592595,-0.007592592592592596,-0.010092592592592597,0.007907407407407405,0.014907407407407402,0.0374074074074074,0.0524074074074074,0.06690740740740742
281,0.006611111111111115,0.0013888888888888848,0.012888888888888884,0.02188888888888888,0.027888888888888887,0.03538888888888888,-0.012611111111111115,-0.018111111111111116,-0.016611111111111115,-0.0076111111111111145,-0.010111111111111116,0.007888888888888883,0.013888888888888885,0.03688888888888888,0.05238888888888888,0.0658888888888889
282,0.007185185185185189,-0.00018518518518519014,0.011314814814814812,0.02031481481481481,0.02581481481481481,0.033814814814814805,-0.01418518518518519,-0.01868518518518519,-0.01718518518518519,-0.008185185185185188,-0.011685185185185187,0.006314814814814812,0.01281481481481481,0.035814814814814806,0.049814814814814805,0.06331481481481482
283,0.007833333333333338,-0.0013333333333333383,0.009166666666666663,0.017666666666666664,0.02166666666666666,0.029666666666666668,-0.014333333333333337,-0.019333333333333338,-0.017333333333333336,-0.008833333333333339,-0.012333333333333339,0.004666666666666663,0.011666666666666662,0.03466666666666666,0.04616666666666666,0.06116666666666667
284,0.007851851851851856,-0.0033518518518518567,0.006648148148148144,0.014148148148148142,0.016148148148148144,0.023648148148148144,-0.013351851851851854,-0.017351851851851858,-0.015851851851851857,-0.008851851851851857,-0.011351851851851856,0.0036481481481481434,0.012648148148148141,0.033648148148148135,0.044148148148148145,0.059148148148148144
285,0.0070925925925925965,-0.004592592592592596,0.004407407407407403,0.010407407407407405,0.011407407407407403,0.017407407407407406,-0.012092592592592596,-0.016592592592592596,-0.014592592592592598,-0.008092592592592596,-0.012592592592592596,0.003907407407407403,0.012907407407407404,0.033407407407407406,0.04290740740740741,0.05890740740740741
286,0.00592592592592593,-0.00492592592592593,0.0030740740740740694,0.00807407407407407,0.00757407407407407,0.011074074074074071,-0.01142592592592593,-0.01642592592592593,-0.014425925925925929,-0.0064259259259259295,-0.01142592592592593,0.004574074074074069,0.012574074074074073,0.03307407407407407,0.04307407407407407,0.05757407407407407
287,0.006518518518518523,-0.007018518518518523,0.0009814814814814764,0.003981481481481476,0.003981481481481476,0.006481481481481476,-0.013518518518518523,-0.018018518518518524,-0.016018518518518522,-0.007018518518518524,-0.013018518518518523,0.0029814814814814765,0.010481481481481477,0.029981481481481474,0.04098148148148148,0.05398148148148148
288,0.00768518518518519,-0.006185185185185189,-0.0006851851851851897,0.00381481481481481,0.00381481481481481,0.00631481481481481,-0.01468518518518519,-0.01818518518518519,-0.01768518518518519,-0.008185185185185191,-0.013185185185185189,0.002814814814814809,0.006814814814814809,0.02631481481481481,0.03881481481481481,0.050814814814814806
289,0.0075740740740740786,-0.0035740740740740785,0.0019259259259259212,0.007925925925925921,0.008925925925925922,0.01342592592592592,-0.013574074074074075,-0.01807407407407408,-0.01707407407407408,-0.007574074074074079,-0.012074074074074077,0.0029259259259259204,0.005925925925925921,0.026425925925925922,0.03792592592592592,0.04892592592592592
290,0.00655555555555556,-5.5555555555559556e-05,0.00494444444444444,0.011944444444444442,0.015444444444444438,0.020444444444444442,-0.012055555555555559,-0.01705555555555556,-0.015555555555555562,-0.007055555555555561,-0.01005555555555556,0.00344444444444444,0.007444444444444438,0.02644444444444444,0.03644444444444444,0.04744444444444444
291,0.005574074074074078,-7.407407407407796e-05,0.005925925925925922,0.011925925925925923,0.01542592592592592,0.019925925925925923,-0.011574074074074077,-0.01707407407407408,-0.014574074074074076,-0.006574074074074077,-0.011074074074074076,0.0024259259259259225,0.006425925925925923,0.02492592592592592,0.03242592592592592,0.04192592592592592
292,0.005351851851851856,-0.003351851851851856,0.0026481481481481443,0.006148148148148144,0.008148148148148144,0.011148148148148145,-0.012351851851851853,-0.016851851851851857,-0.015351851851851856,-0.007351851851851857,-0.012851851851851854,0.00014814814814814378,0.004148148148148144,0.019148148148148143,0.026148148148148143,0.035148148148148144
293,0.005111111111111115,-0.007111111111111115,-0.0011111111111111148,-0.0006111111111111144,-0.0011111111111111148,0.0008888888888888852,-0.012611111111111115,-0.015611111111111114,-0.015111111111111113,-0.008611111111111115,-0.013611111111111112,-0.0011111111111111148,0.0018888888888888853,0.014388888888888885,0.020388888888888887,0.027888888888888887
294,0.005222222222222226,-0.010222222222222226,-0.004722222222222227,-0.005222222222222226,-0.007722222222222226,-0.007222222222222226,-0.013222222222222225,-0.015722222222222224,-0.015222222222222224,-0.008722222222222225,-0.013722222222222226,-0.003222222222222226,-0.001222222222222226,0.009277777777777774,0.013777777777777774,0.020277777777777777
295,0.004981481481481485,-0.010481481481481484,-0.005981481481481485,-0.006981481481481485,-0.010981481481481484,-0.011981481481481485,-0.012481481481481486,-0.015481481481481485,-0.015481481481481485,-0.008481481481481486,-0.013481481481481483,-0.005481481481481485,-0.004481481481481486,0.0055185185185185155,0.008518518518518516,0.013018518518518516
296,0.005240740740740745,-0.011240740740740746,-0.008240740740740745,-0.008240740740740745,-0.013740740740740744,-0.015240740740740746,-0.012740740740740743,-0.016740740740740744,-0.016740740740740744,-0.008740740740740743,-0.013740740740740744,-0.006740740740740745,-0.007740740740740744,0.001259259259259256,0.002259259259259255,0.005259259259259256
297,0.005777777777777782,-0.010277777777777782,-0.009777777777777781,-0.009777777777777781,-0.013777777777777781,-0.01677777777777778,-0.01327777777777778,-0.01827777777777778,-0.01727777777777778,-0.00877777777777778,-0.01327777777777778,-0.008277777777777781,-0.010777777777777782,-0.003277777777777782,-0.0022777777777777818,-0.0007777777777777817
298,0.005574074074074077,-0.010574074074074076,-0.009574074074074077,-0.010074074074074077,-0.014074074074074077,-0.017074074074074075,-0.013074074074074075,-0.01707407407407408,-0.01707407407407408,-0.009074074074074078,-0.011074074074074076,-0.008074074074074077,-0.013074074074074076,-0.005074074074074076,-0.006074074074074077,-0.005074074074074076
299,0.005851851851851856,-0.010851851851851856,-0.009851851851851856,-0.010851851851851856,-0.014351851851851857,-0.017851851851851855,-0.014851851851851856,-0.017351851851851858,-0.01785185185185186,-0.009851851851851858,-0.011351851851851856,-0.008851851851851857,-0.015351851851851856,-0.007851851851851856,-0.008851851851851857,-0.008851851851851857
300,0.005814814814814819,-0.010814814814814819,-0.008314814814814818,-0.010314814814814818,-0.014314814814814818,-0.016814814814814817,-0.013814814814814818,-0.016314814814814817,-0.016814814814814817,-0.009314814814814817,-0.012314814814814817,-0.00931481481481482,-0.014814814814814819,-0.00931481481481482,-0.009814814814814818,-0.010814814814814819
301,0.005740740740740745,-0.011240740740740746,-0.008240740740740745,-0.009740740740740744,-0.014240740740740745,-0.016740740740740744,-0.013740740740740744,-0.017240740740740744,-0.017240740740740744,-0.009240740740740744,-0.013240740740740744,-0.009240740740740746,-0.014240740740740745,-0.010240740740740745,-0.011240740740740746,-0.012240740740740745
302,0.00655555555555556,-0.01155555555555556,-0.00805555555555556,-0.01005555555555556,-0.014555555555555561,-0.01655555555555556,-0.014555555555555561,-0.01805555555555556,-0.01855555555555556,-0.00955555555555556,-0.01405555555555556,-0.00955555555555556,-0.014555555555555561,-0.011555555555555558,-0.01355555555555556,-0.01355555555555556
303,0.0063333333333333375,-0.011333333333333338,-0.008333333333333338,-0.009833333333333338,-0.014333333333333337,-0.015833333333333338,-0.014833333333333337,-0.018833333333333337,-0.017833333333333336,-0.008833333333333339,-0.014833333333333337,-0.010333333333333337,-0.016333333333333335,-0.011833333333333338,-0.014333333333333337,-0.014333333333333337
304,0.005629629629629634,-0.011129629629629633,-0.007629629629629634,-0.009129629629629633,-0.012629629629629633,-0.014629629629629635,-0.013129629629629633,-0.016129629629629633,-0.015629629629629632,-0.007129629629629634,-0.013129629629629633,-0.009129629629629633,-0.015629629629629632,-0.011129629629629633,-0.014129629629629634,-0.013629629629629634
305,0.006092592592592597,-0.011092592592592598,-0.007592592592592597,-0.007592592592592597,-0.012092592592592597,-0.013592592592592597,-0.011592592592592595,-0.014592592592592598,-0.014092592592592598,-0.005592592592592598,-0.010592592592592598,-0.009592592592592597,-0.013092592592592597,-0.009592592592592597,-0.013092592592592597,-0.012092592592592597
306,0.00655555555555556,-0.011555555555555558,-0.00805555555555556,-0.00755555555555556,-0.01255555555555556,-0.014555555555555561,-0.011555555555555558,-0.01405555555555556,-0.015055555555555562,-0.005555555555555561,-0.01005555555555556,-0.010555555555555561,-0.01405555555555556,-0.010555555555555561,-0.014555555555555561,-0.01405555555555556
307,0.006370370370370375,-0.009370370370370374,-0.007370370370370375,-0.007870370370370375,-0.012370370370370375,-0.015370370370370375,-0.011370370370370374,-0.014870370370370374,-0.01587037037037037,-0.006370370370370376,-0.008870370370370376,-0.008870370370370376,-0.014370370370370375,-0.011870370370370375,-0.014370370370370375,-0.015370370370370376
308,0.005351851851851854,-0.007851851851851853,-0.006851851851851854,-0.007851851851851855,-0.011851851851851853,-0.014851851851851854,-0.010851851851851856,-0.014851851851851856,-0.014851851851851856,-0.006351851851851854,-0.007851851851851853,-0.007851851851851855,-0.014851851851851854,-0.011851851851851853,-0.012851851851851854,-0.014851851851851854
