yield,[Alcohol](mM),Temperature(°C),[HBr](mM),spectrum_dir
0.14787541016335834,4.874999973512501,16.0,0.1,C:\
0.17615372086195702,4.874999973512501,21.0,0.1,C:\
0.24856179239996698,4.874999973512501,26.0,0.1,C:\
0.3504797318709052,4.874999973512501,31.0,0.1,C:\
0.4251070535633437,4.874999973512501,36.0,0.1,C:\
0.5429107117697978,4.874999973512501,16.0,2.575,C:\
0.6054378810239123,4.874999973512501,21.0,2.575,C:\
0.6975081428041863,4.874999973512501,26.0,2.575,C:\
0.8024487118130166,4.874999973512501,31.0,2.575,C:\
0.8621480758179718,4.874999973512501,36.0,2.575,C:\
0.6960443424492953,4.874999973512501,16.0,5.05,C:\
0.755603934397648,4.874999973512501,21.0,5.05,C:\
0.8375770103651288,4.874999973512501,26.0,5.05,C:\
0.9313281882880888,4.874999973512501,31.0,5.05,C:\
0.9918556974268372,4.874999973512501,36.0,5.05,C:\
0.6813054258419884,4.874999973512501,16.0,7.525,C:\
0.7279381219131702,4.874999973512501,21.0,7.525,C:\
0.7978891508225843,4.874999973512501,26.0,7.525,C:\
0.8834102034022027,4.874999973512501,31.0,7.525,C:\
0.9533360265352252,4.874999973512501,36.0,7.525,C:\
0.6388388537715706,4.874999973512501,16.0,10.0,C:\
0.6877391518946645,4.874999973512501,21.0,10.0,C:\
0.7602828885683408,4.874999973512501,26.0,10.0,C:\
0.8452045279576268,4.874999973512501,31.0,10.0,C:\
0.9186036403213628,4.874999973512501,36.0,10.0,C:\
0.0845147619107598,7.406249960134375,16.0,0.1,C:\
0.09457248465025493,7.406249960134375,21.0,0.1,C:\
0.158015645571834,7.406249960134375,26.0,0.1,C:\
0.2634873655068466,7.406249960134375,31.0,0.1,C:\
0.3510602296364258,7.406249960134375,36.0,0.1,C:\
0.4994175403936536,7.406249960134375,16.0,2.575,C:\
0.5562919143762235,7.406249960134375,21.0,2.575,C:\
0.6521957537147531,7.406249960134375,26.0,2.575,C:\
0.7688875458741844,7.406249960134375,31.0,2.575,C:\
0.8411335404997929,7.406249960134375,36.0,2.575,C:\
0.6782110609982457,7.406249960134375,16.0,5.05,C:\
0.7401594650597891,7.406249960134375,21.0,5.05,C:\
0.8289654569238447,7.406249960134375,26.0,5.05,C:\
0.9317468478976184,7.406249960134375,31.0,5.05,C:\
0.9987798672219969,7.406249960134375,36.0,5.05,C:\
0.6826393355640694,7.406249960134375,16.0,7.525,C:\
0.7330403687743177,7.406249960134375,21.0,7.525,C:\
0.8049862165750974,7.406249960134375,26.0,7.525,C:\
0.8909199784641637,7.406249960134375,31.0,7.525,C:\
0.9604767080108676,7.406249960134375,36.0,7.525,C:\
0.6482307494133495,7.406249960134375,16.0,10.0,C:\
0.6991128900006292,7.406249960134375,21.0,10.0,C:\
0.7689990245044459,7.406249960134375,26.0,10.0,C:\
0.84858621230851,7.406249960134375,31.0,10.0,C:\
0.9177908013569448,7.406249960134375,36.0,10.0,C:\
0.01880614319055152,9.937499946756253,16.0,0.1,C:\
0.014346524108477697,9.937499946756253,21.0,0.1,C:\
0.06666038039040112,9.937499946756253,26.0,0.1,C:\
0.17008631639415128,9.937499946756253,31.0,0.1,C:\
0.26722988594660224,9.937499946756253,36.0,0.1,C:\
0.4217164607192681,9.937499946756253,16.0,2.575,C:\
0.4751426618616956,9.937499946756253,21.0,2.575,C:\
0.5766778425761205,9.937499946756253,26.0,2.575,C:\
0.7066709947221583,9.937499946756253,31.0,2.575,C:\
0.7952075722017007,9.937499946756253,36.0,2.575,C:\
0.6210896909539949,9.937499946756253,16.0,5.05,C:\
0.6912559409498318,9.937499946756253,21.0,5.05,C:\
0.794916045016715,9.937499946756253,26.0,5.05,C:\
0.9139184521593268,9.937499946756253,31.0,5.05,C:\
0.9928199704178144,9.937499946756253,36.0,5.05,C:\
0.6621584008306991,9.937499946756253,16.0,7.525,C:\
0.7250189532548506,9.937499946756253,21.0,7.525,C:\
0.8078720700313666,9.937499946756253,26.0,7.525,C:\
0.900221663666529,9.937499946756253,31.0,7.525,C:\
0.971471971112586,9.937499946756253,36.0,7.525,C:\
0.6538902952605086,9.937499946756253,16.0,10.0,C:\
0.7133352651011888,9.937499946756253,21.0,10.0,C:\
0.7846297367469992,9.937499946756253,26.0,10.0,C:\
0.8598450067386709,9.937499946756253,31.0,10.0,C:\
0.9236597055467644,9.937499946756253,36.0,10.0,C:\
-0.022775282224684727,12.468749933378124,16.0,0.1,C:\
-0.032975079003843444,12.468749933378124,21.0,0.1,C:\
0.011274348910112586,12.468749933378124,26.0,0.1,C:\
0.11044252495554564,12.468749933378124,31.0,0.1,C:\
0.2116727973906789,12.468749933378124,36.0,0.1,C:\
0.34230423129522336,12.468749933378124,16.0,2.575,C:\
0.3956215274597197,12.468749933378124,21.0,2.575,C:\
0.5036763330764567,12.468749933378124,26.0,2.575,C:\
0.6467449649924037,12.468749933378124,31.0,2.575,C:\
0.7514146258372256,12.468749933378124,36.0,2.575,C:\
0.5461971499369831,12.468749933378124,16.0,5.05,C:\
0.6269459973628861,12.468749933378124,21.0,5.05,C:\
0.7494672378660407,12.468749933378124,26.0,5.05,C:\
0.8897502524607686,12.468749933378124,31.0,5.05,C:\
0.9847164910476404,12.468749933378124,36.0,5.05,C:\
0.6240744544618999,12.468749933378124,16.0,7.525,C:\
0.7035550084307629,12.468749933378124,21.0,7.525,C:\
0.8045971030190264,12.468749933378124,26.0,7.525,C:\
0.911224624198682,12.468749933378124,31.0,7.525,C:\
0.9889192200052332,12.468749933378124,36.0,7.525,C:\
0.6504745675823091,12.468749933378124,16.0,10.0,C:\
0.7229663775009207,12.468749933378124,21.0,10.0,C:\
0.8019832017649136,12.468749933378124,26.0,10.0,C:\
0.8787527530165287,12.468749933378124,31.0,10.0,C:\
0.9400153687146822,12.468749933378124,36.0,10.0,C:\
-0.039400697259876605,14.99999992,16.0,0.1,C:\
-0.045365487376686435,14.99999992,21.0,0.1,C:\
-0.0039563476652619825,14.99999992,26.0,0.1,C:\
0.08875013439091539,14.99999992,31.0,0.1,C:\
0.186054749619887,14.99999992,36.0,0.1,C:\
0.2814374872392058,14.99999992,16.0,2.575,C:\
0.3376326951792024,14.99999992,21.0,2.575,C:\
0.4482038240660726,14.99999992,26.0,2.575,C:\
0.594900581718683,14.99999992,31.0,2.575,C:\
0.7065823352110185,14.99999992,36.0,2.575,C:\
0.4786335681272185,14.99999992,16.0,5.05,C:\
0.5680085670618364,14.99999992,21.0,5.05,C:\
0.7027541834746858,14.99999992,26.0,5.05,C:\
0.8559508102145057,14.99999992,31.0,5.05,C:\
0.9615857575256936,14.99999992,36.0,5.05,C:\
0.5823366422085821,14.99999992,16.0,7.525,C:\
0.6759471145922921,14.99999992,21.0,7.525,C:\
0.7929933952095416,14.99999992,26.0,7.525,C:\
0.9127939783055412,14.99999992,31.0,7.525,C:\
0.9967936731169104,14.99999992,36.0,7.525,C:\
0.6387625357411206,14.99999992,16.0,10.0,C:\
0.7238311622514466,14.99999992,21.0,10.0,C:\
0.8131988602295799,14.99999992,26.0,10.0,C:\
0.8956824516862354,14.99999992,31.0,10.0,C:\
0.9569563712114082,14.99999992,36.0,10.0,C:\
