yield,[amine](mM),[aldehyde](mM),[isocyanide](mM),ptsa,spectrum_dir
0.004588518724033032,120.0,120.0,120.0,0.2943824451410658,C:\
0.00897256248589837,120.0,150.0,120.0,0.2943824451410658,C:\
0.00517138550423,120.0,180.0,120.0,0.2943824451410658,C:\
0.009326108234856549,120.0,210.0,120.0,0.2943824451410658,C:\
0.013059783051502249,120.0,240.0,120.0,0.2943824451410658,C:\
0.009014573814030535,120.0,270.0,120.0,0.2943824451410658,C:\
0.00814037312039386,120.0,300.0,120.0,0.2943824451410658,C:\
0.009461532403535757,150.0,120.0,120.0,0.2943824451410658,C:\
0.011168043300022294,180.0,120.0,120.0,0.2943824451410658,C:\
0.007851063914163776,180.0,180.0,120.0,0.2943824451410658,C:\
0.0073070254130465735,180.0,240.0,120.0,0.2943824451410658,C:\
0.01520045501577437,180.0,300.0,120.0,0.2943824451410658,C:\
0.0164767837134239,210.0,120.0,120.0,0.2943824451410658,C:\
0.017090616019639418,240.0,120.0,120.0,0.2943824451410658,C:\
0.02164164411775708,240.0,180.0,120.0,0.2943824451410658,C:\
0.0213758828334151,240.0,240.0,120.0,0.2943824451410658,C:\
0.027174265820602297,240.0,300.0,120.0,0.2943824451410658,C:\
0.018185162878235118,270.0,120.0,120.0,0.2943824451410658,C:\
0.01913925188661994,300.0,120.0,120.0,0.2943824451410658,C:\
0.027584715818950053,300.0,180.0,120.0,0.2943824451410658,C:\
0.03574652011207028,300.0,240.0,120.0,0.2943824451410658,C:\
0.08017563424187837,300.0,300.0,120.0,0.2943824451410658,C:\
0.00740606450716443,120.0,120.0,150.0,0.2943824451410658,C:\
0.005847154931843774,120.0,150.0,150.0,0.2943824451410658,C:\
0.008214057873554701,120.0,180.0,150.0,0.2943824451410658,C:\
0.010437246974872338,120.0,210.0,150.0,0.2943824451410658,C:\
0.012870828385622392,120.0,240.0,150.0,0.2943824451410658,C:\
0.01267953900901329,120.0,270.0,150.0,0.2943824451410658,C:\
0.01074106055409448,120.0,300.0,150.0,0.2943824451410658,C:\
0.01170018621006701,150.0,120.0,150.0,0.2943824451410658,C:\
0.01238808879221364,180.0,120.0,150.0,0.2943824451410658,C:\
0.01849370496826581,210.0,120.0,150.0,0.2943824451410658,C:\
0.026065076086676853,240.0,120.0,150.0,0.2943824451410658,C:\
0.03150181942561922,270.0,120.0,150.0,0.2943824451410658,C:\
0.036565123672268864,300.0,120.0,150.0,0.2943824451410658,C:\
0.008653262824508305,120.0,120.0,180.0,0.2943824451410658,C:\
0.010100634556383374,120.0,150.0,180.0,0.2943824451410658,C:\
0.013979709389940026,120.0,180.0,180.0,0.2943824451410658,C:\
0.015999841692044704,120.0,210.0,180.0,0.2943824451410658,C:\
0.015009167677579812,120.0,240.0,180.0,0.2943824451410658,C:\
0.012220599728980637,120.0,270.0,180.0,0.2943824451410658,C:\
0.01265526213971219,120.0,300.0,180.0,0.2943824451410658,C:\
0.011386298407966206,150.0,120.0,180.0,0.2943824451410658,C:\
0.010058443688525265,180.0,120.0,180.0,0.2943824451410658,C:\
0.016129924284259814,180.0,180.0,180.0,0.2943824451410658,C:\
0.010336555215832844,180.0,240.0,180.0,0.2943824451410658,C:\
