yield,[amine](mM),[aldehyde](mM),[isocyanide](mM),ptsa,spectrum_dir
0.007858082452793269,120.0,120.0,120.0,0.2073103448275862,C:\
0.010755604215785914,120.0,150.0,120.0,0.2073103448275862,C:\
0.020226141078867083,120.0,180.0,120.0,0.2073103448275862,C:\
0.017803157079008192,120.0,210.0,120.0,0.2073103448275862,C:\
0.019513454531588356,120.0,240.0,120.0,0.2073103448275862,C:\
0.013201080647555008,120.0,270.0,120.0,0.2073103448275862,C:\
0.011613537827183532,120.0,300.0,120.0,0.2073103448275862,C:\
0.017426258219387966,150.0,120.0,120.0,0.2073103448275862,C:\
0.016810645455722327,180.0,120.0,120.0,0.2073103448275862,C:\
0.035635382125255466,180.0,180.0,120.0,0.2073103448275862,C:\
0.03519981500454816,180.0,240.0,120.0,0.2073103448275862,C:\
0.04319081582525997,180.0,300.0,120.0,0.2073103448275862,C:\
0.0237046679841526,210.0,120.0,120.0,0.2073103448275862,C:\
0.018399303165344515,240.0,120.0,120.0,0.2073103448275862,C:\
0.04009154856904267,240.0,180.0,120.0,0.2073103448275862,C:\
0.02637866420852579,240.0,240.0,120.0,0.2073103448275862,C:\
0.06772623209402508,240.0,300.0,120.0,0.2073103448275862,C:\
0.010108947175905679,270.0,120.0,120.0,0.2073103448275862,C:\
0.007097924193879206,300.0,120.0,120.0,0.2073103448275862,C:\
0.008894803614942881,300.0,180.0,120.0,0.2073103448275862,C:\
0.020039967499490077,300.0,240.0,120.0,0.2073103448275862,C:\
0.0327013501351007,300.0,300.0,120.0,0.2073103448275862,C:\
0.015812590774847785,120.0,120.0,150.0,0.2073103448275862,C:\
0.016833141026337813,120.0,150.0,150.0,0.2073103448275862,C:\
0.015009558816696546,120.0,180.0,150.0,0.2073103448275862,C:\
0.012263243273544002,120.0,210.0,150.0,0.2073103448275862,C:\
0.010536603044946836,120.0,240.0,150.0,0.2073103448275862,C:\
0.019892962902707364,120.0,270.0,150.0,0.2073103448275862,C:\
0.02176681322113336,120.0,300.0,150.0,0.2073103448275862,C:\
0.02300650917972161,150.0,120.0,150.0,0.2073103448275862,C:\
0.021826736963964505,180.0,120.0,150.0,0.2073103448275862,C:\
0.029232351204400795,210.0,120.0,150.0,0.2073103448275862,C:\
0.02602198235458156,240.0,120.0,150.0,0.2073103448275862,C:\
0.017372091757239395,270.0,120.0,150.0,0.2073103448275862,C:\
0.009190981133899791,300.0,120.0,150.0,0.2073103448275862,C:\
0.02490188087334585,120.0,120.0,180.0,0.2073103448275862,C:\
0.030018024001380445,120.0,150.0,180.0,0.2073103448275862,C:\
0.02987275451157633,120.0,180.0,180.0,0.2073103448275862,C:\
0.03720128710026347,120.0,210.0,180.0,0.2073103448275862,C:\
0.02315992249963397,120.0,240.0,180.0,0.2073103448275862,C:\
0.031693016342056214,120.0,270.0,180.0,0.2073103448275862,C:\
0.030012340176304036,120.0,300.0,180.0,0.2073103448275862,C:\
0.03250609562808385,150.0,120.0,180.0,0.2073103448275862,C:\
0.03095865317739085,180.0,120.0,180.0,0.2073103448275862,C:\
0.044957190694523766,180.0,180.0,180.0,0.2073103448275862,C:\
0.03783368387271773,180.0,240.0,180.0,0.2073103448275862,C:\
0.04222801296986705,180.0,300.0,180.0,0.2073103448275862,C:\
0.05087911791958595,210.0,120.0,180.0,0.2073103448275862,C:\
0.02026845801788335,240.0,120.0,180.0,0.2073103448275862,C:\
0.0299614633922904,240.0,180.0,180.0,0.2073103448275862,C:\
0.029135838092069745,240.0,240.0,180.0,0.2073103448275862,C:\
0.06794447122783454,240.0,300.0,180.0,0.2073103448275862,C:\
0.01591625293137931,270.0,120.0,180.0,0.2073103448275862,C:\
0.0072099929076959186,300.0,120.0,180.0,0.2073103448275862,C:\
0.013662233210174832,300.0,180.0,180.0,0.2073103448275862,C:\
0.01716829101024568,300.0,240.0,180.0,0.2073103448275862,C:\
0.030297637744305564,300.0,300.0,180.0,0.2073103448275862,C:\
0.033311417135045374,120.0,120.0,210.0,0.2073103448275862,C:\
0.032960394786615534,120.0,150.0,210.0,0.2073103448275862,C:\
0.021520927373912858,120.0,180.0,210.0,0.2073103448275862,C:\
0.015452180275879171,120.0,210.0,210.0,0.2073103448275862,C:\
0.0317726708967952,120.0,240.0,210.0,0.2073103448275862,C:\
0.042293048122576,120.0,270.0,210.0,0.2073103448275862,C:\
0.043203535858394704,120.0,300.0,210.0,0.2073103448275862,C:\
0.022269042636501472,150.0,120.0,210.0,0.2073103448275862,C:\
0.05158779526737293,180.0,120.0,210.0,0.2073103448275862,C:\
0.03995134323200288,210.0,120.0,210.0,0.2073103448275862,C:\
0.042394431434061165,240.0,120.0,210.0,0.2073103448275862,C:\
0.018300925180038688,270.0,120.0,210.0,0.2073103448275862,C:\
0.0062794418192418,300.0,120.0,210.0,0.2073103448275862,C:\
0.03809355463662863,120.0,120.0,240.0,0.2073103448275862,C:\
0.04317001700997405,120.0,150.0,240.0,0.2073103448275862,C:\
0.044427789924183655,120.0,180.0,240.0,0.2073103448275862,C:\
0.04033374939705933,120.0,210.0,240.0,0.2073103448275862,C:\
0.03775162781048543,120.0,240.0,240.0,0.2073103448275862,C:\
0.04231901039608221,120.0,270.0,240.0,0.2073103448275862,C:\
0.05378582641252173,120.0,300.0,240.0,0.2073103448275862,C:\
0.05188554556364272,150.0,120.0,240.0,0.2073103448275862,C:\
0.03553134679306337,180.0,120.0,240.0,0.2073103448275862,C:\
0.048905255520347135,180.0,180.0,240.0,0.2073103448275862,C:\
0.04485088264430357,180.0,240.0,240.0,0.2073103448275862,C:\
0.0712439275249852,180.0,300.0,240.0,0.2073103448275862,C:\
0.054826193596993665,210.0,120.0,240.0,0.2073103448275862,C:\
0.048944293431917994,240.0,120.0,240.0,0.2073103448275862,C:\
0.060989010413579375,240.0,180.0,240.0,0.2073103448275862,C:\
0.046912319181020734,240.0,240.0,240.0,0.2073103448275862,C:\
0.034594303468186816,240.0,300.0,240.0,0.2073103448275862,C:\
0.023055311183390527,270.0,120.0,240.0,0.2073103448275862,C:\
0.00697782565018018,300.0,120.0,240.0,0.2073103448275862,C:\
0.016305136980807353,300.0,180.0,240.0,0.2073103448275862,C:\
0.018566803869448457,300.0,240.0,240.0,0.2073103448275862,C:\
0.03903230617822315,300.0,300.0,240.0,0.2073103448275862,C:\
0.05205924348201442,120.0,120.0,270.0,0.2073103448275862,C:\
0.05150719895421608,120.0,150.0,270.0,0.2073103448275862,C:\
0.05043487477083,120.0,180.0,270.0,0.2073103448275862,C:\
0.0585152215220691,120.0,210.0,270.0,0.2073103448275862,C:\
0.05438451411117315,120.0,240.0,270.0,0.2073103448275862,C:\
0.048721685958686034,120.0,270.0,270.0,0.2073103448275862,C:\
0.057188261876295415,120.0,300.0,270.0,0.2073103448275862,C:\
0.040022235585762726,150.0,120.0,270.0,0.2073103448275862,C:\
0.04178297113060812,180.0,120.0,270.0,0.2073103448275862,C:\
0.0795535955196708,210.0,120.0,270.0,0.2073103448275862,C:\
0.03244137586235295,240.0,120.0,270.0,0.2073103448275862,C:\
0.013687346659950472,270.0,120.0,270.0,0.2073103448275862,C:\
0.030156040936371094,300.0,120.0,270.0,0.2073103448275862,C:\
0.06972910058752851,120.0,120.0,300.0,0.2073103448275862,C:\
0.04320552269176972,120.0,150.0,300.0,0.2073103448275862,C:\
0.07317102681313327,120.0,180.0,300.0,0.2073103448275862,C:\
0.06648101380190521,120.0,210.0,300.0,0.2073103448275862,C:\
0.0697757470235444,120.0,240.0,300.0,0.2073103448275862,C:\
0.07785840385363696,120.0,270.0,300.0,0.2073103448275862,C:\
0.07699369114701328,120.0,300.0,300.0,0.2073103448275862,C:\
0.02837062270272295,150.0,120.0,300.0,0.2073103448275862,C:\
0.07253031974180635,150.0,150.0,300.0,0.2073103448275862,C:\
0.04957688014682917,150.0,180.0,300.0,0.2073103448275862,C:\
0.05695998199446836,150.0,210.0,300.0,0.2073103448275862,C:\
0.06742798139304783,150.0,240.0,300.0,0.2073103448275862,C:\
0.07648646978292349,150.0,270.0,300.0,0.2073103448275862,C:\
0.07974819883277096,150.0,300.0,300.0,0.2073103448275862,C:\
0.0810727033906273,180.0,120.0,300.0,0.2073103448275862,C:\
0.06278620281335598,180.0,150.0,300.0,0.2073103448275862,C:\
0.05257707734664205,180.0,180.0,300.0,0.2073103448275862,C:\
0.06843422491626112,180.0,210.0,300.0,0.2073103448275862,C:\
0.07221045175677739,180.0,240.0,300.0,0.2073103448275862,C:\
0.07571927138123137,180.0,270.0,300.0,0.2073103448275862,C:\
0.08057091008594422,180.0,300.0,300.0,0.2073103448275862,C:\
0.0770192587376482,210.0,120.0,300.0,0.2073103448275862,C:\
0.0824042606765582,210.0,150.0,300.0,0.2073103448275862,C:\
0.09241829377933224,210.0,180.0,300.0,0.2073103448275862,C:\
0.0773333472421486,210.0,210.0,300.0,0.2073103448275862,C:\
0.06906665908599427,210.0,240.0,300.0,0.2073103448275862,C:\
0.07823663182343094,210.0,270.0,300.0,0.2073103448275862,C:\
0.09743800384456898,210.0,300.0,300.0,0.2073103448275862,C:\
0.061936234412607274,240.0,120.0,300.0,0.2073103448275862,C:\
0.05563503040662222,240.0,150.0,300.0,0.2073103448275862,C:\
0.07263985977333227,240.0,180.0,300.0,0.2073103448275862,C:\
0.07704220477516376,240.0,210.0,300.0,0.2073103448275862,C:\
0.06583651438422652,240.0,240.0,300.0,0.2073103448275862,C:\
0.06329923457104912,240.0,270.0,300.0,0.2073103448275862,C:\
0.0798836727927738,240.0,300.0,300.0,0.2073103448275862,C:\
0.034400364594958516,270.0,120.0,300.0,0.2073103448275862,C:\
0.031105595448267888,270.0,150.0,300.0,0.2073103448275862,C:\
0.030518562893410837,270.0,180.0,300.0,0.2073103448275862,C:\
0.049618435082472184,270.0,210.0,300.0,0.2073103448275862,C:\
0.04301721485222846,270.0,240.0,300.0,0.2073103448275862,C:\
0.0632709818403513,270.0,270.0,300.0,0.2073103448275862,C:\
0.04383773973228545,270.0,300.0,300.0,0.2073103448275862,C:\
0.01880124832328857,300.0,120.0,300.0,0.2073103448275862,C:\
0.02233451626306056,300.0,150.0,300.0,0.2073103448275862,C:\
0.015831494947681036,300.0,180.0,300.0,0.2073103448275862,C:\
0.026073080971399328,300.0,210.0,300.0,0.2073103448275862,C:\
0.03085759949950708,300.0,240.0,300.0,0.2073103448275862,C:\
0.0410678283935809,300.0,270.0,300.0,0.2073103448275862,C:\
0.03667224078471943,300.0,300.0,300.0,0.2073103448275862,C:\
