yield,[amine](mM),[aldehyde](mM),[isocyanide](mM),ptsa,spectrum_dir
0.0048040401740436466,120.0,120.0,120.0,0.06968025078369905,C:\
0.0048555521626714076,120.0,150.0,120.0,0.06968025078369905,C:\
0.007304130823579776,120.0,180.0,120.0,0.06968025078369905,C:\
0.011209068511903916,120.0,210.0,120.0,0.06968025078369905,C:\
0.010965233832918534,120.0,240.0,120.0,0.06968025078369905,C:\
0.011955358317077596,120.0,270.0,120.0,0.06968025078369905,C:\
0.01866403885878184,120.0,300.0,120.0,0.06968025078369905,C:\
0.001196856375672287,150.0,120.0,120.0,0.06968025078369905,C:\
0.00021538236335852927,180.0,120.0,120.0,0.06968025078369905,C:\
0.0028100233373365923,180.0,180.0,120.0,0.06968025078369905,C:\
0.006228470583620806,180.0,240.0,120.0,0.06968025078369905,C:\
0.010815412673393034,180.0,300.0,120.0,0.06968025078369905,C:\
0.0003967930649300665,210.0,120.0,120.0,0.06968025078369905,C:\
0.00020487610816949362,240.0,120.0,120.0,0.06968025078369905,C:\
-2.425335000342827e-05,240.0,180.0,120.0,0.06968025078369905,C:\
0.0005830783565824518,240.0,240.0,120.0,0.06968025078369905,C:\
0.005902057891566696,240.0,300.0,120.0,0.06968025078369905,C:\
0.00011606179155898799,270.0,120.0,120.0,0.06968025078369905,C:\
0.0003107730188796426,300.0,120.0,120.0,0.06968025078369905,C:\
-3.709897488342025e-05,300.0,180.0,120.0,0.06968025078369905,C:\
-0.0006759932512047941,300.0,240.0,120.0,0.06968025078369905,C:\
0.001227577928458599,300.0,300.0,120.0,0.06968025078369905,C:\
0.00462042750990429,120.0,120.0,150.0,0.06968025078369905,C:\
0.008429956364396494,120.0,150.0,150.0,0.06968025078369905,C:\
0.011423935386980104,120.0,180.0,150.0,0.06968025078369905,C:\
0.011380938939237922,120.0,210.0,150.0,0.06968025078369905,C:\
0.015233504504455637,120.0,240.0,150.0,0.06968025078369905,C:\
0.016668308020828852,120.0,270.0,150.0,0.06968025078369905,C:\
0.01951504304221607,120.0,300.0,150.0,0.06968025078369905,C:\
0.00143869769730165,150.0,120.0,150.0,0.06968025078369905,C:\
0.0003003978048385003,180.0,120.0,150.0,0.06968025078369905,C:\
-0.0005405460864319031,210.0,120.0,150.0,0.06968025078369905,C:\
-0.0003177230897214261,240.0,120.0,150.0,0.06968025078369905,C:\
-1.7980821580456405e-05,270.0,120.0,150.0,0.06968025078369905,C:\
-1.818917758765362e-05,300.0,120.0,150.0,0.06968025078369905,C:\
0.009460717109179794,120.0,120.0,180.0,0.06968025078369905,C:\
0.007798766954525901,120.0,150.0,180.0,0.06968025078369905,C:\
0.011230916528393385,120.0,180.0,180.0,0.06968025078369905,C:\
0.016705724639893636,120.0,210.0,180.0,0.06968025078369905,C:\
0.017198187270919114,120.0,240.0,180.0,0.06968025078369905,C:\
0.019469864995307,120.0,270.0,180.0,0.06968025078369905,C:\
0.029698965696569414,120.0,300.0,180.0,0.06968025078369905,C:\
0.0015303548503155726,150.0,120.0,180.0,0.06968025078369905,C:\
0.00019565542301859613,180.0,120.0,180.0,0.06968025078369905,C:\
0.002958694044361962,180.0,180.0,180.0,0.06968025078369905,C:\
0.005723235481503509,180.0,240.0,180.0,0.06968025078369905,C:\
0.009726718100860694,180.0,300.0,180.0,0.06968025078369905,C:\
-0.00029911306118925835,210.0,120.0,180.0,0.06968025078369905,C:\
-0.00010770107139529298,240.0,120.0,180.0,0.06968025078369905,C:\
0.00033701880779292025,240.0,180.0,180.0,0.06968025078369905,C:\
0.002877954394932775,240.0,240.0,180.0,0.06968025078369905,C:\
0.0056543035337563545,240.0,300.0,180.0,0.06968025078369905,C:\
-0.00014683968484184844,270.0,120.0,180.0,0.06968025078369905,C:\
-9.195227464711991e-05,300.0,120.0,180.0,0.06968025078369905,C:\
-0.00022727651259695785,300.0,180.0,180.0,0.06968025078369905,C:\
5.166944224094087e-05,300.0,240.0,180.0,0.06968025078369905,C:\
0.0024139657638349624,300.0,300.0,180.0,0.06968025078369905,C:\
0.008461430155348277,120.0,120.0,210.0,0.06968025078369905,C:\
0.011111477127567429,120.0,150.0,210.0,0.06968025078369905,C:\
0.01632742715578232,120.0,180.0,210.0,0.06968025078369905,C:\
0.012334580079786512,120.0,210.0,210.0,0.06968025078369905,C:\
0.02117539413466375,120.0,240.0,210.0,0.06968025078369905,C:\
0.029747128075838018,120.0,270.0,210.0,0.06968025078369905,C:\
0.023092948113851947,120.0,300.0,210.0,0.06968025078369905,C:\
0.00405934913803838,150.0,120.0,210.0,0.06968025078369905,C:\
0.002144187037077179,180.0,120.0,210.0,0.06968025078369905,C:\
0.0013642097252716122,210.0,120.0,210.0,0.06968025078369905,C:\
