yield,[amine](mM),[aldehyde](mM),[isocyanide](mM),ptsa,spectrum_dir
0.012054822632212246,120.0,120.0,120.0,0.0977680250783699,C:\
0.015481003918557354,120.0,150.0,120.0,0.0977680250783699,C:\
0.016148498104274638,120.0,180.0,120.0,0.0977680250783699,C:\
0.018988907713501545,120.0,210.0,120.0,0.0977680250783699,C:\
0.019885846415172947,120.0,240.0,120.0,0.0977680250783699,C:\
0.022678970201682632,120.0,270.0,120.0,0.0977680250783699,C:\
0.030855806593326186,120.0,300.0,120.0,0.0977680250783699,C:\
0.00819301173573853,150.0,120.0,120.0,0.0977680250783699,C:\
0.0023697126823550483,180.0,120.0,120.0,0.0977680250783699,C:\
0.007153976809967501,180.0,180.0,120.0,0.0977680250783699,C:\
0.012614954335286772,180.0,240.0,120.0,0.0977680250783699,C:\
0.010613486385770612,180.0,300.0,120.0,0.0977680250783699,C:\
0.0010300560120715797,210.0,120.0,120.0,0.0977680250783699,C:\
-0.0008503699931761539,240.0,120.0,120.0,0.0977680250783699,C:\
0.0018464713405301823,240.0,180.0,120.0,0.0977680250783699,C:\
0.004761663591834628,240.0,240.0,120.0,0.0977680250783699,C:\
0.008256422312223167,240.0,300.0,120.0,0.0977680250783699,C:\
-0.0002763625296607293,270.0,120.0,120.0,0.0977680250783699,C:\
-0.0005166946431643559,300.0,120.0,120.0,0.0977680250783699,C:\
7.413691841848052e-05,300.0,180.0,120.0,0.0977680250783699,C:\
0.004691114370099372,300.0,240.0,120.0,0.0977680250783699,C:\
0.005245735883518571,300.0,300.0,120.0,0.0977680250783699,C:\
0.009334491932105041,120.0,120.0,150.0,0.0977680250783699,C:\
0.02366208323132047,120.0,150.0,150.0,0.0977680250783699,C:\
0.02138594902720237,120.0,180.0,150.0,0.0977680250783699,C:\
0.02937935240745435,120.0,210.0,150.0,0.0977680250783699,C:\
0.03831712349974531,120.0,240.0,150.0,0.0977680250783699,C:\
0.03729558514647161,120.0,270.0,150.0,0.0977680250783699,C:\
0.039301443555982016,120.0,300.0,150.0,0.0977680250783699,C:\
0.007171602047290027,150.0,120.0,150.0,0.0977680250783699,C:\
0.003533280876426857,180.0,120.0,150.0,0.0977680250783699,C:\
0.00037135733175321095,210.0,120.0,150.0,0.0977680250783699,C:\
0.0005546095257626062,240.0,120.0,150.0,0.0977680250783699,C:\
-0.00030202335412876657,270.0,120.0,150.0,0.0977680250783699,C:\
-0.0002908411781162018,300.0,120.0,150.0,0.0977680250783699,C:\
0.026176239898647643,120.0,120.0,180.0,0.0977680250783699,C:\
0.022947542045415072,120.0,150.0,180.0,0.0977680250783699,C:\
0.033969966791233486,120.0,180.0,180.0,0.0977680250783699,C:\
0.05691054198896193,120.0,210.0,180.0,0.0977680250783699,C:\
0.04461802274852348,120.0,240.0,180.0,0.0977680250783699,C:\
0.03897933240740264,120.0,270.0,180.0,0.0977680250783699,C:\
0.043544333504578606,120.0,300.0,180.0,0.0977680250783699,C:\
0.009841519128621109,150.0,120.0,180.0,0.0977680250783699,C:\
0.0035654903265398274,180.0,120.0,180.0,0.0977680250783699,C:\
0.007623049855705959,180.0,180.0,180.0,0.0977680250783699,C:\
0.011106537845353523,180.0,240.0,180.0,0.0977680250783699,C:\
0.01847661559881845,180.0,300.0,180.0,0.0977680250783699,C:\
0.0012590277632111102,210.0,120.0,180.0,0.0977680250783699,C:\
-0.00016476826448390096,240.0,120.0,180.0,0.0977680250783699,C:\
0.002721956253263643,240.0,180.0,180.0,0.0977680250783699,C:\
