ic001,am001,ald001,ptsa,yield
0.12,0.12,0.15,0.21854545454545454,0.009097251570142737
0.12,0.12,0.15,0.22135423197492163,0.008855202566564892
0.12,0.12,0.15,0.2241630094043887,0.008672242428410172
0.12,0.12,0.15,0.2269717868338558,0.008543227562048134
0.12,0.12,0.15,0.22978056426332288,0.008463014373848334
0.12,0.12,0.15,0.23258934169278997,0.008426459270180327
0.12,0.12,0.15,0.23539811912225705,0.00842841865741367
0.12,0.12,0.15,0.23820689655172414,0.008463748941917915
0.12,0.12,0.15,0.24101567398119123,0.008527306530062622
0.12,0.12,0.15,0.2438244514106583,0.008613947828217346
0.12,0.12,0.15,0.2466332288401254,0.008718529242751641
0.12,0.12,0.15,0.24944200626959245,0.008835907180035059
0.12,0.12,0.15,0.2522507836990595,0.008960938046437163
0.12,0.12,0.15,0.2550595611285266,0.009088478248327508
0.12,0.12,0.15,0.2578683385579937,0.009213384192075645
0.12,0.12,0.15,0.2606771159874608,0.009330513449047863
0.12,0.12,0.15,0.26348589341692785,0.009435315408950186
0.12,0.12,0.15,0.26629467084639497,0.00952479240213206
0.12,0.12,0.15,0.269103448275862,0.009596198398237
0.12,0.12,0.15,0.27191222570532914,0.009646787366908506
0.12,0.12,0.15,0.27472100313479625,0.009673813277790096
0.12,0.12,0.15,0.2775297805642633,0.009674530100525278
0.12,0.12,0.15,0.2803385579937304,0.009646191804757563
0.12,0.12,0.15,0.2831473354231975,0.00958605236013046
0.12,0.12,0.15,0.2859561128526646,0.009491365736287479
0.12,0.12,0.15,0.28876489028213165,0.00935938590287213
0.12,0.12,0.15,0.2915736677115987,0.009187366829527926
0.12,0.12,0.15,0.2943824451410658,0.00897256248589837
0.12,0.12,0.15,0.2971912225705329,0.00871222684162698
0.12,0.12,0.15,0.3,0.008403613866357258
0.12,0.12,0.18,0.02193103448275862,0.0011106430744435443
0.12,0.12,0.18,0.024739811912225705,0.0013008499208991696
0.12,0.12,0.18,0.02754858934169279,0.0015029299285529475
0.12,0.12,0.18,0.030357366771159872,0.001718861364223175
0.12,0.12,0.18,0.033166144200626954,0.0019506224947281486
0.12,0.12,0.18,0.03597492163009404,0.0022001915868861653
0.12,0.12,0.18,0.038783699059561125,0.002469546907515522
0.12,0.12,0.18,0.04159247648902821,0.0027606667234345156
0.12,0.12,0.18,0.044401253918495295,0.003075529301461443
0.12,0.12,0.18,0.04721003134796238,0.003416112908414601
0.12,0.12,0.18,0.050018808777429466,0.0037843958111122857
0.12,0.12,0.18,0.05282758620689655,0.0041823562763727935
0.12,0.12,0.18,0.05563636363636363,0.004611972571014424
0.12,0.12,0.18,0.058445141065830715,0.005075222961855471
0.12,0.12,0.18,0.0612539184952978,0.005574085715714233
0.12,0.12,0.18,0.06406269592476488,0.006110539099409006
0.12,0.12,0.18,0.06687147335423196,0.006686561379758089
0.12,0.12,0.18,0.06968025078369905,0.007304130823579777
0.12,0.12,0.18,0.07248902821316613,0.007965225697692367
0.12,0.12,0.18,0.07529780564263322,0.008671824268914155
0.12,0.12,0.18,0.0781065830721003,0.00942590480406344
0.12,0.12,0.18,0.08091536050156739,0.010229445569958515
0.12,0.12,0.18,0.08372413793103448,0.011084424833417678
0.12,0.12,0.18,0.08653291536050156,0.01199282086125923
0.12,0.12,0.18,0.08934169278996865,0.012956611920301465
0.12,0.12,0.18,0.09215047021943573,0.013977705440807753
0.12,0.12,0.18,0.09495924764890282,0.015049437629895497
0.12,0.12,0.18,0.0977680250783699,0.016148498104274635
0.12,0.12,0.18,0.10057680250783699,0.017249663893672107
0.12,0.12,0.18,0.10338557993730407,0.01832771202781488
0.12,0.12,0.18,0.10619435736677116,0.019357419536429887
0.12,0.12,0.18,0.10900313479623824,0.020313563449244093
0.12,0.12,0.18,0.11181191222570533,0.021170920795984444
0.12,0.12,0.18,0.11462068965517241,0.02190426860637789
0.12,0.12,0.18,0.1174294670846395,0.02248838391015139
0.12,0.12,0.18,0.12023824451410658,0.022898043737031873
0.12,0.12,0.18,0.12304702194357367,0.02311061412322111
0.12,0.12,0.18,0.12585579937304076,0.023136315561571617
0.12,0.12,0.18,0.12866457680250784,0.023007952210468544
0.12,0.12,0.18,0.13147335423197493,0.02275877215944839
0.12,0.12,0.18,0.134282131661442,0.022422023498047665
0.12,0.12,0.18,0.13709090909090907,0.022030954315802882
0.12,0.12,0.18,0.13989968652037615,0.021618812702250547
0.12,0.12,0.18,0.14270846394984324,0.021218846746927176
0.12,0.12,0.18,0.14551724137931032,0.020864304539369275
0.12,0.12,0.18,0.14832601880877744,0.020588434169113348
0.12,0.12,0.18,0.15113479623824452,0.020424483315645003
0.12,0.12,0.18,0.1539435736677116,0.020395700566874696
0.12,0.12,0.18,0.15675235109717867,0.020489396418323348
0.12,0.12,0.18,0.15956112852664575,0.020684810333341543
0.12,0.12,0.18,0.16236990595611284,0.020961181775279874
0.12,0.12,0.18,0.16517868338557992,0.021297750207488926
0.12,0.12,0.18,0.167987460815047,0.021673755093319307
0.12,0.12,0.18,0.1707962382445141,0.022068435896121605
0.12,0.12,0.18,0.17360501567398118,0.022461032079246403
0.12,0.12,0.18,0.17641379310344826,0.0228307831060443
0.12,0.12,0.18,0.17922257053291535,0.023156928439865887
0.12,0.12,0.18,0.18203134796238243,0.023418707544061747
0.12,0.12,0.18,0.18484012539184952,0.023595359881982483
0.12,0.12,0.18,0.1876489028213166,0.023666124916978684
0.12,0.12,0.18,0.1904576802507837,0.02361024211240095
0.12,0.12,0.18,0.19326645768025077,0.02340964102286148
0.12,0.12,0.18,0.19607523510971786,0.023061122371798446
0.12,0.12,0.18,0.19888401253918495,0.02256659728130082
0.12,0.12,0.18,0.20169278996865203,0.021927981521935272
0.12,0.12,0.18,0.20450156739811912,0.021147190864268466
0.12,0.12,0.18,0.2073103448275862,0.02022614107886708
0.12,0.12,0.18,0.2101191222570533,0.019166747936297777
0.12,0.12,0.18,0.21292789968652037,0.017974235248065813
0.12,0.12,0.18,0.21573667711598746,0.016676660655062937
0.12,0.12,0.18,0.21854545454545454,0.015311716633944894
0.12,0.12,0.18,0.22135423197492163,0.013917129647158303
0.12,0.12,0.18,0.2241630094043887,0.012530626157149772
0.12,0.12,0.18,0.2269717868338558,0.011189932626365915
0.12,0.12,0.18,0.22978056426332288,0.009932775517253334
0.12,0.12,0.18,0.23258934169278997,0.00879688129225864
0.12,0.12,0.18,0.23539811912225705,0.007819976413828445
0.12,0.12,0.18,0.23820689655172414,0.007039787344409356
0.12,0.12,0.18,0.24101567398119123,0.006494040546447984
0.12,0.12,0.18,0.2438244514106583,0.006220462482390939
0.12,0.12,0.18,0.2466332288401254,0.00625677961468483
0.12,0.12,0.18,0.24944200626959245,0.006640718405776262
0.12,0.12,0.18,0.2522507836990595,0.007394035227479032
0.12,0.12,0.18,0.2550595611285266,0.008360631470827216
0.12,0.12,0.18,0.2578683385579937,0.00927326051452966
0.12,0.12,0.18,0.2606771159874608,0.009863159967076464
0.12,0.12,0.18,0.26348589341692785,0.009953815329562432
0.12,0.12,0.18,0.26629467084639497,0.009610772026000013
0.12,0.12,0.18,0.269103448275862,0.00893879899379266
0.12,0.12,0.18,0.27191222570532914,0.008042665170343792
0.12,0.12,0.18,0.27472100313479625,0.007027139493056869
0.12,0.12,0.18,0.2775297805642633,0.005996990899335351
0.12,0.12,0.18,0.2803385579937304,0.005056988326582645
0.12,0.12,0.18,0.2831473354231975,0.00431190071220223
0.12,0.12,0.18,0.2859561128526646,0.0038664969935975216
0.12,0.12,0.18,0.28876489028213165,0.0038255461081719774
0.12,0.12,0.18,0.2915736677115987,0.00428512795774012
0.12,0.12,0.18,0.2943824451410658,0.0051713855042299995
0.12,0.12,0.18,0.2971912225705329,0.006255647553401391
0.12,0.12,0.18,0.3,0.007303586670661902
0.12,0.12,0.21,0.02193103448275862,0.0004053866192561075
0.12,0.12,0.21,0.024739811912225705,0.0006609989977683435
0.12,0.12,0.21,0.02754858934169279,0.000979333897293688
0.12,0.12,0.21,0.030357366771159872,0.001357400151431496
0.12,0.12,0.21,0.033166144200626954,0.0017922065937811217
0.12,0.12,0.21,0.03597492163009404,0.00228076205794192
0.12,0.12,0.21,0.038783699059561125,0.0028200753775132455
0.12,0.12,0.21,0.04159247648902821,0.003407155386094452
0.12,0.12,0.21,0.044401253918495295,0.004039010917284895
0.12,0.12,0.21,0.04721003134796238,0.0047126508046839285
0.12,0.12,0.21,0.050018808777429466,0.005425083881890908
0.12,0.12,0.21,0.05282758620689655,0.0061733189825051845
0.12,0.12,0.21,0.05563636363636363,0.006954364940126115
0.12,0.12,0.21,0.058445141065830715,0.007765230588353056
0.12,0.12,0.21,0.0612539184952978,0.00860292476078536
0.12,0.12,0.21,0.06406269592476488,0.009463430338342469
0.12,0.12,0.21,0.06687147335423196,0.010336398743970127
0.12,0.12,0.21,0.06968025078369905,0.011209068511903916
0.12,0.12,0.21,0.07248902821316613,0.01206867342659849
0.12,0.12,0.21,0.07529780564263322,0.012902447272508503
0.12,0.12,0.21,0.0781065830721003,0.013697623834088613
0.12,0.12,0.21,0.08091536050156739,0.014441436895793473
0.12,0.12,0.21,0.08372413793103448,0.015126295311768814
0.12,0.12,0.21,0.08653291536050156,0.01578465932074917
0.12,0.12,0.21,0.08934169278996865,0.01646767151298343
0.12,0.12,0.21,0.09215047021943573,0.017226321343511163
0.12,0.12,0.21,0.09495924764890282,0.01808036646325711
0.12,0.12,0.21,0.0977680250783699,0.018988907713501545
0.12,0.12,0.21,0.10057680250783699,0.019904076855267717
0.12,0.12,0.21,0.10338557993730407,0.020778005649578875
0.12,0.12,0.21,0.10619435736677116,0.02156282585745827
0.12,0.12,0.21,0.10900313479623824,0.022210669239929138
0.12,0.12,0.21,0.11181191222570533,0.022673762093180165
0.12,0.12,0.21,0.11462068965517241,0.022931131054661255
0.12,0.12,0.21,0.1174294670846395,0.023025317536214594
0.12,0.12,0.21,0.12023824451410658,0.0230080646245455
0.12,0.12,0.21,0.12304702194357367,0.02292906688662929
0.12,0.12,0.21,0.12585579937304076,0.02281202320216774
0.12,0.12,0.21,0.12866457680250784,0.022662763401530388
0.12,0.12,0.21,0.13147335423197493,0.022486766059989033
0.12,0.12,0.21,0.134282131661442,0.022289509752815493
0.12,0.12,0.21,0.13709090909090907,0.022076473055281553
0.12,0.12,0.21,0.13989968652037615,0.021853134542659032
0.12,0.12,0.21,0.14270846394984324,0.021624972790219733
0.12,0.12,0.21,0.14551724137931032,0.021397466373235443
0.12,0.12,0.21,0.14832601880877744,0.02117609386697798
0.12,0.12,0.21,0.15113479623824452,0.020966333790966487
0.12,0.12,0.21,0.1539435736677116,0.02077230513619172
0.12,0.12,0.21,0.15675235109717867,0.02059324056357203
0.12,0.12,0.21,0.15956112852664575,0.020427275354488197
0.12,0.12,0.21,0.16236990595611284,0.020272544790320972
0.12,0.12,0.21,0.16517868338557992,0.020127184152451127
0.12,0.12,0.21,0.167987460815047,0.019989328722259423
0.12,0.12,0.21,0.1707962382445141,0.01985711378112663
0.12,0.12,0.21,0.17360501567398118,0.019728674610433504
0.12,0.12,0.21,0.17641379310344826,0.01960214649156081
0.12,0.12,0.21,0.17922257053291535,0.019475664705889316
0.12,0.12,0.21,0.18203134796238243,0.019347364534799776
0.12,0.12,0.21,0.18484012539184952,0.019215381259672964
0.12,0.12,0.21,0.1876489028213166,0.019077850161889637
0.12,0.12,0.21,0.1904576802507837,0.01893290652283057
0.12,0.12,0.21,0.19326645768025077,0.01877868562387651
0.12,0.12,0.21,0.19607523510971786,0.01861332274640824
0.12,0.12,0.21,0.19888401253918495,0.0184349531718065
0.12,0.12,0.21,0.20169278996865203,0.018241712181452072
0.12,0.12,0.21,0.20450156739811912,0.018031735056725715
0.12,0.12,0.21,0.2073103448275862,0.017803157079008192
0.12,0.12,0.21,0.2101191222570533,0.01755411352968027
0.12,0.12,0.21,0.21292789968652037,0.017282739690122714
0.12,0.12,0.21,0.21573667711598746,0.01698717084171628
0.12,0.12,0.21,0.21854545454545454,0.01666554226584173
0.12,0.12,0.21,0.22135423197492163,0.01631598924387984
0.12,0.12,0.21,0.2241630094043887,0.015936647057211362
0.12,0.12,0.21,0.2269717868338558,0.015525650987217067
0.12,0.12,0.21,0.22978056426332288,0.015081136315277716
0.12,0.12,0.21,0.23258934169278997,0.014601238322774072
0.12,0.12,0.21,0.23539811912225705,0.014084092291086904
0.12,0.12,0.21,0.23820689655172414,0.01352783350159697
0.12,0.12,0.21,0.24101567398119123,0.012930597235685034
0.12,0.12,0.21,0.2438244514106583,0.012290518774731862
0.12,0.12,0.21,0.2466332288401254,0.01160573340011822
0.12,0.12,0.21,0.24944200626959245,0.010874376393224874
0.12,0.12,0.21,0.2522507836990595,0.010094583035432583
0.12,0.12,0.21,0.2550595611285266,0.009264488608122096
0.12,0.12,0.21,0.2578683385579937,0.008382228392674208
0.12,0.12,0.21,0.2606771159874608,0.007445972385783999
0.12,0.12,0.21,0.26348589341692785,0.00647152596383677
0.12,0.12,0.21,0.26629467084639497,0.00552097001724723
0.12,0.12,0.21,0.269103448275862,0.004663883944329907
0.12,0.12,0.21,0.27191222570532914,0.0039698471433992615
0.12,0.12,0.21,0.27472100313479625,0.0035084390127698064
0.12,0.12,0.21,0.2775297805642633,0.0033492389507560377
0.12,0.12,0.21,0.2803385579937304,0.0035618172138946816
0.12,0.12,0.21,0.2831473354231975,0.0041849271258872014
0.12,0.12,0.21,0.2859561128526646,0.0051577223417195285
0.12,0.12,0.21,0.28876489028213165,0.00639927203063471
0.12,0.12,0.21,0.2915736677115987,0.00782699819828428
0.12,0.12,0.21,0.2943824451410658,0.009326108234856549
0.12,0.12,0.21,0.2971912225705329,0.010752461711798531
0.12,0.12,0.21,0.3,0.011960845958065295
0.12,0.12,0.24,0.02193103448275862,0.0011117889399332877
0.12,0.12,0.24,0.024739811912225705,0.0013434913704374008
0.12,0.12,0.24,0.02754858934169279,0.0016234337268867076
0.12,0.12,0.24,0.030357366771159872,0.0019508297131786852
0.12,0.12,0.24,0.033166144200626954,0.0023248930332108097
0.12,0.12,0.24,0.03597492163009404,0.0027448373908805584
0.12,0.12,0.24,0.038783699059561125,0.0032098764900854084
0.12,0.12,0.24,0.04159247648902821,0.003719224034722835
0.12,0.12,0.24,0.044401253918495295,0.004272093728690316
0.12,0.12,0.24,0.04721003134796238,0.004867699275885328
0.12,0.12,0.24,0.050018808777429466,0.0055052543802053475
0.12,0.12,0.24,0.05282758620689655,0.006183972745547849
0.12,0.12,0.24,0.05563636363636363,0.00690306807581031
0.12,0.12,0.24,0.058445141065830715,0.007661754074890214
0.12,0.12,0.24,0.0612539184952978,0.00845924444668503
0.12,0.12,0.24,0.06406269592476488,0.009291743879973023
0.12,0.12,0.24,0.06687147335423196,0.010136887539671784
0.12,0.12,0.24,0.06968025078369905,0.010965233832918534
0.12,0.12,0.24,0.07248902821316613,0.011747327236224936
0.12,0.12,0.24,0.07529780564263322,0.01245371222610266
0.12,0.12,0.24,0.0781065830721003,0.013054933279063381
0.12,0.12,0.24,0.08091536050156739,0.013521534871618758
0.12,0.12,0.24,0.08372413793103448,0.013846347520315183
0.12,0.12,0.24,0.08653291536050156,0.014194679952365879
0.12,0.12,0.24,0.08934169278996865,0.014812295006454255
0.12,0.12,0.24,0.09215047021943573,0.015944231831459602
0.12,0.12,0.24,0.09495924764890282,0.01769326101169595
0.12,0.12,0.24,0.0977680250783699,0.019885846415172947
0.12,0.12,0.24,0.10057680250783699,0.02231670603185674
0.12,0.12,0.24,0.10338557993730407,0.024780557851713486
0.12,0.12,0.24,0.10619435736677116,0.027072119864709334
0.12,0.12,0.24,0.10900313479623824,0.028986110060810442
0.12,0.12,0.24,0.11181191222570533,0.030317404731446142
0.12,0.12,0.24,0.11462068965517241,0.030905757999656395
0.12,0.12,0.24,0.1174294670846395,0.030697281042750692
0.12,0.12,0.24,0.12023824451410658,0.029653493469260335
0.12,0.12,0.24,0.12304702194357367,0.02775583710922461
0.12,0.12,0.24,0.12585579937304076,0.02523856651033795
0.12,0.12,0.24,0.12866457680250784,0.022509715927523103
0.12,0.12,0.24,0.13147335423197493,0.019980637937114364
0.12,0.12,0.24,0.134282131661442,0.017955279526515155
0.12,0.12,0.24,0.13709090909090907,0.01642503933710312
0.12,0.12,0.24,0.13989968652037615,0.015324778182979476
0.12,0.12,0.24,0.14270846394984324,0.014589356878245504
0.12,0.12,0.24,0.14551724137931032,0.01415363623700245
0.12,0.12,0.24,0.14832601880877744,0.013952477073351564
0.12,0.12,0.24,0.15113479623824452,0.013920740603318243
0.12,0.12,0.24,0.1539435736677116,0.014003088963242294
0.12,0.12,0.24,0.15675235109717867,0.014179410127442445
0.12,0.12,0.24,0.15956112852664575,0.014437503143214596
0.12,0.12,0.24,0.16236990595611284,0.014765167057854653
0.12,0.12,0.24,0.16517868338557992,0.015150200918658518
0.12,0.12,0.24,0.167987460815047,0.015580403772922097
0.12,0.12,0.24,0.1707962382445141,0.016043574667941297
0.12,0.12,0.24,0.17360501567398118,0.016527512651012013
0.12,0.12,0.24,0.17641379310344826,0.01702001676943016
0.12,0.12,0.24,0.17922257053291535,0.017508886070491635
0.12,0.12,0.24,0.18203134796238243,0.017981919601492334
0.12,0.12,0.24,0.18484012539184952,0.018426916409728183
0.12,0.12,0.24,0.1876489028213166,0.018831675542495065
0.12,0.12,0.24,0.1904576802507837,0.019183996047088897
0.12,0.12,0.24,0.19326645768025077,0.01947167697080557
0.12,0.12,0.24,0.19607523510971786,0.019682517360941006
