,0,1,4,2,3,8,5,6,14,7,10,9,12,11,13,16,15,20,18,17,19,22,21,24,23,28,25,26,27,30,29,42,31,32,33,34,35,36,37,38,39,40,41,44,43,47,45,46,49,48,51,50,53,52
240,0.006,0.01,0.012,0.006,0.001,0.005,-0.001,0.008,-0.009,0.001,0.011,-0.001,0.006,0.007,-0.037,0.012,0.01,-0.013,0.008,0.009,0.007,0.007,0.006,0.007,0.009,-0.001,0.006,0.012,-0.001,-0.003,0.011,0.013,0.01,0.003,-0.001,-0.01,0.001,0.007,-0.012,0.011,0.008,-0.013,0.003,-0.001,0.007,0.006,0.011,0.001,-0.003,0.011,0.013,0.011,-0.002,-0.001
241,0.005,0.009,0.011,0.004,0.001,0.005,-0.002,0.008,-0.008,-0.001,0.01,-0.003,0.005,0.005,-0.042,0.01,0.008,-0.016,0.005,0.007,0.006,0.006,0.005,0.006,0.008,-0.002,0.005,0.01,-0.002,-0.007,0.009,0.012,0.009,0.001,-0.003,-0.01,0.001,0.006,-0.01,0.01,0.006,-0.013,0.002,-0.002,0.005,0.005,0.01,-0.001,-0.004,0.009,0.012,0.01,-0.002,-0.001
242,0.004,0.007,0.009,0.004,0.0,0.003,-0.004,0.007,-0.01,-0.002,0.008,-0.004,0.003,0.004,-0.043,0.008,0.007,-0.017,0.004,0.006,0.004,0.005,0.003,0.005,0.007,-0.004,0.003,0.009,-0.004,-0.009,0.008,0.01,0.008,-0.001,-0.004,-0.01,-0.001,0.004,-0.004,0.008,0.005,-0.016,0.001,-0.004,0.004,0.005,0.009,-0.004,-0.006,0.008,0.01,0.008,-0.004,-0.003
243,0.004,0.004,0.008,0.004,0.0,0.002,-0.005,0.006,-0.012,0.002,0.006,-0.002,0.002,0.003,-0.04,0.008,0.006,-0.017,0.004,0.005,0.002,0.004,0.001,0.004,0.007,-0.005,0.002,0.009,-0.005,-0.009,0.007,0.01,0.008,-0.001,-0.005,-0.011,-0.003,0.003,-0.001,0.007,0.004,-0.018,0.002,-0.005,0.003,0.004,0.009,-0.005,-0.007,0.006,0.009,0.007,-0.005,-0.004
244,0.003,0.005,0.009,0.005,0.001,0.003,-0.004,0.007,-0.012,0.003,0.007,-0.002,0.003,0.004,-0.037,0.009,0.007,-0.017,0.005,0.005,0.004,0.004,0.001,0.006,0.007,-0.003,0.003,0.01,-0.003,-0.007,0.008,0.01,0.008,0.001,-0.003,-0.01,-0.001,0.004,-0.003,0.008,0.005,-0.017,0.002,-0.003,0.004,0.004,0.009,-0.005,-0.005,0.007,0.01,0.008,-0.004,-0.002
245,0.003,0.005,0.009,0.006,0.001,0.003,-0.002,0.006,-0.012,0.002,0.007,-0.003,0.002,0.003,-0.036,0.009,0.007,-0.017,0.006,0.005,0.006,0.004,0.001,0.005,0.006,-0.002,0.004,0.009,-0.002,-0.007,0.008,0.01,0.007,0.002,-0.002,-0.011,0.0,0.004,-0.005,0.007,0.005,-0.015,0.001,-0.002,0.004,0.004,0.008,-0.005,-0.003,0.008,0.009,0.008,-0.002,-0.001
246,0.002,0.005,0.008,0.004,0.0,0.003,-0.003,0.005,-0.012,-0.002,0.006,-0.004,0.001,0.003,-0.039,0.008,0.006,-0.017,0.005,0.004,0.006,0.004,0.001,0.004,0.006,-0.002,0.004,0.007,-0.003,-0.008,0.007,0.008,0.006,0.001,-0.003,-0.01,-0.001,0.003,-0.007,0.006,0.004,-0.016,-0.002,-0.003,0.004,0.003,0.008,-0.005,-0.003,0.008,0.008,0.008,-0.003,-0.001
247,0.003,0.005,0.007,0.002,-0.003,0.003,-0.006,0.005,-0.013,-0.005,0.005,-0.005,0.002,0.003,-0.043,0.008,0.005,-0.018,0.003,0.005,0.005,0.002,-0.001,0.004,0.005,-0.004,0.003,0.007,-0.006,-0.01,0.007,0.008,0.006,0.0,-0.005,-0.011,-0.002,0.003,-0.006,0.006,0.004,-0.018,-0.003,-0.005,0.005,0.001,0.008,-0.005,-0.005,0.007,0.009,0.007,-0.005,-0.004
248,0.002,0.003,0.006,0.0,-0.003,0.002,-0.008,0.005,-0.014,-0.004,0.005,-0.005,0.003,0.003,-0.045,0.008,0.005,-0.02,0.002,0.005,0.003,0.001,-0.004,0.005,0.004,-0.006,0.002,0.007,-0.006,-0.01,0.006,0.008,0.007,-0.002,-0.006,-0.012,-0.003,0.004,-0.005,0.006,0.005,-0.019,-0.003,-0.006,0.004,-0.001,0.008,-0.006,-0.007,0.006,0.008,0.007,-0.006,-0.006
249,0.003,0.005,0.007,0.002,-0.001,0.003,-0.006,0.005,-0.012,-0.003,0.005,-0.006,0.003,0.003,-0.043,0.008,0.006,-0.019,0.004,0.005,0.005,0.002,-0.003,0.005,0.005,-0.003,0.003,0.008,-0.005,-0.009,0.007,0.009,0.007,0.0,-0.004,-0.01,-0.001,0.004,-0.004,0.008,0.006,-0.016,-0.002,-0.003,0.005,0.0,0.008,-0.005,-0.004,0.007,0.009,0.007,-0.004,-0.004
250,0.002,0.005,0.007,0.003,-0.002,0.002,-0.004,0.006,-0.011,-0.003,0.006,-0.006,0.003,0.003,-0.042,0.008,0.006,-0.018,0.004,0.005,0.005,0.002,-0.002,0.005,0.005,-0.002,0.004,0.008,-0.003,-0.008,0.007,0.01,0.007,0.001,-0.003,-0.009,0.0,0.004,-0.004,0.007,0.006,-0.015,0.0,-0.003,0.005,0.002,0.008,-0.004,-0.003,0.007,0.009,0.007,-0.003,-0.002
251,0.001,0.005,0.007,0.001,-0.003,0.002,-0.003,0.005,-0.01,-0.003,0.005,-0.006,0.001,0.002,-0.041,0.006,0.005,-0.016,0.003,0.003,0.005,0.004,-0.002,0.004,0.005,-0.002,0.004,0.007,-0.003,-0.008,0.006,0.008,0.005,0.001,-0.003,-0.008,0.0,0.003,-0.007,0.006,0.003,-0.015,-0.001,-0.002,0.005,0.003,0.007,-0.004,-0.002,0.007,0.008,0.006,-0.003,-0.002
252,0.0,0.004,0.005,-0.001,-0.004,0.002,-0.003,0.004,-0.009,-0.005,0.004,-0.007,0.0,0.001,-0.043,0.005,0.004,-0.016,0.002,0.003,0.006,0.004,-0.002,0.003,0.005,-0.002,0.005,0.007,-0.003,-0.01,0.005,0.007,0.004,0.001,-0.004,-0.009,0.0,0.003,-0.01,0.005,0.002,-0.014,-0.003,-0.002,0.005,0.002,0.006,-0.004,-0.002,0.008,0.006,0.004,-0.003,-0.002
253,0.001,0.004,0.005,-0.002,-0.004,0.002,-0.004,0.004,-0.009,-0.006,0.005,-0.006,0.001,0.001,-0.044,0.005,0.005,-0.019,0.002,0.004,0.005,0.001,-0.003,0.004,0.005,-0.002,0.004,0.007,-0.005,-0.01,0.005,0.007,0.004,0.001,-0.005,-0.009,-0.001,0.004,-0.012,0.005,0.003,-0.014,-0.003,-0.003,0.005,0.001,0.006,-0.004,-0.004,0.007,0.006,0.005,-0.004,-0.002
254,0.002,0.004,0.007,0.001,-0.002,0.003,-0.004,0.006,-0.008,-0.005,0.007,-0.007,0.002,0.002,-0.043,0.006,0.006,-0.018,0.004,0.005,0.005,0.0,-0.002,0.005,0.005,-0.002,0.003,0.008,-0.004,-0.009,0.006,0.008,0.006,0.001,-0.004,-0.008,0.0,0.004,-0.01,0.006,0.004,-0.013,-0.001,-0.002,0.005,0.001,0.007,-0.004,-0.004,0.007,0.008,0.006,-0.004,-0.002
255,0.002,0.004,0.008,0.002,-0.002,0.002,-0.005,0.007,-0.008,-0.006,0.008,-0.007,0.003,0.004,-0.043,0.008,0.006,-0.019,0.004,0.006,0.004,-0.001,-0.002,0.006,0.005,-0.003,0.003,0.009,-0.004,-0.008,0.008,0.01,0.008,0.0,-0.004,-0.007,0.0,0.004,-0.008,0.007,0.005,-0.014,0.001,-0.003,0.004,0.001,0.008,-0.004,-0.005,0.007,0.009,0.008,-0.004,-0.002
256,0.002,0.003,0.009,0.002,-0.002,0.003,-0.005,0.007,-0.007,-0.004,0.008,-0.006,0.002,0.004,-0.041,0.008,0.007,-0.017,0.005,0.006,0.004,-0.001,-0.002,0.005,0.004,-0.003,0.003,0.009,-0.004,-0.008,0.008,0.011,0.008,0.0,-0.004,-0.007,-0.001,0.005,-0.007,0.008,0.005,-0.014,0.002,-0.003,0.004,0.001,0.009,-0.004,-0.004,0.006,0.01,0.008,-0.003,-0.003
257,0.0,0.002,0.008,0.001,-0.003,0.002,-0.004,0.005,-0.007,-0.003,0.006,-0.007,0.001,0.003,-0.043,0.007,0.006,-0.019,0.003,0.004,0.005,0.0,-0.002,0.003,0.004,-0.003,0.003,0.007,-0.004,-0.009,0.006,0.009,0.006,0.0,-0.004,-0.007,-0.001,0.004,-0.005,0.007,0.004,-0.015,0.0,-0.002,0.004,0.0,0.008,-0.005,-0.004,0.007,0.009,0.006,-0.003,-0.003
258,0.0,0.002,0.006,-0.001,-0.003,0.001,-0.003,0.003,-0.009,-0.002,0.005,-0.005,0.0,0.001,-0.043,0.005,0.005,-0.019,0.003,0.003,0.005,0.001,-0.003,0.002,0.004,-0.003,0.002,0.006,-0.004,-0.01,0.005,0.008,0.005,0.0,-0.003,-0.007,-0.001,0.003,-0.005,0.006,0.004,-0.013,-0.001,-0.002,0.003,0.001,0.007,-0.004,-0.005,0.006,0.007,0.005,-0.004,-0.002
259,0.0,0.002,0.004,-0.001,-0.004,0.0,-0.005,0.002,-0.01,-0.002,0.004,-0.006,0.0,0.0,-0.042,0.005,0.004,-0.017,0.003,0.003,0.004,0.002,-0.003,0.002,0.004,-0.004,0.001,0.005,-0.005,-0.01,0.004,0.007,0.004,-0.001,-0.005,-0.009,-0.002,0.002,-0.004,0.005,0.002,-0.014,-0.002,-0.004,0.003,0.001,0.006,-0.005,-0.006,0.005,0.006,0.005,-0.005,-0.004
260,-0.001,0.0,0.004,-0.001,-0.003,-0.001,-0.007,0.003,-0.012,-0.003,0.003,-0.008,0.0,0.0,-0.04,0.005,0.004,-0.019,0.003,0.003,0.001,0.0,-0.004,0.002,0.003,-0.006,0.0,0.005,-0.007,-0.01,0.004,0.006,0.004,-0.003,-0.007,-0.009,-0.003,0.002,-0.006,0.004,0.002,-0.014,-0.002,-0.006,0.002,0.0,0.006,-0.005,-0.008,0.004,0.007,0.005,-0.007,-0.006
261,0.001,0.0,0.005,0.0,-0.002,0.0,-0.007,0.004,-0.012,-0.003,0.005,-0.007,0.001,0.001,-0.04,0.006,0.005,-0.019,0.003,0.004,0.001,-0.002,-0.005,0.003,0.003,-0.005,0.001,0.007,-0.006,-0.011,0.005,0.007,0.005,-0.002,-0.006,-0.008,-0.002,0.003,-0.009,0.005,0.002,-0.015,-0.002,-0.005,0.003,0.0,0.007,-0.005,-0.007,0.004,0.007,0.006,-0.006,-0.005
262,0.0,0.002,0.006,0.0,-0.002,0.001,-0.005,0.004,-0.01,-0.004,0.005,-0.01,0.001,0.001,-0.041,0.006,0.005,-0.02,0.001,0.003,0.004,-0.002,-0.005,0.003,0.003,-0.003,0.002,0.006,-0.004,-0.011,0.005,0.007,0.004,-0.001,-0.004,-0.008,-0.001,0.003,-0.011,0.005,0.002,-0.014,-0.002,-0.002,0.003,-0.001,0.006,-0.006,-0.004,0.005,0.006,0.005,-0.004,-0.003
263,0.0,0.003,0.006,0.0,-0.002,0.002,-0.002,0.003,-0.007,-0.004,0.005,-0.008,0.001,0.0,-0.043,0.006,0.004,-0.02,0.002,0.003,0.006,0.0,-0.004,0.003,0.004,-0.001,0.003,0.007,-0.002,-0.01,0.005,0.008,0.004,0.002,-0.002,-0.008,0.001,0.003,-0.009,0.006,0.003,-0.011,0.0,0.0,0.004,0.001,0.006,-0.004,-0.003,0.007,0.006,0.005,-0.002,0.0
264,0.0,0.004,0.005,0.0,-0.003,0.003,-0.002,0.004,-0.006,-0.004,0.005,-0.008,0.002,0.0,-0.043,0.006,0.004,-0.02,0.002,0.004,0.007,0.0,-0.004,0.003,0.004,0.0,0.004,0.007,-0.002,-0.011,0.005,0.009,0.005,0.003,-0.002,-0.007,0.002,0.004,-0.007,0.006,0.004,-0.01,-0.002,0.0,0.005,0.001,0.006,-0.003,-0.002,0.008,0.007,0.005,-0.001,0.0
265,0.001,0.003,0.006,0.0,-0.004,0.003,-0.003,0.004,-0.005,0.0,0.005,-0.007,0.002,0.001,-0.042,0.006,0.005,-0.02,0.002,0.004,0.006,0.0,-0.005,0.004,0.004,-0.002,0.004,0.007,-0.003,-0.01,0.005,0.008,0.006,0.002,-0.003,-0.007,0.001,0.005,-0.008,0.007,0.005,-0.011,-0.003,-0.001,0.005,0.0,0.007,-0.003,-0.003,0.008,0.007,0.005,-0.002,-0.001
266,0.001,0.003,0.006,-0.001,-0.004,0.003,-0.003,0.004,-0.006,0.001,0.005,-0.006,0.002,0.001,-0.041,0.005,0.005,-0.017,0.001,0.003,0.006,0.0,-0.006,0.003,0.003,-0.002,0.003,0.007,-0.003,-0.01,0.005,0.008,0.005,0.002,-0.002,-0.005,0.001,0.005,-0.01,0.006,0.004,-0.011,-0.003,-0.002,0.005,0.0,0.007,-0.003,-0.003,0.007,0.006,0.005,-0.002,-0.001
267,0.001,0.003,0.006,0.0,-0.004,0.003,-0.002,0.004,-0.005,0.0,0.004,-0.006,0.002,0.002,-0.04,0.005,0.005,-0.015,0.002,0.003,0.007,0.0,-0.005,0.003,0.003,-0.001,0.003,0.006,-0.002,-0.009,0.006,0.007,0.004,0.003,-0.002,-0.005,0.002,0.004,-0.007,0.006,0.003,-0.01,-0.002,-0.001,0.004,0.001,0.006,-0.004,-0.003,0.007,0.006,0.005,-0.001,-0.001
268,0.0,0.004,0.006,0.0,-0.004,0.003,-0.002,0.004,-0.004,-0.002,0.004,-0.005,0.002,0.001,-0.041,0.004,0.004,-0.016,0.002,0.003,0.008,0.002,-0.005,0.003,0.004,-0.001,0.004,0.006,-0.001,-0.009,0.006,0.008,0.004,0.004,-0.001,-0.005,0.004,0.004,-0.004,0.006,0.003,-0.009,-0.002,0.0,0.004,0.001,0.006,-0.004,-0.002,0.008,0.006,0.005,0.0,0.0
269,0.0,0.004,0.006,0.0,-0.005,0.003,-0.002,0.004,-0.004,-0.005,0.004,-0.007,0.002,0.001,-0.041,0.004,0.004,-0.016,0.002,0.003,0.007,0.001,-0.005,0.004,0.004,0.0,0.004,0.006,-0.001,-0.01,0.005,0.008,0.004,0.004,-0.001,-0.005,0.004,0.004,-0.004,0.006,0.003,-0.009,-0.003,0.001,0.005,0.001,0.006,-0.005,-0.001,0.008,0.006,0.005,0.001,0.001
270,-0.001,0.004,0.004,-0.001,-0.005,0.002,-0.003,0.003,-0.004,-0.004,0.004,-0.008,0.001,0.0,-0.041,0.004,0.003,-0.014,0.001,0.002,0.006,0.0,-0.004,0.003,0.003,-0.001,0.004,0.005,-0.001,-0.01,0.004,0.007,0.004,0.003,-0.001,-0.004,0.003,0.003,-0.008,0.005,0.002,-0.01,-0.004,0.0,0.004,0.0,0.005,-0.006,-0.002,0.007,0.006,0.004,0.0,0.0
271,-0.001,0.002,0.005,-0.002,-0.004,0.0,-0.004,0.003,-0.004,-0.004,0.004,-0.009,0.0,-0.001,-0.042,0.004,0.003,-0.014,0.001,0.002,0.004,-0.001,-0.004,0.002,0.003,-0.002,0.002,0.005,-0.002,-0.01,0.003,0.006,0.003,0.001,-0.002,-0.004,0.001,0.001,-0.011,0.004,0.001,-0.01,-0.004,-0.001,0.002,0.0,0.004,-0.006,-0.003,0.006,0.005,0.003,-0.002,-0.001
272,-0.001,0.001,0.006,0.001,-0.002,-0.001,-0.003,0.003,-0.004,-0.003,0.005,-0.007,0.001,0.0,-0.039,0.005,0.003,-0.013,0.002,0.002,0.004,-0.001,-0.003,0.002,0.003,-0.001,0.0,0.005,-0.001,-0.008,0.004,0.006,0.003,0.0,-0.002,-0.003,0.0,0.001,-0.009,0.004,0.001,-0.009,-0.002,-0.002,0.002,0.001,0.005,-0.005,-0.004,0.005,0.006,0.004,-0.002,0.0
273,0.0,0.001,0.006,0.002,-0.001,0.0,-0.002,0.003,-0.003,0.0,0.005,-0.005,0.002,0.0,-0.037,0.005,0.004,-0.013,0.003,0.003,0.004,0.0,-0.004,0.003,0.004,0.0,0.001,0.006,0.001,-0.007,0.005,0.006,0.003,0.002,0.0,-0.002,0.001,0.002,-0.008,0.005,0.002,-0.009,-0.002,-0.001,0.002,0.001,0.007,-0.003,-0.002,0.006,0.007,0.004,-0.001,0.002
274,0.001,0.003,0.006,0.001,-0.003,0.001,-0.001,0.003,-0.002,0.001,0.005,-0.004,0.002,0.0,-0.039,0.005,0.004,-0.012,0.003,0.002,0.005,0.0,-0.005,0.003,0.004,0.001,0.003,0.006,0.001,-0.008,0.005,0.007,0.003,0.004,0.001,-0.001,0.003,0.003,-0.006,0.005,0.003,-0.008,-0.002,0.001,0.004,0.001,0.007,-0.003,-0.001,0.007,0.007,0.005,0.0,0.002
275,0.0,0.003,0.005,-0.001,-0.004,0.001,-0.001,0.002,-0.003,0.0,0.004,-0.005,0.001,0.0,-0.042,0.003,0.003,-0.013,0.001,0.002,0.006,0.0,-0.005,0.002,0.004,0.001,0.004,0.005,0.0,-0.01,0.004,0.007,0.003,0.005,0.001,-0.002,0.004,0.003,-0.006,0.004,0.002,-0.009,-0.003,0.001,0.004,0.0,0.006,-0.003,0.0,0.007,0.006,0.004,0.001,0.002
276,0.0,0.004,0.005,-0.001,-0.004,0.001,-0.001,0.002,-0.002,-0.003,0.003,-0.006,0.002,-0.001,-0.046,0.003,0.003,-0.016,0.0,0.002,0.007,-0.001,-0.005,0.002,0.004,0.001,0.004,0.005,-0.001,-0.01,0.004,0.007,0.003,0.005,0.001,-0.002,0.004,0.003,-0.009,0.005,0.002,-0.009,-0.002,0.001,0.004,0.0,0.006,-0.003,0.0,0.007,0.005,0.003,0.0,0.002
277,0.001,0.004,0.004,0.0,-0.004,0.001,-0.001,0.002,-0.002,-0.006,0.004,-0.006,0.001,0.0,-0.046,0.003,0.003,-0.018,0.0,0.003,0.007,-0.001,-0.005,0.002,0.004,0.002,0.004,0.005,0.0,-0.01,0.004,0.007,0.003,0.005,0.001,-0.002,0.004,0.003,-0.013,0.005,0.003,-0.008,0.0,0.001,0.004,0.0,0.006,-0.002,0.0,0.007,0.006,0.003,0.001,0.003
