Index,Mn,Fe,Co,Ni,Cu,M1-Fe,M1-Co,Yield_of_styrene_oxide (%),Yield_of_benzaldehyde (%),Selectivity_of_styrene_oxide (%)
332,0.2,0.2,0.6,0,0,0.4,0.6,33.51486548,4.303915033,88.61964
333,0.2,0.4,0,0,0.4,0.4,0.6,60.01836412,5.108647701,92.15587
334,0.2,0.4,0,0.2,0.2,0.4,0.6,49.06649626,4.358000119,91.84269
335,0.2,0.4,0,0.4,0,0.4,0.6,36.04125447,4.579155216,88.72696
336,0.2,0.4,0.2,0,0.2,0.4,0.6,60.93297654,3.195267683,95.01738
337,0.2,0.4,0.2,0.2,0,0.4,0.6,27.75540241,4.980931986,84.7847
338,0.2,0.4,0.4,0,0,0.4,0.6,37.59491727,4.440838988,89.43557
339,0.2,0.6,0,0,0.2,0.4,0.6,58.05557368,1.595745073,97.32488
340,0.2,0.6,0,0.2,0,0.4,0.6,26.84416106,4.099403371,86.752
341,0.2,0.6,0.2,0,0,0.4,0.6,23.2063117,4.253763577,84.50928
342,0.2,0.8,0,0,0,0.4,0.6,32.17125632,4.875296492,86.84008
343,0.4,0,0,0,0.6,0.4,0.6,61.677188,0.629132435,98.99026
344,0.4,0,0,0.2,0.4,0.4,0.6,55.00471042,3.934607677,93.32431
345,0.4,0,0,0.4,0.2,0.4,0.6,43.50609957,5.332443114,89.08149
346,0.4,0,0,0.6,0,0.4,0.6,18.56355472,2.112933943,89.78098
347,0.4,0,0.2,0,0.4,0.4,0.6,62.08767187,3.329428319,94.91046
348,0.4,0,0.2,0.2,0.2,0.4,0.6,58.88150294,3.061839497,95.05703
349,0.4,0,0.2,0.4,0,0.4,0.6,27.04235773,5.180842503,83.92201
350,0.4,0,0.4,0,0.2,0.4,0.6,61.32151197,2.722781107,95.7486
351,0.4,0,0.4,0.2,0,0.4,0.6,25.66944597,3.132216202,89.12488
352,0.4,0,0.6,0,0,0.4,0.6,39.15045952,4.583920754,89.51872
353,0.4,0.2,0,0,0.4,0.4,0.6,58.38829256,2.336547467,96.15224
354,0.4,0.2,0,0.2,0.2,0.4,0.6,55.80699633,3.901711038,93.46542
355,0.4,0.2,0,0.4,0,0.4,0.6,23.43999071,4.126511721,85.0307
356,0.4,0.2,0.2,0,0.2,0.4,0.6,65.22874102,1.661524781,97.51604
357,0.4,0.2,0.2,0.2,0,0.4,0.6,28.21763815,2.975915362,90.45984
358,0.4,0.2,0.4,0,0,0.4,0.6,32.87290106,4.78763846,87.28739
359,0.4,0.4,0,0,0.2,0.4,0.6,56.74308492,0.641335524,98.88239
360,0.4,0.4,0,0.2,0,0.4,0.6,20.12399026,7.959340797,71.65813
361,0.4,0.4,0.2,0,0,0.4,0.6,22.79626635,7.866475673,74.34517
362,0.4,0.6,0,0,0,0.4,0.6,25.06503672,7.465758092,77.05018
363,0.6,0,0,0,0.4,0.4,0.6,61.21721344,2.785073836,95.64848
364,0.6,0,0,0.2,0.2,0.4,0.6,46.97266293,7.464778028,86.28742
365,0.6,0,0,0.4,0,0.4,0.6,18.71005648,7.359608513,71.76945
366,0.6,0,0.2,0,0.2,0.4,0.6,58.90561583,6.388832764,90.21535
367,0.6,0,0.2,0.2,0,0.4,0.6,22.33345535,6.738021586,76.82257
368,0.6,0,0.4,0,0,0.4,0.6,29.29788566,6.312753133,82.27285
369,0.6,0.2,0,0,0.2,0.4,0.6,64.81294731,2.264088429,96.62464
370,0.6,0.2,0,0.2,0,0.4,0.6,31.37878347,7.488824254,80.73248
371,0.6,0.2,0.2,0,0,0.4,0.6,21.00807181,7.154003984,74.59703
372,0.6,0.4,0,0,0,0.4,0.6,18.50001652,5.952232128,75.65773
373,0.8,0,0,0,0.2,0.4,0.6,57.81158362,5.536687847,91.25992
374,0.8,0,0,0.2,0,0.4,0.6,27.94224302,6.034204575,82.24004
375,0.8,0,0.2,0,0,0.4,0.6,18.70863862,5.71999772,76.58487
376,0.8,0.2,0,0,0,0.4,0.6,17.61919122,5.505520666,76.19205
377,1,0,0,0,0,0.4,0.6,15.43988255,5.624450764,73.2987
378,0,0,0,0,1,0.6,0.4,57.75895303,0.367368464,99.36798
379,0,0,0,0.2,0.8,0.6,0.4,44.23343169,4.126871986,91.46641
380,0,0,0,0.4,0.6,0.6,0.4,31.23611224,3.483996938,89.96548
381,0,0,0,0.6,0.4,0.6,0.4,22.39194575,3.872001661,85.25735
382,0,0,0,0.8,0.2,0.6,0.4,21.02128769,4.338812635,82.89119
383,0,0,0,1,0,0.6,0.4,18.60398964,4.605465889,80.15694
384,0,0,0.2,0,0.8,0.6,0.4,60.20146003,1.925683358,96.90042
385,0,0,0.2,0.2,0.6,0.6,0.4,34.54678504,3.61643807,90.52376
386,0,0,0.2,0.4,0.4,0.6,0.4,25.58409103,3.910589353,86.74137
387,0,0,0.2,0.6,0.2,0.6,0.4,24.17673732,5.08304097,82.62789
388,0,0,0.2,0.8,0,0.6,0.4,19.24043538,5.558200448,77.58667
389,0,0,0.4,0,0.6,0.6,0.4,57.71901826,2.740432716,95.46732
390,0,0,0.4,0.2,0.4,0.6,0.4,25.37308028,2.462880975,91.15216
391,0,0,0.4,0.4,0.2,0.6,0.4,21.84787898,4.497586644,82.92842
392,0,0,0.4,0.6,0,0.6,0.4,17.42423843,3.974607691,81.42607
393,0,0,0.6,0,0.4,0.6,0.4,56.72737227,2.741849982,95.38946
394,0,0,0.6,0.2,0.2,0.6,0.4,36.46174596,3.75416069,90.66499
395,0,0,0.6,0.4,0,0.6,0.4,19.3955952,4.754672201,80.31213
396,0,0,0.8,0,0.2,0.6,0.4,56.26588307,3.020176991,94.90576
397,0,0,0.8,0.2,0,0.6,0.4,36.57221596,2.944072531,92.54972
398,0,0,1,0,0,0.6,0.4,35.40673339,3.057781173,92.05038
399,0,0.2,0,0,0.8,0.6,0.4,55.25889874,2.668190445,95.39388
400,0,0.2,0,0.2,0.6,0.6,0.4,37.92416666,2.951703792,92.77886
401,0,0.2,0,0.4,0.4,0.6,0.4,22.88239449,4.029939107,85.02568
402,0,0.2,0,0.6,0.2,0.6,0.4,20.19873094,3.399784201,85.59323
403,0,0.2,0,0.8,0,0.6,0.4,17.72741105,2.922656419,85.84675
404,0,0.2,0.2,0,0.6,0.6,0.4,54.44896257,2.075744111,96.32772
405,0,0.2,0.2,0.2,0.4,0.6,0.4,28.77607047,3.267244952,89.80366
406,0,0.2,0.2,0.4,0.2,0.6,0.4,19.84746273,4.294155238,82.21265
407,0,0.2,0.2,0.6,0,0.6,0.4,17.60597847,3.310414578,84.17311
408,0,0.2,0.4,0,0.4,0.6,0.4,49.47783898,3.080750338,94.13845
409,0,0.2,0.4,0.2,0.2,0.6,0.4,22.65197471,4.390169023,83.76545
410,0,0.2,0.4,0.4,0,0.6,0.4,25.72089927,3.278893789,88.69339
411,0,0.2,0.6,0,0.2,0.6,0.4,48.18890925,1.240837077,97.4897
412,0,0.2,0.6,0.2,0,0.6,0.4,25.17790671,4.292490236,85.43457
413,0,0.2,0.8,0,0,0.6,0.4,26.32011379,2.787248839,90.42425
414,0,0.4,0,0,0.6,0.6,0.4,56.24746801,1.371069967,97.62044
415,0,0.4,0,0.2,0.4,0.6,0.4,30.84305979,3.833273406,88.94556
416,0,0.4,0,0.4,0.2,0.6,0.4,24.50677932,4.325717359,84.99708
417,0,0.4,0,0.6,0,0.6,0.4,17.93969611,4.250970198,80.84343
418,0,0.4,0.2,0,0.4,0.6,0.4,46.60293979,2.944175349,94.05783
419,0,0.4,0.2,0.2,0.2,0.6,0.4,24.54421936,3.138717958,88.6619
420,0,0.4,0.2,0.4,0,0.6,0.4,17.82703697,3.073205956,85.29584
421,0,0.4,0.4,0,0.2,0.6,0.4,38.05544982,2.664764495,93.45592
422,0,0.4,0.4,0.2,0,0.6,0.4,24.4016687,1.261480345,95.08447
423,0,0.4,0.6,0,0,0.6,0.4,18.7546474,3.46620009,84.40113
424,0,0.6,0,0,0.4,0.6,0.4,51.889423,2.13039326,96.05627
425,0,0.6,0,0.2,0.2,0.6,0.4,25.38755278,3.03377413,89.32571
426,0,0.6,0,0.4,0,0.6,0.4,21.39608966,3.461131039,86.07595
427,0,0.6,0.2,0,0.2,0.6,0.4,42.5805295,3.858063848,91.69212
428,0,0.6,0.2,0.2,0,0.6,0.4,18.85815911,3.504476411,84.32888
429,0,0.6,0.4,0,0,0.6,0.4,19.50300871,3.880007035,83.40673
430,0,0.8,0,0,0.2,0.6,0.4,54.58584045,3.834055827,93.43707
431,0,0.8,0,0.2,0,0.6,0.4,20.80850659,3.197932376,86.67886
432,0,0.8,0.2,0,0,0.6,0.4,21.65373908,4.157355326,83.89315
433,0,1,0,0,0,0.6,0.4,20.82527195,4.484166757,82.28263
434,0.2,0,0,0,0.8,0.6,0.4,67.08131644,4.532483716,93.67094
435,0.2,0,0,0.2,0.6,0.6,0.4,55.09579765,1.664174155,97.06805
436,0.2,0,0,0.4,0.4,0.6,0.4,52.13398079,2.838698828,94.83616
437,0.2,0,0,0.6,0.2,0.6,0.4,49.99508433,3.858550037,92.83512
438,0.2,0,0,0.8,0,0.6,0.4,16.62465621,4.530073582,78.586
439,0.2,0,0.2,0,0.6,0.6,0.4,61.023638,1.993963692,96.83586
440,0.2,0,0.2,0.2,0.4,0.6,0.4,61.41986429,3.243259913,94.98437
441,0.2,0,0.2,0.4,0.2,0.6,0.4,51.9060486,2.912132469,94.68765
442,0.2,0,0.2,0.6,0,0.6,0.4,13.84353749,4.634342715,74.91951
443,0.2,0,0.4,0,0.4,0.6,0.4,63.43721831,0,100
444,0.2,0,0.4,0.2,0.2,0.6,0.4,54.99413451,4.38563429,92.61426
445,0.2,0,0.4,0.4,0,0.6,0.4,26.23960214,4.274150569,85.99271
446,0.2,0,0.6,0,0.2,0.6,0.4,57.77999882,2.244939952,96.25999
447,0.2,0,0.6,0.2,0,0.6,0.4,36.69414522,3.346809031,91.64154
448,0.2,0,0.8,0,0,0.6,0.4,32.33950818,2.752424299,92.15653
449,0.2,0.2,0,0,0.6,0.6,0.4,59.65422811,1.716473293,97.20311
450,0.2,0.2,0,0.2,0.4,0.6,0.4,59.59748835,0,100
451,0.2,0.2,0,0.4,0.2,0.6,0.4,54.67404111,2.722199475,95.25718
452,0.2,0.2,0,0.6,0,0.6,0.4,20.29730574,3.606018412,84.91416
453,0.2,0.2,0.2,0,0.4,0.6,0.4,63.12588144,0,100
454,0.2,0.2,0.2,0.2,0.2,0.6,0.4,46.02091553,3.026672772,93.82911
455,0.2,0.2,0.2,0.4,0,0.6,0.4,22.79109274,3.494405406,86.70596
456,0.2,0.2,0.4,0,0.2,0.6,0.4,52.22525075,0.38432127,99.26948
457,0.2,0.2,0.4,0.2,0,0.6,0.4,25.29595899,3.702517445,87.23203
458,0.2,0.2,0.6,0,0,0.6,0.4,25.60064557,2.432217019,91.32369
459,0.2,0.4,0,0,0.4,0.6,0.4,60.68369845,2.973282882,95.32921
460,0.2,0.4,0,0.2,0.2,0.6,0.4,55.4895738,2.170250116,96.23611
461,0.2,0.4,0,0.4,0,0.6,0.4,23.63346334,2.965779103,88.85014
462,0.2,0.4,0.2,0,0.2,0.6,0.4,53.27348149,2.747147789,95.09619
463,0.2,0.4,0.2,0.2,0,0.6,0.4,20.17591851,2.663048229,88.33989
464,0.2,0.4,0.4,0,0,0.6,0.4,18.44251881,4.92013259,78.94018
465,0.2,0.6,0,0,0.2,0.6,0.4,54.0649962,2.726928065,95.19839
466,0.2,0.6,0,0.2,0,0.6,0.4,25.52729679,2.283630035,91.78873
467,0.2,0.6,0.2,0,0,0.6,0.4,22.52397889,2.904447385,88.57795
468,0.2,0.8,0,0,0,0.6,0.4,28.41507883,4.202607853,87.11556
469,0.4,0,0,0,0.6,0.6,0.4,62.08012303,0,100
470,0.4,0,0,0.2,0.4,0.6,0.4,55.72424534,1.231900965,97.83711
471,0.4,0,0,0.4,0.2,0.6,0.4,49.9242108,2.977816083,94.37107
472,0.4,0,0,0.6,0,0.6,0.4,15.00823691,3.090928115,82.92226
473,0.4,0,0.2,0,0.4,0.6,0.4,62.14267591,1.079447076,98.29261
474,0.4,0,0.2,0.2,0.2,0.6,0.4,56.30558919,2.112071788,96.38453
475,0.4,0,0.2,0.4,0,0.6,0.4,17.77532772,4.275873314,80.60934
476,0.4,0,0.4,0,0.2,0.6,0.4,60.2256654,0,100
477,0.4,0,0.4,0.2,0,0.6,0.4,20.58329435,4.269515942,82.82079
478,0.4,0,0.6,0,0,0.6,0.4,24.40423812,2.598122032,90.37817
479,0.4,0.2,0,0,0.4,0.6,0.4,58.84490183,2.073663537,96.59601
480,0.4,0.2,0,0.2,0.2,0.6,0.4,53.69673857,0.494262812,99.08792
481,0.4,0.2,0,0.4,0,0.6,0.4,16.5760105,2.373685356,87.47375
482,0.4,0.2,0.2,0,0.2,0.6,0.4,57.9082392,0.310501185,99.46666
483,0.4,0.2,0.2,0.2,0,0.6,0.4,17.04280263,3.184017545,84.25844
484,0.4,0.2,0.4,0,0,0.6,0.4,23.26285363,2.259920663,91.14547
485,0.4,0.4,0,0,0.2,0.6,0.4,57.48922984,4.421089546,92.85888
486,0.4,0.4,0,0.2,0,0.6,0.4,24.54867043,3.16879318,88.56752
487,0.4,0.4,0.2,0,0,0.6,0.4,23.78483276,4.471727374,84.17455
488,0.4,0.6,0,0,0,0.6,0.4,25.8909817,4.738204117,84.53043
489,0.6,0,0,0,0.4,0.6,0.4,58.396959,3.415417893,94.47454
490,0.6,0,0,0.2,0.2,0.6,0.4,52.96837486,3.894282906,93.15142
491,0.6,0,0,0.4,0,0.6,0.4,15.95361024,4.502407794,77.98981
492,0.6,0,0.2,0,0.2,0.6,0.4,62.98884871,3.272366318,95.06142
493,0.6,0,0.2,0.2,0,0.6,0.4,18.96494448,4.495405449,80.83828
494,0.6,0,0.4,0,0,0.6,0.4,20.60958281,4.329399646,82.64003
495,0.6,0.2,0,0,0.2,0.6,0.4,60.29191658,0,100
496,0.6,0.2,0,0.2,0,0.6,0.4,19.23759299,3.987984109,82.82934
497,0.6,0.2,0.2,0,0,0.6,0.4,20.21857031,4.073369515,83.2316
498,0.6,0.4,0,0,0,0.6,0.4,23.93768113,5.291947664,81.89526
499,0.8,0,0,0,0.2,0.6,0.4,59.33386494,1.003282332,98.33721
500,0.8,0,0,0.2,0,0.6,0.4,16.29675615,3.635232475,81.76182
501,0.8,0,0.2,0,0,0.6,0.4,18.20727294,4.32472595,80.80629
502,0.8,0.2,0,0,0,0.6,0.4,19.13766836,3.21878096,85.60245
503,1,0,0,0,0,0.6,0.4,18.23398501,3.908982612,82.34662
504,0,0,0,0,1,0.8,0.2,64.25743635,2.739591751,95.91088
505,0,0,0,0.2,0.8,0.8,0.2,51.25187194,8.902873795,85.20005
506,0,0,0,0.4,0.6,0.8,0.2,43.40635764,8.749511098,83.2243
507,0,0,0,0.6,0.4,0.8,0.2,30.18077834,8.757279902,77.50972
508,0,0,0,0.8,0.2,0.8,0.2,23.24138961,7.936297509,74.54494
509,0,0,0,1,0,0.8,0.2,22.94581401,8.624086653,72.68257
510,0,0,0.2,0,0.8,0.8,0.2,57.65135126,6.863033176,89.36201
511,0,0,0.2,0.2,0.6,0.8,0.2,34.93745127,7.797404991,81.75399
512,0,0,0.2,0.4,0.4,0.8,0.2,29.21406995,7.386896232,79.81776
513,0,0,0.2,0.6,0.2,0.8,0.2,25.57572049,8.071981065,76.0103
514,0,0,0.2,0.8,0,0.8,0.2,21.791195,7.182016889,75.21153
515,0,0,0.4,0,0.6,0.8,0.2,55.44341591,7.117674566,88.62284
516,0,0,0.4,0.2,0.4,0.8,0.2,33.63881217,8.688380095,79.47329
517,0,0,0.4,0.4,0.2,0.8,0.2,28.64701822,7.885014759,78.41616
518,0,0,0.4,0.6,0,0.8,0.2,19.46049068,7.946920986,71.00448
519,0,0,0.6,0,0.4,0.8,0.2,53.39442761,6.795673607,88.70965
520,0,0,0.6,0.2,0.2,0.8,0.2,27.69910736,7.588705329,78.49483
521,0,0,0.6,0.4,0,0.8,0.2,20.27009447,7.846933533,72.09188
522,0,0,0.8,0,0.2,0.8,0.2,54.25228734,7.873050563,87.32715
523,0,0,0.8,0.2,0,0.8,0.2,20.39257142,7.701307761,72.58724
524,0,0,1,0,0,0.8,0.2,18.47670587,7.219581098,71.90419
525,0,0.2,0,0,0.8,0.8,0.2,62.60902634,2.494950674,96.16774
526,0,0.2,0,0.2,0.6,0.8,0.2,50.44885539,7.1811716,87.53918
527,0,0.2,0,0.4,0.4,0.8,0.2,29.93509375,7.507140016,79.95007
528,0,0.2,0,0.6,0.2,0.8,0.2,24.62431894,7.643388126,76.31258
529,0,0.2,0,0.8,0,0.8,0.2,22.9671166,7.364980539,75.71885
530,0,0.2,0.2,0,0.6,0.8,0.2,49.26528422,7.455487162,86.85581
531,0,0.2,0.2,0.2,0.4,0.8,0.2,41.80512929,8.72652193,82.73058
532,0,0.2,0.2,0.4,0.2,0.8,0.2,25.20655287,8.501808378,74.77834
533,0,0.2,0.2,0.6,0,0.8,0.2,21.58242363,8.237276377,72.37639
534,0,0.2,0.4,0,0.4,0.8,0.2,49.12618156,7.26059303,87.12359
535,0,0.2,0.4,0.2,0.2,0.8,0.2,31.16609163,7.463377072,80.67958
536,0,0.2,0.4,0.4,0,0.8,0.2,20.13046283,8.226510819,70.98946
537,0,0.2,0.6,0,0.2,0.8,0.2,44.38793598,8.134789967,84.51187
538,0,0.2,0.6,0.2,0,0.8,0.2,22.05295138,6.971521471,75.98054
539,0,0.2,0.8,0,0,0.8,0.2,22.9531625,8.148179031,73.8012
540,0,0.4,0,0,0.6,0.8,0.2,63.84572224,4.512577788,93.39864
541,0,0.4,0,0.2,0.4,0.8,0.2,43.53352472,8.710954311,83.32656
542,0,0.4,0,0.4,0.2,0.8,0.2,30.64280002,7.33952422,80.67647
543,0,0.4,0,0.6,0,0.8,0.2,27.36701938,7.849064088,77.71171
544,0,0.4,0.2,0,0.4,0.8,0.2,48.83548325,7.032907471,87.41165
545,0,0.4,0.2,0.2,0.2,0.8,0.2,27.48632152,7.429928452,78.72071
546,0,0.4,0.2,0.4,0,0.8,0.2,26.5594999,7.653880245,77.62899
547,0,0.4,0.4,0,0.2,0.8,0.2,40.0885166,7.390503234,84.43417
548,0,0.4,0.4,0.2,0,0.8,0.2,24.12980959,7.670950956,75.87809
549,0,0.4,0.6,0,0,0.8,0.2,25.75165461,8.007633246,76.28021
550,0,0.6,0,0,0.4,0.8,0.2,63.08719432,3.359138917,94.94458
551,0,0.6,0,0.2,0.2,0.8,0.2,44.66035159,8.64191448,83.78697
552,0,0.6,0,0.4,0,0.8,0.2,30.13163234,8.066935658,78.88158
553,0,0.6,0.2,0,0.2,0.8,0.2,43.84809362,8.043597605,84.49926
554,0,0.6,0.2,0.2,0,0.8,0.2,31.22167676,8.194241155,79.21083
555,0,0.6,0.4,0,0,0.8,0.2,33.18668944,7.939149769,80.69547
556,0,0.8,0,0,0.2,0.8,0.2,55.14261109,4.360131992,92.67238
557,0,0.8,0,0.2,0,0.8,0.2,30.06017761,8.147568252,78.67561
558,0,0.8,0.2,0,0,0.8,0.2,30.97262574,8.572488839,78.32226
559,0,1,0,0,0,0.8,0.2,28.83514336,8.10007963,78.0695
560,0.2,0,0,0,0.8,0.8,0.2,63.48056357,1.695701379,97.39828
561,0.2,0,0,0.2,0.6,0.8,0.2,55.1442432,4.173256198,92.96454
562,0.2,0,0,0.4,0.4,0.8,0.2,53.16699632,5.715868495,90.29282
563,0.2,0,0,0.6,0.2,0.8,0.2,49.50120496,5.75051707,89.59215
564,0.2,0,0,0.8,0,0.8,0.2,20.00195251,7.032463857,73.987
565,0.2,0,0.2,0,0.6,0.8,0.2,64.43438576,0.557765472,99.1418
566,0.2,0,0.2,0.2,0.4,0.8,0.2,62.37082844,3.433593938,94.78212
567,0.2,0,0.2,0.4,0.2,0.8,0.2,58.25755231,2.340892793,96.13704
568,0.2,0,0.2,0.6,0,0.8,0.2,19.86702445,7.708370359,72.0462
569,0.2,0,0.4,0,0.4,0.8,0.2,63.23055236,2.70664052,95.89512
570,0.2,0,0.4,0.2,0.2,0.8,0.2,56.94086335,4.842928546,92.16149
571,0.2,0,0.4,0.4,0,0.8,0.2,18.13812449,7.866511599,69.74958
572,0.2,0,0.6,0,0.2,0.8,0.2,61.04916524,3.99315532,93.86068
573,0.2,0,0.6,0.2,0,0.8,0.2,18.8700037,6.911469999,73.19211
574,0.2,0,0.8,0,0,0.8,0.2,17.94895141,6.581196519,73.17099
575,0.2,0.2,0,0,0.6,0.8,0.2,62.19129558,1.425073206,97.7599
576,0.2,0.2,0,0.2,0.4,0.8,0.2,60.09830985,3.196068878,94.95047
577,0.2,0.2,0,0.4,0.2,0.8,0.2,57.74881372,2.294015347,96.17937
578,0.2,0.2,0,0.6,0,0.8,0.2,27.01124643,6.762343833,79.97742
579,0.2,0.2,0.2,0,0.4,0.8,0.2,62.72271674,2.696337778,95.87836
580,0.2,0.2,0.2,0.2,0.2,0.8,0.2,57.70926874,4.297894611,93.06871
581,0.2,0.2,0.2,0.4,0,0.8,0.2,24.33260076,5.429206102,81.75781
582,0.2,0.2,0.4,0,0.2,0.8,0.2,59.80894285,3.304733925,94.76384
583,0.2,0.2,0.4,0.2,0,0.8,0.2,26.73848843,6.926013455,79.42636
584,0.2,0.2,0.6,0,0,0.8,0.2,22.86175511,7.552203859,75.16863
585,0.2,0.4,0,0,0.4,0.8,0.2,61.332456,1.503864136,97.6067
586,0.2,0.4,0,0.2,0.2,0.8,0.2,57.70566166,3.635996124,94.07255
587,0.2,0.4,0,0.4,0,0.8,0.2,29.17465406,7.488820731,79.57417
588,0.2,0.4,0.2,0,0.2,0.8,0.2,59.32513102,2.838301917,95.43413
589,0.2,0.4,0.2,0.2,0,0.8,0.2,29.07714502,7.203735469,80.14454
590,0.2,0.4,0.4,0,0,0.8,0.2,27.69080105,6.804646416,80.27378
591,0.2,0.6,0,0,0.2,0.8,0.2,58.67319445,1.770259943,97.07121
592,0.2,0.6,0,0.2,0,0.8,0.2,33.50981724,6.658049835,83.42444
593,0.2,0.6,0.2,0,0,0.8,0.2,32.60156676,6.507844582,83.3599
594,0.2,0.8,0,0,0,0.8,0.2,37.30158283,6.114526382,85.91646
595,0.4,0,0,0,0.6,0.8,0.2,65.16753075,1.326056626,98.00574
596,0.4,0,0,0.2,0.4,0.8,0.2,57.5113938,4.688419982,92.46232
597,0.4,0,0,0.4,0.2,0.8,0.2,52.51980369,4.432010289,92.21796
598,0.4,0,0,0.6,0,0.8,0.2,20.01812186,6.462616737,75.59503
599,0.4,0,0.2,0,0.4,0.8,0.2,63.05333905,0.4519493,99.28833
600,0.4,0,0.2,0.2,0.2,0.8,0.2,56.84969014,4.335377659,92.91432
601,0.4,0,0.2,0.4,0,0.8,0.2,19.64505861,7.042364086,73.61167
602,0.4,0,0.4,0,0.2,0.8,0.2,61.73016034,3.236340173,95.01845
603,0.4,0,0.4,0.2,0,0.8,0.2,19.67066149,6.710772302,74.56252
604,0.4,0,0.6,0,0,0.8,0.2,18.47436919,6.459780396,74.09264
605,0.4,0.2,0,0,0.4,0.8,0.2,62.35430745,1.280126099,97.98831
606,0.4,0.2,0,0.2,0.2,0.8,0.2,57.54464838,3.960819437,93.56022
607,0.4,0.2,0,0.4,0,0.8,0.2,27.77018637,5.334121815,83.88693
608,0.4,0.2,0.2,0,0.2,0.8,0.2,61.74065563,1.551755608,97.54828
609,0.4,0.2,0.2,0.2,0,0.8,0.2,25.01676641,6.519818931,79.32617
610,0.4,0.2,0.4,0,0,0.8,0.2,24.48273073,6.610742566,78.73913
611,0.4,0.4,0,0,0.2,0.8,0.2,60.62412447,1.954983109,96.87598
612,0.4,0.4,0,0.2,0,0.8,0.2,38.85719075,4.840679885,88.92239
613,0.4,0.4,0.2,0,0,0.8,0.2,30.51021096,8.746294449,77.72014
614,0.4,0.6,0,0,0,0.8,0.2,31.38447558,8.812547062,78.07662
615,0.6,0,0,0,0.4,0.8,0.2,57.4876802,5.393953807,91.42205
616,0.6,0,0,0.2,0.2,0.8,0.2,56.68260232,7.27044585,88.63159
617,0.6,0,0,0.4,0,0.8,0.2,19.86172914,7.76292299,71.89857
618,0.6,0,0.2,0,0.2,0.8,0.2,61.74920177,4.932920968,92.60233
619,0.6,0,0.2,0.2,0,0.8,0.2,19.61068311,8.21340239,70.48096
620,0.6,0,0.4,0,0,0.8,0.2,19.70723455,7.135477939,73.41745
621,0.6,0.2,0,0,0.2,0.8,0.2,59.37278902,4.5840992,92.83252
622,0.6,0.2,0,0.2,0,0.8,0.2,25.1219774,8.927925349,73.77988
623,0.6,0.2,0.2,0,0,0.8,0.2,24.66648917,7.649529042,76.32899
624,0.6,0.4,0,0,0,0.8,0.2,29.71715603,7.929657142,78.93671
625,0.8,0,0,0,0.2,0.8,0.2,58.42782267,3.770926043,93.9373
626,0.8,0,0,0.2,0,0.8,0.2,21.22096099,8.084161587,72.41383
627,0.8,0,0.2,0,0,0.8,0.2,21.05308263,6.42104786,76.62875
628,0.8,0.2,0,0,0,0.8,0.2,24.93477241,8.143892719,75.38023
629,1,0,0,0,0,0.8,0.2,26.38362232,8.813428882,74.95975
630,0,0,0,0,1,1,0,55.3562917,1.568063617,97.24536
631,0,0,0,0.2,0.8,1,0,45.08200764,4.031122484,91.79217
632,0,0,0,0.4,0.6,1,0,38.89277204,2.504129438,93.95093
633,0,0,0,0.6,0.4,1,0,28.76886757,2.539816095,91.88782
634,0,0,0,0.8,0.2,1,0,22.36135646,1.811525167,92.50596
635,0,0,0,1,0,1,0,24.13267935,1.846954611,92.89076
636,0,0,0.2,0,0.8,1,0,35.09060489,2.324270882,93.78784
637,0,0,0.2,0.2,0.6,1,0,25.39675491,0.190841212,99.25417
638,0,0,0.2,0.4,0.4,1,0,20.73895282,1.800700865,92.01096
639,0,0,0.2,0.6,0.2,1,0,19.40270146,0,100
640,0,0,0.2,0.8,0,1,0,20.75550087,1.642448618,92.66697
641,0,0,0.4,0,0.6,1,0,27.71939393,1.922169791,93.51529
642,0,0,0.4,0.2,0.4,1,0,23.44435329,1.854714832,92.66884
643,0,0,0.4,0.4,0.2,1,0,22.5128385,0.949863625,95.9516
644,0,0,0.4,0.6,0,1,0,18.54922666,0.294560471,98.43683
645,0,0,0.6,0,0.4,1,0,24.57597201,1.606490533,93.86425
646,0,0,0.6,0.2,0.2,1,0,23.33286109,1.356361765,94.50626
647,0,0,0.6,0.4,0,1,0,19.4346101,2.32598674,89.31102
648,0,0,0.8,0,0.2,1,0,21.33524132,0.852834238,96.15634
649,0,0,0.8,0.2,0,1,0,18.22791046,0.93574227,95.1171
650,0,0,1,0,0,1,0,17.43503408,1.751725762,90.87013
651,0,0.2,0,0,0.8,1,0,51.67050942,2.93763275,94.62052
652,0,0.2,0,0.2,0.6,1,0,48.85501402,2.916967194,94.36574
653,0,0.2,0,0.4,0.4,1,0,41.19037902,4.764289199,89.63263
654,0,0.2,0,0.6,0.2,1,0,26.11851359,2.86055455,90.12889
655,0,0.2,0,0.8,0,1,0,22.87432366,2.237262191,91.09072
656,0,0.2,0.2,0,0.6,1,0,49.41429385,1.526484174,97.00341
657,0,0.2,0.2,0.2,0.4,1,0,31.8706947,1.265425902,96.18113
658,0,0.2,0.2,0.4,0.2,1,0,23.25476794,1.494171008,93.96269
659,0,0.2,0.2,0.6,0,1,0,19.80713036,1.580789866,92.60896
660,0,0.2,0.4,0,0.4,1,0,44.19375455,3.063453203,93.51749
661,0,0.2,0.4,0.2,0.2,1,0,25.48341646,1.623500707,94.01075
662,0,0.2,0.4,0.4,0,1,0,20.28466319,1.644344628,92.50151
663,0,0.2,0.6,0,0.2,1,0,45.2569308,2.121692781,95.52184
